Name,F116,F115,F117,F121,F110,F64,F104,F101,F68,F72,F22,F77,category
org/apache/maven/AbstractCoreMavenComponentTestCase.java,-1.0,-1.0,0.0434782608696,0.00348027842227,-0.855072463768,1532,0.133828996283,0.402777777778,33,2815,3,1825,1
org/apache/maven/AbstractCoreMavenComponentTestCase.java,-1.0,-1.0,0.0434782608696,0.00348027842227,-0.855072463768,1532,0.133828996283,0.591666666667,33,2815,3,1543,1
org/apache/maven/AbstractCoreMavenComponentTestCase.java,-1.0,-1.0,0.0434782608696,0.00348027842227,-0.855072463768,1532,0.133828996283,0.552777777778,33,2815,3,1543,1
org/apache/maven/AbstractCoreMavenComponentTestCase.java,-1.0,-1.0,0.0,0.00116009280742,-1.0,1532,0.133828996283,0.9,33,2815,1,2172,1
org/apache/maven/AbstractCoreMavenComponentTestCase.java,0.0,-1.0,0.0,0.0,-0.714285714286,1532,0.133828996283,0.869444444444,33,2815,2,2548,1
org/apache/maven/AbstractCoreMavenComponentTestCase.java,0.0,-1.0,0.0,0.0,-0.714285714286,1532,0.133828996283,0.613888888889,33,2815,2,2548,1
org/apache/maven/DefaultMaven.java,1.0,0.333333333333,1.0,0.0046403712297,1.0,1532,0.100362756953,0.514763231198,33,2658,2,9513,0
org/apache/maven/DefaultMaven.java,-1.0,0.333333333333,0.0294117647059,0.00232018561485,-0.941176470588,1532,0.100362756953,0.532961931291,33,2658,2,1562,1
org/apache/maven/DefaultMaven.java,1.0,0.333333333333,0.2,0.00232018561485,-0.6,1532,0.100362756953,0.510677808728,33,2658,3,1136,0
org/apache/maven/MavenTest.java,0.0,-1.0,0.125,0.0,-0.75,1532,0.363636363636,0.521739130435,33,9780,2,2309,1
org/apache/maven/MavenTest.java,0.0,-1.0,0.125,0.0,-0.75,1532,0.363636363636,0.507246376812,33,9780,2,2570,1
org/apache/maven/ProjectBuildFailureException.java,-1.0,-1.0,0.25,0.00348027842227,-0.5,1532,1.35,0.872727272727,33,4237,3,3970,1
org/apache/maven/ProjectDependenciesResolverTest.java,-1.0,-1.0,0.0434782608696,0.00348027842227,-0.855072463768,1532,0.207792207792,0.780701754386,33,1801,3,1726,1
org/apache/maven/ProjectDependenciesResolverTest.java,-1.0,-1.0,0.0434782608696,0.00348027842227,-0.855072463768,1532,0.207792207792,0.912280701754,33,1801,3,1726,1
