F72,F54,Name,F25,F26,F62,F65,F64,F67,F34,F66,F69,F68,F101,F102,F103,F104,F105,F107,F108,F16-float,F16-Thread,F16-JMeterProperty,F16-X509Certificate[],F16-AssertionResult,F16-long,F16-NA,F16-CollectionProperty,F16-void,F16-int,F16-GuiPackage,F16-boolean,F16-PasswordAuthentication,F16-String,F16-Integer,F16-ReportPage,F16-ParamMask,F16-Class<?>,F16-CookieManager,F16-List<HTTPSamplerBase>,F3-NA,F3-((ThroughputController)el).getMaxThroughput(),F3-JMeterTreeNode,F3-StringProperty,F3-CollectionProperty,F3-TextMessage,F3-TestElementProperty,F3-GenericController,F3-HashTree,F3-byte[],F3-boolean,F3-JMeterFileFilter,F3-String,F3-InterleaveControl.IGNORE_SUB_CONTROLLERS,F3-int,F3-URL,F3-Node,F3-String[],F3-Date,F3-Locale,F7--,F7-++,F7-+=,F7-NA,F7-+,F12-long,F12-int,F12-Object,F12-LinkedList<LoopIterationListener>,F12-NA,F12-ThreadLocal<Long>,F12-boolean,F12-JTextField,F12-Logger,F12-String[],F12-String,F12-SamplingStatCalculator,F12-JTree,F12-double,F12-Random,F12-JTextArea,F12-JMeterEngine,F12-RemoteSampleListener,F12-Set<String>,F12-BeanInfo,F17-static,F17-final,F17-NA,F2-StringBuilder,F2-NA,F2-Integer,F2-JTextComponent,F2-JTree,F2-InputStream,F2-DateFormat,F2-Entry<Object Object>,F2-AbstractButton,F2-JFileChooser,F2-Header,F2-ExecutorService,F2-Connection,F2-String,F2-HashTree,F2-MailerModel,F2-Long,F2-System,F2-Authorization,F2-File,F6-java.util.Random,F6-java.util.zip.GZIPInputStream,F6-java.io.ByteArrayOutputStream,F6-NA,F6-java.io.FileWriter,F6-org.apache.jmeter.config.StringProperty,F6-java.io.InputStreamReader,F6-org.apache.jmeter.protocol.http.modifier.TestElementProperty,F6-java.io.PrintWriter,F6-org.apache.jmeter.gui.action.ActionRouter,F6-java.io.File,F6-java.lang.String,F6-java.lang.StringBuilder,F6-org.apache.jmeter.protocol.http.util.CollectionProperty,F6-org.apache.jmeter.protocol.http.sampler.DefaultHttpRequestRetryHandler,F6-java.util.Date,F6-org.apache.jmeter.testelement.property.StringProperty,F6-org.apache.jmeter.config.CollectionProperty,F6-java.io.BufferedReader,F6-org.apache.jmeter.gui.ReportGuiPackage,F13-private,F13-NA,F13-public,F18-private,F18-NA,F18-public,F14-static-final,F14-NA,F14-final,F1-cloneTree,F1-setResponseData,F1-NA,F1-setStyle,F1-setProperty,F1-trim,F1-getMailerModel,F1-getText,F1-getPropDefault,F1-getLoggerForClass,F1-addComponent,F1-getSelectedFile,F1-debug,F1-get,F1-setSelected,F1-exit,F1-getKey,F1-toString,F1-length,F1-setText,F5-java.util.AbstractMap,F5-java.util.zip.InflaterInputStream,F5-java.lang.Object,F5-NA,F5-java.io.Writer,F5-java.io.OutputStreamWriter,F5-AbstractTestElement,F5-java.util.AbstractSequentialList,F5-java.lang.Thread,F5-java.io.FilterOutputStream,F5-javax.swing.JToggleButton,F5-java.io.Reader,F5-java.lang.AbstractStringBuilder,F5-java.io.OutputStream,F5-java.util.AbstractSet,F9-factory,F9-label,F9-data,F9-xAxisLabels,F9-startTime,F9-samplerLabel,F9-time,F9-backColor,F9-chkBox,F9-barrier,F9-NA,F9-lineColor,F9-random,F9-md5HexInput,F9-length,F10-NA,F10-true,F19-NA,F19-abstract,F19-interface,F15-NA,F15-private,F15-protected,F15-public,F0-NA,F4-NA,F4-String[],F4-Container,F4-boolean,F4-File[],F4-Future,F4-long,F4-Map<String PreparedStatement>,F4-PreparedStatement,F4-JMeterProperty,F4-Node,F4-Object,F4-File,F4-TreePath,F4-void,F4-List,F4-StringBuilder,F4-String,F4-int,F4-JButton,F8-RespTimeGraphLineBean,F8-BarGraph,F8-RespTimeGraphChart,F8-RespTimeGraphDataBean,F8-RandomTimer,F8-NA,F8-MD5HexAssertionGUI,F8-AxisGraph,F8-LineGraph,F8-HC4TrustAllSSLSocketFactory,F8-BarrierWrapper,F11-ALWAYS_ENCODE,F11-APPLIABLE_CONFIG_CLASSES,F11-compareContent,F11-NA,F11-log,F11-firstTime,F11-ZERO,F11-LOCK,F11-maxThroughput,F11-CONDITION,F11-serialVersionUID,F11-listener,F11-TEXT_HTML,F11-COLUMN_RESOURCE_NAMES,F11-sumOfSquares,F11-CLEAR,F11-NORMAL_CHARACTER_REGEX,F11-rand,F11-CONNECTOR_PREFIX_DEFAULT,F11-loopCount,F94,F95,F21,F109,F20,F23,F22,F79,F111,F112,F113,F116,F117,F118,F119,F120,F110,F121,F122,F123,F114,F115,F61,F77,F88,F70,F41,F40,F43,F42,F45,F44,F46,F126,F127,F128,F129,F36,F130,F35,F131,F38,F132,F37,F133,F134,F39,F135,F136,F137,F83,F71-dev-null@apache.org,F71-mblankestijn@apache.org,F71-jsalvata@apache.org,F71-dims@apache.org,F71-jeremy_a@apache.org,F71-seade@apache.org,F71-oros@apache.org,F71-woolfel@apache.org,F71-pmouawad@apache.org,F71-alf@apache.org,F71-milamber@apache.org,F71-thads@apache.org,F71-sebb@apache.org,F71-mstover1@apache.org,F74,F73,F84,F146,category
11856,org/apache/commons/cli/avalon,org/apache/commons/cli/avalon/CLArgsParser.java,2846,True,3,27,520,1,8,53,1,7,0.156891495601,404,167,0.413366336634,0.666666666667,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,MALICIOUS_CODE,0.0183946488294,EI_EXPOSE_REP,18,2,1,0.00408163265306,0.00408163265306,0.00136054421769,1.0,0.363636363636,0.0462809917355,0.351351351351,0.165368191083,-0.272727272727,0.00501672240803,0.0167224080268,0.165368191083,1.0,1.0,9,7098,2846,11856,1,0.0,0,0,1,1,0.0102040816327,19,714,4,737,0,-695,0,0.010487956159,0,347,0,1224,20,0,1591,-877,0.0140475995643,2306,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7064,14044,116,4873,0
11856,org/apache/commons/cli/avalon,org/apache/commons/cli/avalon/CLArgsParser.java,2846,True,14,27,520,1,8,53,1,7,0.33284457478,404,167,0.413366336634,0.357142857143,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,MALICIOUS_CODE,0.0317725752508,EI_EXPOSE_REP2,18,2,2,0.00408163265306,0.00408163265306,0.00272108843537,1.0,0.105263157895,0.018836565097,0.351351351351,0.165368191083,-0.789473684211,0.00501672240803,0.0167224080268,0.165368191083,1.0,1.0,9,7098,2846,11856,1,0.0,0,0,1,1,0.0102040816327,19,714,4,737,0,-695,0,0.010487956159,0,347,0,1224,20,0,1591,-877,0.0140475995643,2306,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7064,14044,116,4873,0
11856,org/apache/commons/cli/avalon,org/apache/commons/cli/avalon/CLArgsParser.java,2846,True,14,27,520,1,8,53,1,7,0.328445747801,404,167,0.413366336634,0.142857142857,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,MALICIOUS_CODE,0.0317725752508,EI_EXPOSE_REP2,18,2,2,0.00408163265306,0.00408163265306,0.00272108843537,1.0,0.105263157895,0.018836565097,0.351351351351,0.165368191083,-0.789473684211,0.00501672240803,0.0167224080268,0.165368191083,1.0,1.0,9,7098,2846,11856,1,0.0,0,0,1,1,0.0102040816327,19,714,4,737,0,-695,0,0.010487956159,0,347,0,1224,20,0,1591,-877,0.0140475995643,2306,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7064,14044,116,4873,0
8614,org/apache/commons/jexl/bsf,org/apache/commons/jexl/bsf/JexlEngine.java,1694,True,13,8,67,1,0,8,2,1,0.966666666667,103,31,0.300970873786,1.0,8,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,STYLE,0.0802675585284,REC_CATCH_EXCEPTION,20,3,1,0.00136054421769,0.00136054421769,0.00136054421769,1.0,0.395833333333,0.0113880621693,0.502590673575,0.351831883154,-0.208333333333,0.204013377926,0.23745819398,0.351831883154,1.0,1.0,8,3856,1694,8614,2,0.0588235294118,0,0,2,2,0.0588235294118,106,4,0,110,0,102,2,0.190267027864,2,106,0,4,0,2,110,102,0.190267027864,116,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4873,14044,116,4873,0
13761,org/apache/jmeter,org/apache/jmeter/JMeter.java,3795,True,117,22,1016,5,0,42,21,13,0.342512908778,941,126,0.13390010627,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,BAD_PRACTICE,0.0100334448161,DM_EXIT,16,2,1,0.00816326530612,0.00544217687075,0.00136054421769,1.0,0.833333333333,0.0173611111111,0.568965517241,0.083760073986,0.666666666667,0.0418060200669,0.0267558528428,0.083760073986,0.666666666667,0.5,27,2206,697,6964,12,0.115942028986,1,0,12,13,0.0479636305723,1412,327,106,1845,0,1085,8,0.120616866253,8,2164,0,1174,130,8,3468,990,0.14716382658,92,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4849,14044,92,4849,0
13761,org/apache/jmeter,org/apache/jmeter/JMeter.java,3795,True,29,22,1016,5,12,42,5,13,0.906196213425,941,126,0.13390010627,0.413793103448,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,MALICIOUS_CODE,0.0183946488294,EI_EXPOSE_REP,18,2,1,0.00816326530612,0.00544217687075,0.00136054421769,-1.0,0.363636363636,0.0462809917355,0.351351351351,0.165368191083,-0.272727272727,0.00501672240803,0.0167224080268,0.165368191083,0.666666666667,0.5,118,6866,2756,11624,12,0.115942028986,1,0,12,13,0.0479636305723,1412,327,106,1845,0,1085,8,0.120616866253,8,2164,0,1174,130,8,3468,990,0.14716382658,92,0,0,0,0,0,0,0,0,1,1,0,0,1,1,4849,14044,92,4849,1
13761,org/apache/jmeter,org/apache/jmeter/JMeter.java,3795,True,0,22,1016,5,18,42,1,13,0.261617900172,941,126,0.13390010627,1.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,PERFORMANCE,0.0501672240803,SIC_INNER_SHOULD_BE_STATIC_ANON,20,3,0,0.00816326530612,0.00544217687075,0.0,0.0,0.733333333333,0.0325925925926,0.767441860465,0.0507433447509,0.466666666667,0.0367892976589,0.0418060200669,0.0507433447509,0.666666666667,0.5,157,9003,3795,13761,12,0.115942028986,1,0,12,13,0.0479636305723,1412,327,106,1845,0,1085,8,0.120616866253,8,2164,0,1174,130,8,3468,990,0.14716382658,92,0,0,1,0,1,1,0,1,1,1,0,0,1,1,4849,14044,92,4849,1
13761,org/apache/jmeter,org/apache/jmeter/JMeter.java,3795,True,0,22,1016,5,22,42,1,13,0.861445783133,941,126,0.13390010627,1.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,PERFORMANCE,0.0501672240803,SIC_INNER_SHOULD_BE_STATIC_ANON,20,3,0,0.00816326530612,0.00544217687075,0.0,0.0,0.733333333333,0.0325925925926,0.767441860465,0.0507433447509,0.466666666667,0.0367892976589,0.0418060200669,0.0507433447509,0.666666666667,0.5,157,9003,3795,13761,12,0.115942028986,1,0,12,13,0.0479636305723,1412,327,106,1845,0,1085,8,0.120616866253,8,2164,0,1174,130,8,3468,990,0.14716382658,92,0,0,1,0,1,1,0,1,1,1,0,0,1,1,4849,14044,92,4849,1
7835,org/apache/jmeter,org/apache/jmeter/JMeterReport.java,1234,True,33,7,1016,1,12,42,6,13,0.805418719212,246,123,0.5,0.939393939394,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,BAD_PRACTICE,0.0100334448161,DM_EXIT,16,2,1,0.00816326530612,0.00272108843537,0.00136054421769,1.0,0.833333333333,0.0173611111111,0.568965517241,0.083760073986,0.666666666667,0.0418060200669,0.0267558528428,0.083760073986,0.666666666667,1.0,30,6700,2698,11458,12,0.0909090909091,1,0,12,13,0.0479636305723,385,531,3,919,0,-146,2,0.139032444552,2,2164,0,1174,130,2,3468,990,0.14716382658,100,1,0,0,0,0,0,0,1,1,0,0,0,1,0,4857,14044,92,4849,0
7835,org/apache/jmeter,org/apache/jmeter/JMeterReport.java,1234,True,23,7,1016,1,12,42,4,13,0.399014778325,246,123,0.5,0.260869565217,13,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,MALICIOUS_CODE,0.0183946488294,EI_EXPOSE_REP,18,2,1,0.00816326530612,0.00272108843537,0.00136054421769,1.0,0.363636363636,0.0462809917355,0.351351351351,0.165368191083,-0.272727272727,0.00501672240803,0.0167224080268,0.165368191083,0.666666666667,1.0,30,6700,2698,11458,12,0.0909090909091,1,0,12,13,0.0479636305723,385,531,3,919,0,-146,2,0.139032444552,2,2164,0,1174,130,2,3468,990,0.14716382658,100,1,0,0,0,0,0,0,1,1,0,0,0,1,0,4857,14044,92,4849,0
