F72,F54,Name,F25,F26,F62,F65,F64,F67,F34,F66,F69,F68,F101,F102,F103,F104,F105,F107,F108,F16-ArtifactResolutionException,F16-RepositoryBase,F16-RepositoryPolicy,F16-Plugin,F16-Object,F16-char,F16-ActivationFile,F16-NA,F16-Dependency,F16-Prerequisites,F16-void,F16-boolean,F16-ReportSet,F16-Repository,F16-String,F16-Date,F16-ConfigurationContainer,F16-PluginConfiguration,F16-Model,F16-Settings,F3-NA,F3-Class,F3-Integer,F3-DefaultBeanConfigurationRequest,F3-ArtifactRepository,F3-ArrayList<Artifact>,F3-File,F3-RepositoryMetadata,F3-InputStream,F3-null,F3-CompletionService<ProjectSegment>,F3-ProjectSegment,F3-XmlPullParser,F3-String,F3-int,F3-MavenSession,F3-String[],F3-Artifact,F3-TaskSegment,F3-CLIManager.LOG_FILE,F7--,F7-+=,F7-NA,F7-+,F12-File,F12-NA,F12-boolean,F12-String,F12-ThreadOutputMuxer,F12-List<String>,F17-static,F17-NA,F2-LifecycleMappingsXpp3Reader,F2-NA,F2-Integer,F2-Byte,F2-ByteArrayOutputStream,F2-Arrays,F2-StringTokenizer,F2-Short,F2-List<Exception>,F2-HashMap<String Artifact>,F2-MavenXpp3Reader,F2-String,F2-Iterator,F2-Collections,F2-Double,F2-ArtifactTransferEvent,F2-Long,F2-Float,F2-List,F2-File,F6-org.apache.maven.plugin.DefaultRepositoryRequest,F6-NA,F6-org.apache.maven.model.io.xpp3.RepositoryBase,F6-org.apache.maven.lifecycle.internal.Plugin,F6-org.apache.maven.lifecycle.internal.ThreadOutputMuxer,F6-java.io.PrintStream,F6-org.apache.maven.model.io.xpp3.InputLocation,F6-org.apache.maven.model.io.xpp3.PatternSet,F6-org.apache.maven.model.io.xpp3.ModelBase,F6-java.lang.Integer,F6-org.apache.maven.model.io.xpp3.ConfigurationContainer,F6-java.io.File,F6-java.util.HashMap<java.lang.String java.lang.String>,F6-org.apache.maven.model.io.xpp3.FileSet,F6-org.apache.maven.model.io.xpp3.XmlPullParserException,F6-org.apache.maven.settings.DefaultProjectBuildingRequest,F6-java.util.Date,F6-org.apache.maven.model.io.xpp3.PluginContainer,F6-org.apache.maven.model.io.xpp3.PluginConfiguration,F6-org.apache.maven.plugin.lifecycle.io.xpp3.XmlPullParserException,F13-private,F13-NA,F13-public,F13-protected,F18-private,F18-NA,F18-public,F14-static-final,F14-NA,F14-final,F1-shortValue,F1-doubleValue,F1-startTag,F1-getAttributeValue,F1-getAttributeCount,F1-delete,F1-NA,F1-getId,F1-intValue,F1-getBasedir,F1-getPluginRepositories,F1-longValue,F1-get,F1-equals,F1-floatValue,F1-charAt,F1-getTouchfile,F1-getDependencies,F1-getName,F1-byteValue,F5-java.util.AbstractMap,F5-java.lang.Object,F5-NA,F5-java.lang.Number,F5-java.util.AbstractList,F5-java.lang.AbstractStringBuilder,F5-java.util.HashSet,F5-java.io.FilterOutputStream,F5-java.util.Hashtable,F5-java.text.DateFormat,F9-request,F9-artifacts,F9-start,F9-buildStartTime,F9-username,F9-dependency,F9-project,F9-executionPlanItem,F9-upstreamProject,F9-remoteRepositories,F9-dependant,F9-cpc,F9-graph,F9-stop,F9-plugin,F9-pomArtifact,F9-originatingArtifact,F9-NA,F9-relocatedArtifact,F9-dataBuffer,F10-NA,F19-NA,F15-NA,F15-private,F15-protected,F15-public,F0-NA,F4-NA,F4-Integer,F4-boolean,F4-Exception,F4-long,F4-Date,F4-float,F4-char,F4-Object,F4-File,F4-void,F4-double,F4-List,F4-StringBuilder,F4-int,F4-String,F4-Build,F4-short,F4-Iterator,F4-byte,F8-CacheRecord,F8-Dependency,F8-SettingsAdapter,F8-ClasspathGraphVisitor,F8-MojoExecution,F8-MetadataResolutionResult,F8-Authentication,F8-DefaultProjectBuilderConfiguration,F8-NA,F8-ArtifactTransferEvent,F8-DependencyLogEntry,F8-ProjectBuilder,F11-artifactExists,F11-NA,F11-artifactUri,F11-DEFAULT_USER_SETTINGS_FILE,F11-messages,F11-threadOutputMuxer,F11-userMavenConfigurationHome,F11-EMPTY_PROJECT_GROUP_ID,F11-alias,F94,F95,F21,F109,F20,F23,F22,F79,F111,F112,F113,F116,F117,F118,F119,F120,F110,F121,F122,F123,F114,F115,F61,F77,F88,F70,F41,F40,F43,F42,F45,F44,F46,F126,F127,F128,F129,F36,F130,F35,F131,F38,F132,F37,F133,F134,F39,F135,F136,F137,F83,F71-handyande@apache.org,F71-ogusakov@apache.org,F71-vsiveton@apache.org,F71-brett@apache.org,F71-hboutemy@apache.org,F71-kenney@apache.org,F71-sisbell@apache.org,F71-mkleint@apache.org,F71-carlos@apache.org,F71-evenisse@apache.org,F71-olamy@apache.org,F71-jvanzyl@apache.org,F71-brianf@apache.org,F71-ifedorenko@apache.org,F71-bentmann@apache.org,F71-pgier@apache.org,F71-krosenvold@apache.org,F71-joakime@apache.org,F71-trygvis@apache.org,F71-jdcasey@apache.org,F74,F73,F84,F146,category
2658,org/apache/maven,org/apache/maven/DefaultMaven.java,610,True,70,15,1321,1,13,132,6,29,0.556023391813,678,30,0.0442477876106,0.0857142857143,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,15,3,EXPERIMENTAL,0.00123609394314,OBL_UNSATISFIED_OBLIGATION_EXCEPTION_EDGE,20,2,2,0.016592920354,0.0033185840708,0.00221238938053,1.0,1.0,0.0,0.5,0.0396825396825,1.0,0.0,0.00247218788628,0.0396825396825,-0.6,0.333333333333,298,8531,2335,9780,50,0.168285575522,3,3,47,56,0.0316932857266,1823,1241,421,3485,2,582,20,0.182217082381,25,2728,3,1546,478,18,4752,1182,0.153765841636,12,0,0,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,1,1,1260,10178,12,1260,0
2658,org/apache/maven,org/apache/maven/DefaultMaven.java,610,True,8,15,1321,1,8,132,2,29,0.580116959064,678,30,0.0442477876106,0.5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,15,3,BAD_PRACTICE,0.0432632880099,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,16,2,1,0.016592920354,0.0033185840708,0.00110619469027,-1.0,0.2,0.0114285714286,0.140243902439,0.172841739892,-0.542857142857,0.00988875154512,0.0271940667491,0.172841739892,-0.6,0.333333333333,26,580,437,1829,50,0.168285575522,3,3,47,56,0.0316932857266,1823,1241,421,3485,2,582,20,0.182217082381,25,2728,3,1546,478,18,4752,1182,0.153765841636,12,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1260,10178,12,1260,1
2658,org/apache/maven,org/apache/maven/DefaultMaven.java,610,True,14,15,1321,1,8,132,2,29,0.550877192982,678,30,0.0442477876106,0.214285714286,8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,15,3,BAD_PRACTICE,0.0061804697157,UI_INHERITANCE_UNSAFE_GETRESOURCE,19,3,2,0.016592920354,0.0033185840708,0.00221238938053,1.0,0.2,0.0114285714286,0.140243902439,0.172841739892,-0.4,0.00988875154512,0.0271940667491,0.172841739892,-0.6,0.333333333333,7,154,127,1403,50,0.168285575522,3,3,47,56,0.0316932857266,1823,1241,421,3485,2,582,20,0.182217082381,25,2728,3,1546,478,18,4752,1182,0.153765841636,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1260,10178,12,1260,0
9780,org/apache/maven,org/apache/maven/MavenTest.java,2335,True,0,4,1321,1,4,132,1,29,0.344827586207,48,2,0.0416666666667,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,15,2,PERFORMANCE,0.00494437577256,URF_UNREAD_FIELD,18,2,0,0.016592920354,0.00221238938053,0.0,0.0,0.0,0.0,0.153846153846,0.388386960628,-1.0,0.00741656365884,0.0358467243511,0.388386960628,-0.6,-1.0,10,8531,2335,9780,50,0.0,3,3,47,56,0.0316932857266,73,5,4,82,0,68,0,0.02490680066,0,2728,0,1546,478,0,4752,1182,0.153765841636,968,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2216,10178,12,1260,1
4237,org/apache/maven,org/apache/maven/ProjectBuildFailureException.java,1178,True,3,3,1321,1,8,132,1,29,0.810810810811,20,10,0.5,0.666666666667,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,15,1,STYLE,0.00370828182942,BC_UNCONFIRMED_CAST_OF_RETURN_VALUE,20,3,1,0.016592920354,0.00110619469027,0.00110619469027,-1.0,0.333333333333,0.010582010582,0.0577889447236,0.493104689705,-0.333333333333,0.00741656365884,0.0222496909765,0.493104689705,-0.6,-1.0,1,2988,1178,4237,50,0.0,3,3,47,56,0.0316932857266,2,11,0,13,0,-9,0,0.0742857142857,0,2728,0,1546,478,0,4752,1182,0.153765841636,1697,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2946,10178,12,1260,1
1414,org/apache/maven,org/apache/maven/ReactorReader.java,129,True,16,11,1321,1,0,132,10,29,0.552123552124,174,47,0.270114942529,1.0,21,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,15,1,STYLE,0.159456118665,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,20,3,1,0.016592920354,0.00110619469027,0.00110619469027,1.0,0.031007751938,0.0014307748218,0.0577889447236,0.493104689705,-0.813953488372,0.00741656365884,0.0222496909765,0.493104689705,-0.6,1.0,1,165,129,1414,50,0.0,3,3,47,56,0.0316932857266,9,3,0,12,0,6,0,0.279069767442,0,2728,0,1546,478,0,4752,1182,0.153765841636,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1337,10178,12,1260,0
4522,org/apache/maven/artifact,org/apache/maven/artifact/AbstractArtifactComponentTestCase.java,1349,True,10,24,794,1,8,179,7,12,0.774373259053,249,33,0.132530120482,0.1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,6,4,BAD_PRACTICE,0.0432632880099,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,16,2,2,0.00663716814159,0.00442477876106,0.00221238938053,-1.0,0.2,0.0114285714286,0.140243902439,0.172841739892,-0.542857142857,0.00988875154512,0.0271940667491,0.172841739892,-0.666666666667,-1.0,12,6330,1960,7579,94,0.0,0,0,94,94,0.0588972431078,452,214,0,666,0,238,0,0.124589805306,0,3009,0,826,53,0,3888,2183,0.191247103187,166,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1414,10178,18,1266,1
4522,org/apache/maven/artifact,org/apache/maven/artifact/AbstractArtifactComponentTestCase.java,1349,True,4,24,794,1,4,179,2,12,0.844011142061,249,33,0.132530120482,0.25,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,6,4,STYLE,0.0679851668727,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,20,3,2,0.00663716814159,0.00442477876106,0.00221238938053,-1.0,0.0363636363636,0.00166863439591,0.0577889447236,0.493104689705,-0.6,0.00741656365884,0.0222496909765,0.493104689705,-0.666666666667,-1.0,12,6330,1960,7579,94,0.0,0,0,94,94,0.0588972431078,452,214,0,666,0,238,0,0.124589805306,0,3009,0,826,53,0,3888,2183,0.191247103187,166,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1414,10178,18,1266,1
7756,org/apache/maven/artifact,org/apache/maven/artifact/ArtifactStatus.java,1982,True,8,6,794,1,10,179,3,12,0.6,60,42,0.7,0.375,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,6,1,MT_CORRECTNESS,0.00247218788628,LI_LAZY_INIT_STATIC,17,3,1,0.00663716814159,0.00110619469027,0.00110619469027,1.0,0.5,0.0357142857143,0.625,0.194196428571,0.0,0.00123609394314,0.0061804697157,0.194196428571,-0.666666666667,1.0,6,6507,1982,7756,94,0.706766917293,0,0,94,94,0.0588972431078,284,11,0,295,0,273,94,0.313426380641,94,3009,0,826,53,94,3888,2183,0.191247103187,18,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1266,10178,18,1266,0
5759,org/apache/maven/artifact,org/apache/maven/artifact/DefaultArtifactTest.java,1798,True,4,12,794,1,8,179,3,12,0.428571428571,92,20,0.217391304348,0.5,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,6,1,STYLE,0.0679851668727,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,20,3,1,0.00663716814159,0.00110619469027,0.00110619469027,-1.0,0.0363636363636,0.00166863439591,0.0577889447236,0.493104689705,-0.6,0.00741656365884,0.0222496909765,0.493104689705,-0.666666666667,-1.0,4,3129,1235,4378,94,0.0,0,0,94,94,0.0588972431078,118,6,0,124,0,112,0,0.0847395927565,0,3009,0,826,53,0,3888,2183,0.191247103187,678,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1926,10178,18,1266,1
