Name,F62,F65,F64,F67,F34,F66,F69,F68,F101,F102,F103,F104,F105,F107,F108,category
org/apache/cassandra/AbstractSerializationsTester.java,0,4,1302,2,4,216,1,44,0.527027027027,47,19,0.404255319149,1.0,0,1,1.0
org/apache/cassandra/AbstractSerializationsTester.java,5,4,1302,2,8,216,1,44,0.959459459459,47,19,0.404255319149,0.6,2,1,1.0
org/apache/cassandra/EmbeddedServer.java,0,3,1302,4,4,216,1,44,0.380952380952,56,18,0.321428571429,1.0,0,1,0.0
org/apache/cassandra/EmbeddedServer.java,0,3,1302,4,0,216,1,44,0.690476190476,56,18,0.321428571429,1.0,0,1,0.0
org/apache/cassandra/MethodComparator.java,22,8,1302,3,8,216,3,44,0.634730538922,129,21,0.162790697674,0.136363636364,0,1,1.0
org/apache/cassandra/MethodComparator.java,0,8,1302,3,8,216,1,44,0.215568862275,129,21,0.162790697674,1.0,0,1,1.0
org/apache/cassandra/MethodComparator.java,0,8,1302,3,0,216,1,44,0.892215568862,129,21,0.162790697674,1.0,0,1,1.0
org/apache/cassandra/SchemaLoader.java,5,19,1302,18,8,216,2,44,0.99595959596,399,43,0.107769423559,0.8,5,1,1.0
org/apache/cassandra/Util.java,2,26,1302,6,0,216,1,44,0.630281690141,212,31,0.146226415094,1.0,0,1,1.0
org/apache/cassandra/auth/AllowAllAuthenticator.java,2,10,3417,3,4,567,1,69,1.11688311688,48,17,0.354166666667,1.0,0,0,1.0
org/apache/cassandra/auth/AllowAllAuthenticator.java,0,10,3417,3,0,567,1,69,0.844155844156,48,17,0.354166666667,1.0,0,1,1.0
org/apache/cassandra/auth/DataResource.java,4,19,3417,3,8,567,2,69,4.3810483871,153,65,0.424836601307,0.75,0,0,1.0
org/apache/cassandra/auth/PasswordAuthenticator.java,0,19,3417,5,0,567,1,69,0.838983050847,266,45,0.169172932331,1.0,0,1,1.0
org/apache/cassandra/batchlog/BatchlogManager.java,0,22,1128,4,0,176,1,13,0.260479041916,215,65,0.302325581395,1.0,0,0,1.0
org/apache/cassandra/cache/AutoSavingCache.java,31,6,1671,8,0,288,9,44,0.458904109589,234,21,0.0897435897436,1.0,0,1,0.0
org/apache/cassandra/cache/AutoSavingCache.java,0,6,1671,8,0,288,1,44,0.842465753425,234,21,0.0897435897436,1.0,0,1,1.0
org/apache/cassandra/cache/CacheProviderTest.java,0,6,1671,3,8,288,1,44,0.94,107,22,0.205607476636,1.0,0,1,1.0
org/apache/cassandra/io/util/Memory.java,7,19,9543,1,9,1477,4,158,0.965397923875,220,38,0.172727272727,0.761904761905,2,1,1.0
org/apache/cassandra/cache/SerializingCacheProvider.java,0,1,1671,2,0,288,1,44,0.691176470588,44,18,0.409090909091,1.0,0,1,0.0
org/apache/cassandra/cache/SerializingCacheProvider.java,0,1,1671,2,0,288,1,44,0.941176470588,44,18,0.409090909091,1.0,0,1,0.0
org/apache/cassandra/cli/CliClient.java,18,93,9235,9,12,300,2,99,0.779084158416,2421,356,0.147046674928,0.222222222222,0,1,1.0
org/apache/cassandra/cli/CliClient.java,42,93,9235,9,16,300,7,99,0.511757425743,2421,356,0.147046674928,0.357142857143,0,1,1.0
org/apache/cassandra/cli/CliClient.java,10,93,9235,9,8,300,4,99,0.500309405941,2421,356,0.147046674928,0.4,0,1,1.0
org/apache/cassandra/cli/CliClient.java,13,93,9235,9,8,300,4,99,0.491336633663,2421,356,0.147046674928,0.230769230769,0,1,1.0
org/apache/cassandra/cli/CliClient.java,17,93,9235,9,12,300,1,99,0.192141089109,2421,356,0.147046674928,0.235294117647,0,1,1.0
org/apache/cassandra/cli/CliClient.java,12,93,9235,9,12,300,1,99,0.875309405941,2421,356,0.147046674928,0.333333333333,0,1,1.0
org/apache/cassandra/cli/CliClient.java,96,93,9235,9,12,300,32,99,0.391707920792,2421,356,0.147046674928,0.0416666666667,0,1,1.0
org/apache/cassandra/cli/CliClient.java,37,93,9235,9,12,300,7,99,0.373762376238,2421,356,0.147046674928,0.135135135135,0,1,1.0
org/apache/cassandra/cli/CliClient.java,103,93,9235,9,0,300,32,99,0.0965346534653,2421,356,0.147046674928,1.0,0,1,1.0
org/apache/cassandra/cli/CliClient.java,18,93,9235,9,12,300,2,99,0.779084158416,2421,356,0.147046674928,0.222222222222,0,1,1.0
org/apache/cassandra/cli/CliClient.java,4,93,9235,9,6,300,1,99,0.315748762376,2421,356,0.147046674928,0.75,0,0,1.0
org/apache/cassandra/cli/CliClient.java,82,93,9235,9,12,300,22,99,0.213180693069,2421,356,0.147046674928,0.420731707317,0,1,1.0
org/apache/cassandra/cli/CliClient.java,18,93,9235,9,0,300,8,99,0.729579207921,2421,356,0.147046674928,1.0,0,1,1.0
org/apache/cassandra/cli/CliClient.java,18,93,9235,9,16,300,8,99,0.728650990099,2421,356,0.147046674928,0.611111111111,0,1,1.0
org/apache/cassandra/cli/CliClient.java,0,93,9235,9,16,300,1,99,0.537438118812,2421,356,0.147046674928,1.0,0,1,1.0
org/apache/cassandra/cli/CliClient.java,0,93,9235,9,0,300,1,99,0.98452970297,2421,356,0.147046674928,1.0,0,1,1.0
org/apache/cassandra/cli/CliClient.java,0,93,9235,9,0,300,1,99,0.997834158416,2421,356,0.147046674928,1.0,0,1,1.0
org/apache/cassandra/cli/CliClient.java,0,93,9235,9,7,300,1,99,0.935952970297,2421,356,0.147046674928,1.0,0,1,1.0
org/apache/cassandra/cli/CliClient.java,9,93,9235,9,16,300,2,99,0.0300123762376,2421,356,0.147046674928,0.555555555556,0,1,1.0
org/apache/cassandra/cli/CliClient.java,0,93,9235,9,7,300,1,99,0.933477722772,2421,356,0.147046674928,1.0,0,1,1.0
