Name,F62,F65,F64,F67,F34,F66,F69,F68,F101,F102,F103,F104,F105,F107,F108,category
org/apache/maven/DefaultMaven.java,17,13,1321,3,12,132,6,29,0.401685393258,263,38,0.144486692015,0.352941176471,0,1,0.0
org/apache/maven/DefaultMaven.java,4,13,1321,3,8,132,1,29,0.587078651685,263,38,0.144486692015,0.75,0,1,1.0
org/apache/maven/DefaultMaven.java,13,13,1321,3,8,132,2,29,0.547752808989,263,38,0.144486692015,0.923076923077,0,1,0.0
org/apache/maven/MavenTest.java,0,13,1321,3,0,132,1,29,0.898876404494,263,38,0.144486692015,1.0,0,1,1.0
org/apache/maven/ProjectBuildFailureException.java,0,13,1321,3,10,132,1,29,0.86797752809,263,38,0.144486692015,1.0,0,1,1.0
org/apache/maven/ReactorReader.java,0,13,1321,3,9,132,1,29,0.609550561798,263,38,0.144486692015,1.0,0,1,0.0
org/apache/maven/artifact/AbstractArtifactComponentTestCase.java,70,15,1321,1,13,132,6,29,0.556023391813,678,30,0.0442477876106,0.0857142857143,8,0,1.0
org/apache/maven/artifact/AbstractArtifactComponentTestCase.java,8,15,1321,1,8,132,2,29,0.580116959064,678,30,0.0442477876106,0.5,0,1,1.0
org/apache/maven/artifact/ArtifactStatus.java,14,15,1321,1,8,132,2,29,0.550877192982,678,30,0.0442477876106,0.214285714286,8,1,0.0
org/apache/maven/artifact/DefaultArtifactTest.java,0,4,1321,1,4,132,1,29,0.344827586207,48,2,0.0416666666667,1.0,0,1,1.0
org/apache/maven/artifact/handler/DefaultArtifactHandler.java,3,3,1321,1,8,132,1,29,0.810810810811,20,10,0.5,0.666666666667,0,1,1.0
org/apache/maven/artifact/manager/DefaultWagonManager.java,7,5,1321,1,0,132,4,29,0.747474747475,77,2,0.025974025974,1.0,11,1,1.0
org/apache/maven/artifact/manager/WagonConfigurationException.java,16,11,1321,1,0,132,10,29,0.552123552124,174,47,0.270114942529,1.0,21,1,1.0
org/apache/maven/artifact/metadata/AbstractArtifactMetadata.java,10,24,794,1,8,179,7,12,0.774373259053,249,33,0.132530120482,0.1,0,1,1.0
org/apache/maven/artifact/metadata/ArtifactMetadataRetrievalException.java,4,24,794,1,4,179,2,12,0.844011142061,249,33,0.132530120482,0.25,0,1,1.0
org/apache/maven/artifact/metadata/ResolutionGroup.java,8,6,794,1,10,179,3,12,0.6,60,42,0.7,0.375,0,1,1.0
org/apache/maven/artifact/repository/ArtifactRepositoryPolicy.java,4,12,794,1,8,179,3,12,0.428571428571,92,20,0.217391304348,0.5,2,1,1.0
org/apache/maven/artifact/repository/ArtifactRepositoryPolicy.java,0,14,88,1,8,35,1,4,0.585185185185,86,23,0.267441860465,1.0,0,1,1.0
org/apache/maven/artifact/repository/Authentication.java,0,5,99,1,11,12,1,3,0.252747252747,130,21,0.161538461538,1.0,0,1,1.0
org/apache/maven/artifact/repository/Authentication.java,0,2,99,1,4,12,1,3,0.815789473684,14,21,1.5,1.0,0,1,1.0
org/apache/maven/artifact/repository/MavenArtifactRepository.java,0,1,72,1,6,15,1,6,0.939393939394,12,18,1.5,1.0,0,1,1.0
org/apache/maven/artifact/repository/metadata/AbstractRepositoryMetadata.java,0,1,72,1,6,15,1,6,0.9375,11,18,1.63636363636,1.0,0,1,1.0
org/apache/maven/artifact/repository/metadata/AbstractRepositoryMetadata.java,0,2,72,1,7,15,1,6,0.804347826087,21,18,0.857142857143,1.0,0,1,1.0
org/apache/maven/artifact/repository/metadata/AbstractRepositoryMetadata.java,26,14,665,1,12,155,6,16,0.638392857143,164,26,0.158536585366,0.692307692308,0,1,0.0
org/apache/maven/artifact/repository/metadata/AbstractRepositoryMetadata.java,15,14,665,1,12,155,5,16,0.964285714286,164,26,0.158536585366,0.666666666667,10,1,1.0
