F55,F116,F117,F118,F119,F120,F110,F121,F122,F123,F114,F115,F61,F77,F88,F70,category
org/apache/derby/jdbc/InternalDriver.java,0.0,0.0178571428571,0.000438456632653,0.0274361400189,0.129097494425,-0.964285714286,0.00808080808081,0.00363636363636,0.129097494425,-0.116883116883,-0.8,3,191,196,779,0
org/apache/derby/jdbc/ClientDriver.java,0.0,0.0178571428571,0.000438456632653,0.0274361400189,0.129097494425,-0.964285714286,0.00808080808081,0.00363636363636,0.129097494425,-0.116883116883,-1.0,16,6099,2763,6687,1
org/apache/derby/jdbc/ClientDriver.java,0.0,0.0178571428571,0.000438456632653,0.0274361400189,0.129097494425,-0.964285714286,0.00808080808081,0.00363636363636,0.129097494425,-0.116883116883,-1.0,25,7203,3169,7791,1
org/apache/derby/jdbc/InternalDriver.java,0.0,0.0178571428571,0.000438456632653,0.0274361400189,0.129097494425,-0.964285714286,0.00808080808081,0.00363636363636,0.129097494425,-0.116883116883,-0.8,3,191,196,779,1
java/sql/SQLException.java,-0.5,0.0,0.0,0.00963855421687,0.00438045638773,-1.0,0.00161616161616,0.0,0.00438045638773,-1.0,-1.0,5,7547,3429,8135,1
javax/sql/rowset/BaseRowSet.java,-0.5,0.0,0.0,0.00963855421687,0.00438045638773,-1.0,0.00161616161616,0.0,0.00438045638773,-1.0,-1.0,1,7547,3429,8135,1
javax/sql/rowset/BaseRowSet.java,-0.5,0.0,0.0,0.00963855421687,0.00438045638773,-1.0,0.00161616161616,0.0,0.00438045638773,-1.0,-1.0,1,7547,3429,8135,1
org/apache/derby/catalog/GetProcedureColumns.java,-1.0,0.0222222222222,0.000543209876543,0.0274361400189,0.129097494425,-0.955555555556,0.00808080808081,0.00363636363636,0.129097494425,-1.0,-1.0,15,7547,3429,8135,1
org/apache/derby/catalog/GetProcedureColumns.java,0.0,0.0,0.0,0.19427402863,0.146520165253,-1.0,0.00323232323232,0.0351515151515,0.146520165253,-1.0,-1.0,15,7547,3429,8135,1
org/apache/derby/catalog/SystemProcedures.java,-1.0,0.0355555555556,0.000857283950617,0.0274361400189,0.129097494425,-0.928888888889,0.00808080808081,0.00363636363636,0.129097494425,-1.0,-1.0,21,2576,1713,3164,1
org/apache/derby/catalog/SystemProcedures.java,-1.0,0.0,0.0,0.00963855421687,0.00438045638773,-1.0,0.00161616161616,0.0,0.00438045638773,-1.0,-1.0,75,7547,3429,8135,1
org/apache/derby/catalog/SystemProcedures.java,-1.0,0.176470588235,0.0726643598616,0.0757575757576,0.00142050022248,-0.647058823529,0.00161616161616,0.00040404040404,0.00142050022248,-1.0,-1.0,75,7547,3429,8135,1
