F72,F54,F53,Name,F25,F26,F62,F65,F64,F67,F34,F66,F69,F68,F101,F102,F103,F104,F105,F107,F108,F16-StringBuffer,F16-Boolean,F16-Object,F16-void,F16-Process,F16-int,F16-URL,F16-boolean,F16-Enumeration,F16-URL[],F16-String,F16-InputStream,F16-Resource,F16-Reader,F16-PrintStream,F16-Iterator<Resource>,F16-File,F16-Map<URL Location>,F16-DateFormat,F3-Class,F3-Integer,F3-Long,F3-PrintStream,F3-File,F3-InputStream,F3-Project,F3-byte[],F3-null,F3-boolean,F3-Object,F3-FileInputStream,F3-FileOutputStream,F3-char,F3-nestedTask.getTaskName(),F3-String,F3-long,F3-int,F3-Project.MSG_DEBUG,F7--,F7-/,F7-++,F7-+=,F7-*,F7-+,F12-long,F12-int,F12-List<ResourceComparator>,F12-Object,F12-List<NameEntry>,F12-boolean,F12-String,F12-AssertionFailedError,F12-Vector<Object>,F12-URL,F12-File,F12-Feature,F12-Mapper,F12-Vector<FileSelector>,F12-FileUtils,F12-ArrayList,F12-Collection<Resource>,F12-Union,F12-Path,F17-final,F17-static,F17-static-final,F2-AbstractFileSetTest,F2-Process,F2-Document,F2-Thread,F2-Vector<String>,F2-ByteArrayOutputStream,F2-StringBuffer,F2-DateFormatFactory,F2-Properties,F2-Object,F2-String,F2-Iterator,F2-Map,F2-Hashtable,F2-BufferedReader,F2-System,F2-MockProject,F2-OutputStream,F2-File,F6-java.io.BufferedWriter,F6-org.apache.tools.zip.ZipLong,F6-java.lang.Long,F6-org.apache.tools.ant.taskdefs.FileResource,F6-java.io.InputStreamReader,F6-java.io.FileOutputStream,F6-java.io.FileInputStream,F6-java.util.Properties,F6-java.io.PrintStream,F6-java.io.ByteArrayInputStream,F6-java.lang.Integer,F6-org.apache.tools.ant.util.LayoutPreservingProperties,F6-java.io.FileReader,F6-java.io.File,F6-java.util.ArrayList<org.apache.tools.ant.types.PatternSet.NameEntry>,F6-java.lang.String,F6-java.lang.StringBuffer,F6-org.apache.tools.ant.types.Path,F6-java.io.BufferedReader,F13-private,F13-protected,F13-public,F18-private,F18-public,F14-static-final,F14-static,F1-delete,F1-close,F1-next,F1-assertEquals,F1-write,F1-getInstance,F1-get,F1-listFiles,F1-equals,F1-getProperty,F1-resolveFile,F1-put,F1-load,F1-createTempFile,F1-log,F1-toString,F1-list,F1-getInputStream,F1-assertTrue,F5-java.util.AbstractMap,F5-DataType,F5-java.lang.Object,F5-java.io.Writer,F5-Task,F5-java.io.OutputStreamWriter,F5-java.io.FilterOutputStream,F5-java.util.Hashtable,F5-java.io.InputStream,F5-java.io.FilterInputStream,F5-java.io.InputStreamReader,F5-java.lang.Number,F5-java.io.Reader,F5-java.util.AbstractList,F5-java.lang.RuntimeException,F5-java.lang.AbstractStringBuilder,F5-java.io.OutputStream,F5-EnumeratedAttribute,F5-java.text.DateFormat,F9-srcDir,F9-anonymousSchema,F9-failOnError,F9-ignoreSystemclasses,F9-uname,F9-replyto,F9-extDirs,F9-keys,F9-lastmodified,F9-dateTime,F9-trim,F9-out,F9-className,F9-nowarn,F9-port,F9-buildfile,F9-length,F9-dir,F9-env,F10-true,F19-abstract,F19-interface,F15-private,F15-protected,F15-public,F4-String[],F4-boolean,F4-InputStream,F4-File[],F4-long,F4-Process,F4-StringBuffer,F4-AbstractFileSet,F4-Enumeration,F4-DateFormat,F4-Node,F4-Object,F4-byte[],F4-File,F4-Element,F4-void,F4-String,F4-int,F4-SecurityManager,F8-PropertyChecker,F8-Length,F8-GenerateKey,F8-Get,F8-BFT,F8-Checksum,F8-Touch,F8-Execute,F8-Resource,F8-SchemaValidate,F8-MailMessage,F8-Rmic,F8-Available,F8-ReferenceChecker,F8-AbstractFileSet,F8-FixCRLF,F8-AntTypeDefinition,F8-EmailTask,F8-Javac,F11-msg,F11-nested,F11-refid,F11-WEBLOGIC_DEPLOY_CLASS_NAME,F11-classname,F11-FILE_UTILS,F11-method,F11-excludesFileList,F11-type,F11-error,F11-ref,F11-unlessCond,F11-cache,F11-from,F11-name,F11-dir,F11-to,F11-selectorsList,F11-resourceComparators,F94,F95,F21,F109,F20,F23,F22,F79,F111,F112,F113,F116,F117,F118,F119,F120,F110,F121,F122,F123,F114,F115,F61,F77,F88,F70,F41,F40,F43,F42,F45,F44,F140,F47,F141,F46,F142,F49,F143,F48,F126,F127,F128,F129,F50,F52,F51,F36,F130,F35,F131,F38,F132,F37,F133,F134,F39,F135,F136,F137,F138,F139,F83,F71-kevj@apache.org,F71-dev-null@apache.org,F71-jskeet@apache.org,F71-donaldp@apache.org,F71-antoine@apache.org,F71-jkf@apache.org,F71-stevel@apache.org,F71-jglick@apache.org,F71-bodewig@apache.org,F71-stefano@apache.org,F71-umagesh@apache.org,F71-sbailliez@apache.org,F71-ehatcher@apache.org,F71-costin@apache.org,F71-rubys@apache.org,F71-peterreilly@apache.org,F71-hibou@apache.org,F71-conor@apache.org,F71-mbenson@apache.org,F71-jhm@apache.org,F74,F85,F73,F84,F146,F147,category
10851,org/apache/tools/ant,cass,org/apache/tools/ant/AntClassLoader.java,4384,True,13,60,8034,2,0,1108,3,150,0.377237851662,739,721,0.975642760487,1.0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,7,BAD_PRACTICE,0.00895036615134,DE_MIGHT_IGNORE,19,3,3,0.0922213311949,0.0056134723336,0.00240577385726,0.333333333333,0.454545454545,0.0099173553719,0.164705882353,0.213628226428,-0.0909090909091,0.00244100895037,0.0317331163548,0.213628226428,-0.669565217391,-0.428571428571,88,8916,4313,9489,71,0.0,7,5,66,83,18763,583,474460,0.0110830603172,98343,31,0.0767515976655,38,2540,1584,272,4396,652,0.00302295595352,545,0,956,0,0.243210154479,0,39960,0,28991,2859,0,71810,10969,0.149777394871,277020,178677,53,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,1,1,0,625,1,13497,6,578,574,0
10851,org/apache/tools/ant,cass,org/apache/tools/ant/AntClassLoader.java,4384,True,6,60,8034,2,8,1108,2,150,0.998081841432,739,721,0.975642760487,0.833333333333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,7,MALICIOUS_CODE,0.000813669650122,DP_CREATE_CLASSLOADER_INSIDE_DO_PRIVILEGED,18,2,1,0.0922213311949,0.0056134723336,0.000801924619086,-1.0,0.0,0.0,0.169491525424,0.170877980465,-1.0,0.0,0.00813669650122,0.170877980465,-0.669565217391,-0.428571428571,13,1203,1624,1776,71,0.0,7,5,66,83,18763,583,474460,0.0110830603172,98343,31,0.0767515976655,38,2540,1584,272,4396,652,0.00302295595352,545,0,956,0,0.243210154479,0,39960,0,28991,2859,0,71810,10969,0.149777394871,277020,178677,53,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,625,1,13497,6,578,574,1
10851,org/apache/tools/ant,cass,org/apache/tools/ant/AntClassLoader.java,4384,True,15,60,8034,2,8,1108,3,150,0.493606138107,739,721,0.975642760487,0.630952380952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,7,BAD_PRACTICE,0.0496338486574,NM_CONFUSING,19,3,0,0.0922213311949,0.0056134723336,0.000400962309543,-0.5,0.0491803278689,0.00187046492878,0.164705882353,0.213628226428,-0.901639344262,0.00244100895037,0.0317331163548,0.213628226428,-0.669565217391,-0.428571428571,159,12680,4913,13253,71,0.0,7,5,66,83,18763,583,474460,0.0110830603172,98343,31,0.0767515976655,38,2540,1584,272,4396,652,0.00302295595352,545,0,956,0,0.243210154479,0,39960,0,28991,2859,0,71810,10969,0.149777394871,277020,178677,53,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,625,1,13497,6,578,574,1
10851,org/apache/tools/ant,cass,org/apache/tools/ant/AntClassLoader.java,4384,True,14,60,8034,2,10,1108,3,150,0.137468030691,739,721,0.975642760487,0.716931216931,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,7,BAD_PRACTICE,0.0496338486574,NM_CONFUSING,19,3,0,0.0922213311949,0.0056134723336,0.000400962309543,-0.5,0.0491803278689,0.00187046492878,0.164705882353,0.213628226428,-0.901639344262,0.00244100895037,0.0317331163548,0.213628226428,-0.669565217391,-0.428571428571,159,12680,4913,13253,71,0.0,7,5,66,83,18763,583,474460,0.0110830603172,98343,31,0.0767515976655,38,2540,1584,272,4396,652,0.00302295595352,545,0,956,0,0.243210154479,0,39960,0,28991,2859,0,71810,10969,0.149777394871,277020,178677,53,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,625,1,13497,6,578,574,1
10851,org/apache/tools/ant,cass,org/apache/tools/ant/AntClassLoader.java,4384,True,22,60,8034,2,12,1108,7,150,0.76726342711,739,721,0.975642760487,0.227272727273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,7,STYLE,0.0211554109032,PZLA_PREFER_ZERO_LENGTH_ARRAYS,20,3,1,0.0922213311949,0.0056134723336,0.000801924619086,-1.0,0.0,0.0,0.151351351351,0.211525257493,-1.0,0.00162733930024,0.0439381611066,0.211525257493,-0.669565217391,-0.428571428571,159,12680,4913,13253,71,0.0,7,5,66,83,18763,583,474460,0.0110830603172,98343,31,0.0767515976655,38,2540,1584,272,4396,652,0.00302295595352,545,0,956,0,0.243210154479,0,39960,0,28991,2859,0,71810,10969,0.149777394871,277020,178677,53,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,625,1,13497,6,578,574,1
10851,org/apache/tools/ant,cass,org/apache/tools/ant/AntClassLoader.java,4384,True,13,60,8034,2,8,1108,3,150,0.372762148338,739,721,0.975642760487,0.230769230769,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,7,STYLE,0.0292921074044,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,20,3,3,0.0922213311949,0.0056134723336,0.00240577385726,0.333333333333,0.222222222222,0.00595998297148,0.151351351351,0.211525257493,-0.555555555556,0.00162733930024,0.0439381611066,0.211525257493,-0.669565217391,-0.428571428571,98,9948,4365,10521,71,0.0,7,5,66,83,18763,583,474460,0.0110830603172,98343,31,0.0767515976655,38,2540,1584,272,4396,652,0.00302295595352,545,0,956,0,0.243210154479,0,39960,0,28991,2859,0,71810,10969,0.149777394871,277020,178677,53,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,0,625,1,13497,6,578,574,1
10851,org/apache/tools/ant,cass,org/apache/tools/ant/AntClassLoader.java,4384,True,13,60,8034,2,0,1108,3,150,0.377237851662,739,721,0.975642760487,1.0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,7,STYLE,0.0382424735557,REC_CATCH_EXCEPTION,20,3,3,0.0922213311949,0.0056134723336,0.00240577385726,0.333333333333,0.489361702128,0.00861678712477,0.151351351351,0.211525257493,-0.0212765957447,0.00162733930024,0.0439381611066,0.211525257493,-0.669565217391,-0.428571428571,88,8916,4313,9489,71,0.0,7,5,66,83,18763,583,474460,0.0110830603172,98343,31,0.0767515976655,38,2540,1584,272,4396,652,0.00302295595352,545,0,956,0,0.243210154479,0,39960,0,28991,2859,0,71810,10969,0.149777394871,277020,178677,53,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,1,1,0,625,1,13497,6,578,574,0
6363,org/apache/tools/ant,cass,org/apache/tools/ant/AntClassLoaderTest.java,3613,True,26,10,8034,2,0,1108,1,150,0.869109947644,142,32,0.225352112676,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,3,I18N,0.13506916192,DM_DEFAULT_ENCODING,19,1,1,0.0922213311949,0.00240577385726,0.000801924619086,-1.0,0.180722891566,0.0740310640151,0.163157894737,0.00188358095145,-0.638554216867,0.0,0.0252237591538,0.00188358095145,-0.669565217391,0.333333333333,1,1191,1616,1764,71,0.0,7,5,66,83,18763,583,474460,0.0110830603172,98343,31,0.0767515976655,38,303,64,1,368,652,0.00302295595352,545,0,239,0,0.151494419278,0,39960,0,28991,2859,0,71810,10969,0.149777394871,277020,178677,233,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,807,1,13497,6,578,574,1
6363,org/apache/tools/ant,cass,org/apache/tools/ant/AntClassLoaderTest.java,3613,True,6,10,8034,2,4,1108,2,150,0.272251308901,142,32,0.225352112676,0.833333333333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,3,CORRECTNESS,0.0683482506103,IJU_TEARDOWN_NO_SUPER,7,2,1,0.0922213311949,0.00240577385726,0.000801924619086,1.0,0.761904761905,0.0151171579743,0.651785714286,0.342328337585,0.52380952381,0.0,0.0593978844589,0.342328337585,-0.669565217391,0.333333333333,18,8068,4232,8641,71,0.0,7,5,66,83,18763,583,474460,0.0110830603172,98343,31,0.0767515976655,38,303,64,1,368,652,0.00302295595352,545,0,239,0,0.151494419278,0,39960,0,28991,2859,0,71810,10969,0.149777394871,277020,178677,233,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,807,1,13497,6,578,574,0
6363,org/apache/tools/ant,cass,org/apache/tools/ant/AntClassLoaderTest.java,3613,True,30,10,8034,2,8,1108,3,150,0.397905759162,142,32,0.225352112676,0.1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,3,STYLE,0.0789259560618,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,20,3,1,0.0922213311949,0.00240577385726,0.000801924619086,1.0,0.0412371134021,0.00136333151311,0.151351351351,0.211525257493,-0.917525773196,0.00162733930024,0.0439381611066,0.211525257493,-0.669565217391,0.333333333333,3,1199,1623,1772,71,0.0,7,5,66,83,18763,583,474460,0.0110830603172,98343,31,0.0767515976655,38,303,64,1,368,652,0.00302295595352,545,0,239,0,0.151494419278,0,39960,0,28991,2859,0,71810,10969,0.149777394871,277020,178677,233,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,807,1,13497,6,578,574,0
