F72,F54,F55,F25,F26,F62,F65,F64,F67,F34,F66,F69,F68,F101,F102,F103,F104,F105,F107,F108,F16-StringBuffer,F16-Object,F16-NA,F16-void,F16-int,F16-URL,F16-boolean,F16-URL[],F16-String,F16-Manifest,F16-InputStream,F16-Reader,F16-PrintStream,F16-File,F16-DateFormat,F3-NA,F3-Class,F3-Long,F3-PrintStream,F3-File,F3-Project,F3-byte[],F3-null,F3-boolean,F3-Object,F3-FileInputStream,F3-FileOutputStream,F3-char,F3-nestedTask.getTaskName(),F3-String,F3-long,F3-int,F3-Project.MSG_DEBUG,F3-Path,F3-Locale,F7--,F7-/,F7-&=,F7-++,F7-+=,F7-NA,F7-*,F7-+,F12-long,F12-int,F12-Object,F12-NA,F12-boolean,F12-Vector,F12-String,F12-AssertionFailedError,F12-HandlerType,F12-URL,F12-Reference,F12-File,F12-Mapper,F12-FileUtils,F12-ArrayList,F12-UnparseableExtraFieldData,F12-Union,F12-Path,F12-LinkedHashMap,F12-MailMessage,F17-static,F17-final,F17-static-final,F17-NA,F2-AbstractFileSetTest,F2-Document,F2-Process,F2-NA,F2-StringBuffer,F2-DateFormatFactory,F2-Vector,F2-Properties,F2-Math,F2-Object,F2-String,F2-Iterator,F2-Map,F2-Hashtable,F2-System,F2-List,F2-MockProject,F2-OutputStream,F2-Enumeration,F2-File,F6-java.io.ByteArrayOutputStream,F6-java.io.BufferedWriter,F6-org.apache.tools.zip.ZipLong,F6-NA,F6-java.lang.Long,F6-java.io.InputStreamReader,F6-java.util.Vector,F6-java.io.FileInputStream,F6-java.util.Properties,F6-java.io.PrintStream,F6-java.io.ByteArrayInputStream,F6-org.apache.tools.ant.util.LayoutPreservingProperties,F6-java.lang.Integer,F6-org.apache.tools.ant.types.PatternSet,F6-java.io.FileReader,F6-java.io.File,F6-java.lang.String,F6-java.lang.StringBuffer,F6-org.apache.tools.ant.types.Path,F6-java.io.BufferedReader,F13-private,F13-NA,F13-protected,F13-public,F18-private,F18-NA,F18-public,F14-static-final,F14-static,F14-NA,F1-delete,F1-NA,F1-next,F1-iterator,F1-assertEquals,F1-write,F1-getInstance,F1-get,F1-listFiles,F1-equals,F1-toLowerCase,F1-getProperty,F1-resolveFile,F1-load,F1-createTempFile,F1-log,F1-toString,F1-list,F1-getInputStream,F1-assertTrue,F5-java.util.AbstractMap,F5-DataType,F5-java.lang.Object,F5-NA,F5-java.io.Writer,F5-Task,F5-java.io.OutputStreamWriter,F5-java.io.FilterOutputStream,F5-java.util.Hashtable,F5-java.io.InputStream,F5-java.io.FilterInputStream,F5-java.io.InputStreamReader,F5-java.lang.Number,F5-java.io.Reader,F5-java.util.AbstractList,F5-java.lang.RuntimeException,F5-java.lang.AbstractStringBuilder,F5-java.io.OutputStream,F5-EnumeratedAttribute,F5-java.util.HashMap,F9-anonymousSchema,F9-sigalg,F9-ignoreSystemclasses,F9-forceOverwrite,F9-replyto,F9-extDirs,F9-key,F9-keys,F9-todir,F9-genericJarSuffix,F9-dateTime,F9-trim,F9-NA,F9-out,F9-className,F9-path,F9-nowarn,F9-buildfile,F9-dir,F9-length,F10-NA,F10-true,F19-NA,F19-abstract,F19-interface,F15-NA,F15-private,F15-protected,F15-public,F0-NA,F4-NA,F4-String[],F4-boolean,F4-InputStream,F4-File[],F4-long,F4-StringBuffer,F4-AbstractFileSet,F4-Enumeration,F4-DateFormat,F4-Node,F4-Object,F4-byte[],F4-File,F4-Element,F4-void,F4-String,F4-int,F4-Iterator,F4-SecurityManager,F8-PropertyChecker,F8-ManifestClassPath,F8-GenerateKey,F8-AbstractCvsTask,F8-BFT,F8-Checksum,F8-Touch,F8-Execute,F8-EjbJar,F8-JDBCTask,F8-DirectoryScanner,F8-SchemaValidate,F8-MailMessage,F8-Rmic,F8-Available,F8-NA,F8-ReferenceChecker,F8-AbstractFileSet,F8-AntTypeDefinition,F8-Javac,F11-msg,F11-description,F11-nested,F11-NA,F11-refid,F11-classname,F11-FILE_UTILS,F11-type,F11-error,F11-externalAttributes,F11-unparseableExtra,F11-extraFields,F11-ref,F11-platform,F11-unlessCond,F11-from,F11-name,F11-dir,F11-to,F11-selectorsList,F94,F95,F21,F109,F20,F23,F22,F79,F111,F112,F113,F116,F117,F118,F119,F120,F110,F121,F122,F123,F114,F115,F61,F77,F88,F70,F41,F40,F43,F42,F45,F44,F46,F126,F127,F128,F129,F36,F130,F35,F131,F38,F132,F37,F133,F134,F39,F135,F136,F137,F83,F71-kevj@apache.org,F71-dev-null@apache.org,F71-jskeet@apache.org,F71-donaldp@apache.org,F71-antoine@apache.org,F71-jkf@apache.org,F71-stevel@apache.org,F71-jglick@apache.org,F71-bodewig@apache.org,F71-stefano@apache.org,F71-umagesh@apache.org,F71-sbailliez@apache.org,F71-ehatcher@apache.org,F71-costin@apache.org,F71-rubys@apache.org,F71-peterreilly@apache.org,F71-hibou@apache.org,F71-conor@apache.org,F71-mbenson@apache.org,F71-jhm@apache.org,F74,F73,F84,F146,category
10851,org/apache/tools/ant,org/apache/tools/ant/AntClassLoader.java,3653,True,13,60,7771,2,0,1095,3,148,0.376756066411,741,721,0.973009446694,1.0,9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,7,BAD_PRACTICE,0.00751879699248,DE_MIGHT_IGNORE,19,3,3,0.0958230958231,0.00573300573301,0.002457002457,0.333333333333,0.333333333333,0.00888888888889,0.305882352941,0.451478561201,-0.333333333333,0.00501253132832,0.062656641604,0.451478561201,-0.401709401709,0.142857142857,86,8610,3582,9489,14,0.0,2,4,10,20,0.00363825940346,2539,1583,272,4394,0,956,0,0.245927100377,0,36228,0,27673,3028,0,66929,8555,0.13793815934,38,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,1,1,0,916,13497,14,892,0
10851,org/apache/tools/ant,org/apache/tools/ant/AntClassLoader.java,3653,True,6,60,7771,2,8,1095,2,148,0.998084291188,741,721,0.973009446694,0.833333333333,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,7,MALICIOUS_CODE,0.000835421888053,DP_CREATE_CLASSLOADER_INSIDE_DO_PRIVILEGED,18,2,1,0.0958230958231,0.00573300573301,0.000819000819001,-1.0,0.0,0.0,0.229508196721,0.174054840604,-1.0,0.0,0.0116959064327,0.174054840604,-0.401709401709,0.142857142857,11,897,893,1776,14,0.0,2,4,10,20,0.00363825940346,2539,1583,272,4394,0,956,0,0.245927100377,0,36228,0,27673,3028,0,66929,8555,0.13793815934,38,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,916,13497,14,892,1
10851,org/apache/tools/ant,org/apache/tools/ant/AntClassLoader.java,3653,True,15,60,7771,2,8,1095,3,148,0.493614303959,741,721,0.973009446694,0.630952380952,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,7,BAD_PRACTICE,0.0509607351713,NM_CONFUSING,19,3,0,0.0958230958231,0.00573300573301,0.0004095004095,0.5,0.360655737705,0.00922332706262,0.305882352941,0.451478561201,-0.27868852459,0.00501253132832,0.062656641604,0.451478561201,-0.401709401709,0.142857142857,157,12374,4182,13253,14,0.0,2,4,10,20,0.00363825940346,2539,1583,272,4394,0,956,0,0.245927100377,0,36228,0,27673,3028,0,66929,8555,0.13793815934,38,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,916,13497,14,892,0
10851,org/apache/tools/ant,org/apache/tools/ant/AntClassLoader.java,3653,True,14,60,7771,2,10,1095,3,148,0.137292464879,741,721,0.973009446694,0.716931216931,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,7,BAD_PRACTICE,0.0509607351713,NM_CONFUSING,19,3,0,0.0958230958231,0.00573300573301,0.0004095004095,0.5,0.360655737705,0.00922332706262,0.305882352941,0.451478561201,-0.27868852459,0.00501253132832,0.062656641604,0.451478561201,-0.401709401709,0.142857142857,157,12374,4182,13253,14,0.0,2,4,10,20,0.00363825940346,2539,1583,272,4394,0,956,0,0.245927100377,0,36228,0,27673,3028,0,66929,8555,0.13793815934,38,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,916,13497,14,892,0
10851,org/apache/tools/ant,org/apache/tools/ant/AntClassLoader.java,3653,True,22,60,7771,2,12,1095,7,148,0.766283524904,741,721,0.973009446694,0.227272727273,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,7,STYLE,0.0192147034252,PZLA_PREFER_ZERO_LENGTH_ARRAYS,20,3,1,0.0958230958231,0.00573300573301,0.000819000819001,-1.0,0.0,0.0,0.247368421053,0.451748192471,-1.0,0.00584795321637,0.0760233918129,0.451748192471,-0.401709401709,0.142857142857,157,12374,4182,13253,14,0.0,2,4,10,20,0.00363825940346,2539,1583,272,4394,0,956,0,0.245927100377,0,36228,0,27673,3028,0,66929,8555,0.13793815934,38,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,916,13497,14,892,1
10851,org/apache/tools/ant,org/apache/tools/ant/AntClassLoader.java,3653,True,13,60,7771,2,8,1095,3,148,0.372286079183,741,721,0.973009446694,0.230769230769,9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,7,STYLE,0.030910609858,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,20,3,3,0.0958230958231,0.00573300573301,0.002457002457,0.333333333333,0.216216216216,0.00564889213538,0.247368421053,0.451748192471,-0.567567567568,0.00584795321637,0.0760233918129,0.451748192471,-0.401709401709,0.142857142857,96,9642,3634,10521,14,0.0,2,4,10,20,0.00363825940346,2539,1583,272,4394,0,956,0,0.245927100377,0,36228,0,27673,3028,0,66929,8555,0.13793815934,38,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,0,916,13497,14,892,1
10851,org/apache/tools/ant,org/apache/tools/ant/AntClassLoader.java,3653,True,13,60,7771,2,0,1095,3,148,0.376756066411,741,721,0.973009446694,1.0,9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,7,STYLE,0.0384294068505,REC_CATCH_EXCEPTION,20,3,3,0.0958230958231,0.00573300573301,0.002457002457,0.333333333333,0.45652173913,0.00827032136106,0.247368421053,0.451748192471,-0.0869565217391,0.00584795321637,0.0760233918129,0.451748192471,-0.401709401709,0.142857142857,86,8610,3582,9489,14,0.0,2,4,10,20,0.00363825940346,2539,1583,272,4394,0,956,0,0.245927100377,0,36228,0,27673,3028,0,66929,8555,0.13793815934,38,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,1,1,0,916,13497,14,892,0
6363,org/apache/tools/ant,org/apache/tools/ant/AntClassLoaderTest.java,2882,True,26,10,7771,2,0,1095,1,148,0.869109947644,142,32,0.225352112676,1.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,3,I18N,0.137844611529,DM_DEFAULT_ENCODING,19,1,1,0.0958230958231,0.002457002457,0.000819000819001,-1.0,0.224242424242,0.0869788797062,0.196808510638,0.00493577618441,-0.551515151515,0.0,0.030910609858,0.00493577618441,-0.401709401709,0.333333333333,0,885,885,1764,14,0.0,2,4,10,20,0.00363825940346,63,138,7,208,0,-75,0,0.128450947456,0,36228,0,27673,3028,0,66929,8555,0.13793815934,885,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1764,13497,14,892,1
6363,org/apache/tools/ant,org/apache/tools/ant/AntClassLoaderTest.java,2882,True,6,10,7771,2,4,1095,2,148,0.261780104712,142,32,0.225352112676,0.833333333333,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,3,CORRECTNESS,0.0710108604845,IJU_TEARDOWN_NO_SUPER,7,2,1,0.0958230958231,0.002457002457,0.000819000819001,1.0,0.764705882353,0.0179930795848,0.6875,0.235174347006,0.529411764706,0.0,0.0643274853801,0.235174347006,-0.401709401709,0.333333333333,17,7762,3501,8641,14,0.0,2,4,10,20,0.00363825940346,63,138,7,208,0,-75,0,0.128450947456,0,36228,0,27673,3028,0,66929,8555,0.13793815934,885,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1764,13497,14,892,0
6363,org/apache/tools/ant,org/apache/tools/ant/AntClassLoaderTest.java,2882,True,30,10,7771,2,8,1095,3,148,0.387434554974,142,32,0.225352112676,0.1,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,3,STYLE,0.0902255639098,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,20,3,1,0.0958230958231,0.002457002457,0.000819000819001,1.0,0.111111111111,0.00329218106996,0.247368421053,0.451748192471,-0.777777777778,0.00584795321637,0.0760233918129,0.451748192471,-0.401709401709,0.333333333333,2,893,892,1772,14,0.0,2,4,10,20,0.00363825940346,63,138,7,208,0,-75,0,0.128450947456,0,36228,0,27673,3028,0,66929,8555,0.13793815934,885,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1764,13497,14,892,0
