F72,F54,F55,F25,F26,F62,F65,F64,F67,F34,F66,F69,F68,F101,F102,F103,F104,F105,F107,F108,F16-ByteBuffer,F16-StringBuffer,F16-Boolean,F16-Object,F16-NA,F16-void,F16-Process,F16-int,F16-URL,F16-boolean,F16-Enumeration,F16-URL[],F16-String,F16-InputStream,F16-Resource,F16-Reader,F16-PrintStream,F16-Iterator<Resource>,F16-Map<URL Location>,F16-DateFormat,F3-NA,F3-Class,F3-Integer,F3-Long,F3-PrintStream,F3-File,F3-InputStream,F3-Project,F3-getConfig().baseNameTerminator,F3-null,F3-byte[],F3-boolean,F3-Object,F3-FileInputStream,F3-FileOutputStream,F3-char,F3-nestedTask.getTaskName(),F3-String,F3-int,F3-Project.MSG_DEBUG,F7-|,F7--,F7-/,F7-++,F7-+=,F7-&,F7-NA,F7-*,F7-+,F12-long,F12-int,F12-List<ResourceComparator>,F12-Object,F12-NA,F12-List<NameEntry>,F12-boolean,F12-String,F12-AssertionFailedError,F12-Vector<Object>,F12-URL,F12-File,F12-Feature,F12-Mapper,F12-Vector<FileSelector>,F12-FileUtils,F12-ArrayList,F12-Collection<Resource>,F12-Union,F12-Path,F17-final,F17-static,F17-static-final,F17-NA,F2-AbstractFileSetTest,F2-Process,F2-Document,F2-Thread,F2-NA,F2-Vector<String>,F2-ByteArrayOutputStream,F2-StringBuffer,F2-DateFormatFactory,F2-Properties,F2-Object,F2-String,F2-Iterator,F2-Map,F2-Hashtable,F2-BufferedReader,F2-System,F2-MockProject,F2-HashMap,F2-File,F6-java.io.ByteArrayOutputStream,F6-java.io.BufferedWriter,F6-NA,F6-java.lang.Long,F6-java.io.FileOutputStream,F6-java.io.InputStreamReader,F6-java.io.FileInputStream,F6-java.util.Properties,F6-java.io.PrintStream,F6-java.io.ByteArrayInputStream,F6-java.lang.Integer,F6-org.apache.tools.ant.util.LayoutPreservingProperties,F6-org.apache.tools.ant.types.PatternSet,F6-java.io.FileReader,F6-java.io.File,F6-java.util.ArrayList<org.apache.tools.ant.types.PatternSet.NameEntry>,F6-java.lang.String,F6-java.lang.StringBuffer,F6-org.apache.tools.ant.types.Path,F6-java.io.BufferedReader,F13-private,F13-NA,F13-protected,F13-public,F18-private,F18-NA,F18-public,F14-static-final,F14-static,F14-NA,F14-final,F1-delete,F1-NA,F1-registerDTD,F1-close,F1-next,F1-assertEquals,F1-replace,F1-getInstance,F1-get,F1-listFiles,F1-equals,F1-getProperty,F1-addElement,F1-put,F1-load,F1-createTempFile,F1-toString,F1-list,F1-getInputStream,F1-assertTrue,F5-java.util.AbstractMap,F5-DataType,F5-java.lang.Object,F5-NA,F5-java.io.Writer,F5-Task,F5-java.io.OutputStreamWriter,F5-java.io.FilterOutputStream,F5-java.util.Hashtable,F5-java.io.InputStream,F5-java.io.FilterInputStream,F5-java.io.InputStreamReader,F5-java.lang.Number,F5-java.io.Reader,F5-java.util.AbstractList,F5-java.lang.RuntimeException,F5-java.lang.AbstractStringBuilder,F5-java.io.OutputStream,F5-java.text.DateFormat,F5-java.util.Dictionary,F9-anonymousSchema,F9-failOnError,F9-includeFileNames,F9-ignoreSystemclasses,F9-forceOverwrite,F9-replyto,F9-extDirs,F9-keys,F9-lastmodified,F9-dateTime,F9-trim,F9-NA,F9-out,F9-isCaseSensitive,F9-className,F9-selectors,F9-userId,F9-port,F9-dir,F9-env,F10-NA,F10-true,F19-NA,F19-abstract,F19-interface,F15-NA,F15-private,F15-protected,F15-public,F0-NA,F4-NA,F4-String[],F4-boolean,F4-InputStream,F4-File[],F4-long,F4-Process,F4-StringBuffer,F4-AbstractFileSet,F4-Enumeration,F4-DateFormat,F4-Object,F4-byte[],F4-File,F4-Element,F4-void,F4-Matcher,F4-String,F4-int,F4-SecurityManager,F8-PropertyChecker,F8-Length,F8-BriefJUnitResultFormatter,F8-Checksum,F8-Touch,F8-Execute,F8-StreamPumper,F8-JDBCTask,F8-DirectoryScanner,F8-Resource,F8-MailMessage,F8-SchemaValidate,F8-Rmic,F8-Available,F8-NA,F8-ReferenceChecker,F8-AbstractFileSet,F8-DefaultLogger,F8-EmailTask,F8-AntTypeDefinition,F11-msg,F11-nested,F11-NA,F11-refid,F11-classname,F11-FILE_UTILS,F11-method,F11-excludesFileList,F11-type,F11-error,F11-ref,F11-unlessCond,F11-cache,F11-from,F11-propfile,F11-name,F11-dir,F11-to,F11-selectorsList,F11-resourceComparators,F94,F95,F21,F109,F20,F23,F22,F79,F111,F112,F113,F116,F117,F118,F119,F120,F110,F121,F122,F123,F114,F115,F61,F77,F88,F70,F41,F40,F43,F42,F45,F44,F46,F126,F127,F128,F129,F36,F130,F35,F131,F38,F132,F37,F133,F134,F39,F135,F136,F137,F83,F71-kevj@apache.org,F71-jskeet@apache.org,F71-donaldp@apache.org,F71-antoine@apache.org,F71-jkf@apache.org,F71-stevel@apache.org,F71-jglick@apache.org,F71-mclarke@unknown,F71-bodewig@apache.org,F71-stefano@apache.org,F71-umagesh@apache.org,F71-sbailliez@apache.org,F71-ehatcher@apache.org,F71-costin@apache.org,F71-rubys@apache.org,F71-peterreilly@apache.org,F71-hibou@apache.org,F71-conor@apache.org,F71-mbenson@apache.org,F71-jhm@apache.org,F74,F73,F84,F146,status
10851,org/apache/tools/ant,org/apache/tools/ant/AntClassLoader.java,4749,True,13,62,8280,2,0,1113,3,155,0.366214549938,788,726,0.921319796954,1.0,9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,7,BAD_PRACTICE,0.00807174887892,DE_MIGHT_IGNORE,19,3,3,0.0998233215548,0.00618374558304,0.00265017667845,-1.0,0.111111111111,0.00395061728395,0.0691056910569,0.159771610674,-0.777777777778,0.00269058295964,0.0125560538117,0.159771610674,-0.946902654867,-0.714285714286,2,43,181,455,0,0.0,0,0,0,0,0.0,2740,1732,288,4760,0,1008,0,0.243378436347,0,39591,0,30056,2631,0,72278,9535,0.121963026451,35,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,446,13497,25,436,open
10851,org/apache/tools/ant,org/apache/tools/ant/AntClassLoader.java,4749,True,6,62,8280,2,8,1113,2,155,0.97718865598,788,726,0.921319796954,0.833333333333,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,7,MALICIOUS_CODE,0.000896860986547,DP_CREATE_CLASSLOADER_INSIDE_DO_PRIVILEGED,18,2,1,0.0998233215548,0.00618374558304,0.000883392226148,-1.0,0.0,0.0,0.161290322581,0.172399843913,-1.0,0.0,0.00896860986547,0.172399843913,-0.946902654867,-0.714285714286,19,1364,1989,1776,0,0.0,0,0,0,0,0.0,2740,1732,288,4760,0,1008,0,0.243378436347,0,39591,0,30056,2631,0,72278,9535,0.121963026451,35,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,446,13497,25,436,open
10851,org/apache/tools/ant,org/apache/tools/ant/AntClassLoader.java,4749,True,15,62,8280,2,8,1113,3,155,0.482737361282,788,726,0.921319796954,0.630952380952,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,7,BAD_PRACTICE,0.0547085201794,NM_CONFUSING,19,3,0,0.0998233215548,0.00618374558304,0.000441696113074,0.5,0.0655737704918,0.00245095404461,0.0691056910569,0.159771610674,-0.868852459016,0.00269058295964,0.0125560538117,0.159771610674,-0.946902654867,-0.714285714286,165,12841,5278,13253,0,0.0,0,0,0,0,0.0,2740,1732,288,4760,0,1008,0,0.243378436347,0,39591,0,30056,2631,0,72278,9535,0.121963026451,35,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,446,13497,25,436,close
10851,org/apache/tools/ant,org/apache/tools/ant/AntClassLoader.java,4749,True,14,62,8280,2,10,1113,3,155,0.133785450062,788,726,0.921319796954,0.716931216931,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,7,BAD_PRACTICE,0.0547085201794,NM_CONFUSING,19,3,0,0.0998233215548,0.00618374558304,0.000441696113074,-0.5,0.0655737704918,0.00245095404461,0.0691056910569,0.159771610674,-0.868852459016,0.00269058295964,0.0125560538117,0.159771610674,-0.946902654867,-0.714285714286,165,12841,5278,13253,0,0.0,0,0,0,0,0.0,2740,1732,288,4760,0,1008,0,0.243378436347,0,39591,0,30056,2631,0,72278,9535,0.121963026451,35,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,446,13497,25,436,open
10851,org/apache/tools/ant,org/apache/tools/ant/AntClassLoader.java,4749,True,22,62,8280,2,12,1113,7,155,0.752774352651,788,726,0.921319796954,0.227272727273,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,7,STYLE,0.0233183856502,PZLA_PREFER_ZERO_LENGTH_ARRAYS,20,3,1,0.0998233215548,0.00618374558304,0.000883392226148,-1.0,0.0,0.0,0.0310734463277,0.15242644472,-1.0,0.000896860986547,0.00896860986547,0.15242644472,-0.946902654867,-0.714285714286,165,12841,5278,13253,0,0.0,0,0,0,0,0.0,2740,1732,288,4760,0,1008,0,0.243378436347,0,39591,0,30056,2631,0,72278,9535,0.121963026451,35,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,446,13497,25,436,open
10851,org/apache/tools/ant,org/apache/tools/ant/AntClassLoader.java,4749,True,13,62,8280,2,8,1113,3,155,0.361898890259,788,726,0.921319796954,0.230769230769,9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,7,STYLE,0.0286995515695,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,20,3,3,0.0998233215548,0.00618374558304,0.00265017667845,-1.0,0.0625,0.00202047413793,0.0310734463277,0.15242644472,-0.875,0.000896860986547,0.00896860986547,0.15242644472,-0.946902654867,-0.714285714286,104,10109,4730,10521,0,0.0,0,0,0,0,0.0,2740,1732,288,4760,0,1008,0,0.243378436347,0,39591,0,30056,2631,0,72278,9535,0.121963026451,35,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,1,1,1,446,13497,25,436,open
10851,org/apache/tools/ant,org/apache/tools/ant/AntClassLoader.java,4749,True,13,62,8280,2,0,1113,3,155,0.366214549938,788,726,0.921319796954,1.0,9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,7,STYLE,0.0340807174888,REC_CATCH_EXCEPTION,20,3,3,0.0998233215548,0.00618374558304,0.00265017667845,-1.0,0.0,0.0,0.0310734463277,0.15242644472,-1.0,0.000896860986547,0.00896860986547,0.15242644472,-0.946902654867,-0.714285714286,2,43,181,455,0,0.0,0,0,0,0,0.0,2740,1732,288,4760,0,1008,0,0.243378436347,0,39591,0,30056,2631,0,72278,9535,0.121963026451,35,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,446,13497,25,436,open
6363,org/apache/tools/ant,org/apache/tools/ant/AntClassLoaderTest.java,3978,True,26,9,8280,2,0,1113,1,155,0.880952380952,154,34,0.220779220779,1.0,29,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,1,I18N,0.14798206278,DM_DEFAULT_ENCODING,19,1,1,0.0998233215548,0.000883392226148,0.000883392226148,-1.0,0.0484848484848,0.0230670339761,0.042328042328,0.000228696178672,-0.90303030303,0.0,0.00717488789238,0.000228696178672,-0.946902654867,-1.0,4,1352,1981,1764,0,0.0,0,0,0,0,0.0,115,189,7,311,0,-74,0,0.120760310677,0,39591,0,30056,2631,0,72278,9535,0.121963026451,81,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,492,13497,25,436,open
6363,org/apache/tools/ant,org/apache/tools/ant/AntTypeDefinition.java,3978,True,3,22,8280,1,8,1113,1,155,0.778920308483,202,159,0.787128712871,0.666666666667,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,4,BAD_PRACTICE,0.0547085201794,NM_CONFUSING,19,3,0,0.0998233215548,0.00353356890459,0.000441696113074,-0.5,0.0655737704918,0.00245095404461,0.0691056910569,0.159771610674,-0.868852459016,0.00269058295964,0.0125560538117,0.159771610674,-0.946902654867,-1.0,27,6920,4207,7332,0,0.0,0,0,0,0,0.0,193,115,22,330,0,78,0,0.25169871411,0,39591,0,30056,2631,0,72278,9535,0.121963026451,45,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,456,13497,25,436,open
6363,org/apache/tools/ant,org/apache/tools/ant/AntTypeDefinition.java,3978,True,3,22,8280,1,6,1113,1,155,0.330334190231,202,159,0.787128712871,0.833333333333,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,4,BAD_PRACTICE,0.0547085201794,NM_CONFUSING,19,3,0,0.0998233215548,0.00353356890459,0.000441696113074,-0.5,0.0655737704918,0.00245095404461,0.0691056910569,0.159771610674,-0.868852459016,0.00269058295964,0.0125560538117,0.159771610674,-0.946902654867,-1.0,27,6920,4207,7332,0,0.0,0,0,0,0,0.0,193,115,22,330,0,78,0,0.25169871411,0,39591,0,30056,2631,0,72278,9535,0.121963026451,45,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,456,13497,25,436,open
