F116,F115,F117,F121,F110,F64,F104,F101,F68,F72,F22,F77,status
-0.5,-1.0,0.310344827586,0.011149825784,-0.379310344828,0,0.0,46.5833333333,14,3354,3,14641,open
-0.5,-1.0,0.310344827586,0.011149825784,-0.379310344828,723,1.30405405405,0.695767195767,30,17995,3,14641,open
-0.5,-1.0,0.310344827586,0.011149825784,-0.379310344828,723,1.46,2.23897058824,30,17995,3,14641,open
-0.5,-1.0,0.310344827586,0.011149825784,-0.379310344828,723,1.46,2.31066176471,30,17995,3,14641,open
-0.5,-1.0,0.310344827586,0.011149825784,-0.379310344828,524,1.50632911392,0.468271334792,26,17995,3,14483,open
-0.5,-1.0,0.310344827586,0.011149825784,-0.379310344828,524,2.125,0.365384615385,26,17995,3,14641,open
-0.5,-1.0,0.310344827586,0.011149825784,-0.379310344828,368,0.888888888889,2.4358974359,45,8944,3,5590,open
-0.5,-1.0,0.310344827586,0.011149825784,-0.379310344828,695,0.573170731707,0.451923076923,21,17995,3,14641,open
-0.5,-1.0,0.310344827586,0.011149825784,-0.379310344828,695,0.573170731707,1.25320512821,21,17995,3,14641,open
-0.5,-1.0,0.310344827586,0.011149825784,-0.379310344828,695,0.573170731707,0.322115384615,21,17995,3,14641,open
-1.0,-1.0,0.148148148148,0.012543554007,-0.703703703704,695,0.573170731707,0.919871794872,21,17995,2,14641,open
-1.0,-1.0,0.230769230769,0.000696864111498,-0.538461538462,695,1.25517241379,0.7,21,17995,1,14641,open
-0.5,-1.0,0.310344827586,0.011149825784,-0.379310344828,695,1.25517241379,1.49861111111,21,17995,3,14641,open
-1.0,-1.0,0.148148148148,0.012543554007,-0.703703703704,695,0.722222222222,0.882352941176,21,17995,3,14641,open
-1.0,-1.0,0.148148148148,0.012543554007,-0.703703703704,327,0.921348314607,0.966850828729,11,4879,2,1525,open
-1.0,-1.0,0.148148148148,0.012543554007,-0.703703703704,327,0.835164835165,0.973821989529,11,17995,3,14641,open
1.0,1.0,0.472222222222,0.012543554007,-0.0555555555556,327,1.17073170732,0.960199004975,11,17995,3,14641,close
1.0,1.0,0.85,0.0599303135889,0.7,327,0.528117359413,0.759656652361,11,17995,3,14641,close
1.0,1.0,0.85,0.0599303135889,0.7,327,0.528117359413,0.748211731044,11,17995,3,14641,close
1.0,1.0,0.907407407407,0.0599303135889,0.814814814815,327,0.528117359413,0.721030042918,11,17995,2,14641,close
1.0,1.0,0.907407407407,0.0599303135889,0.814814814815,327,0.528117359413,0.732474964235,11,17995,2,14641,close
-1.0,-1.0,0.472222222222,0.012543554007,-0.0555555555556,1314,0.743538767396,0.725048923679,23,17995,3,14641,open
-1.0,-1.0,0.472222222222,0.012543554007,-0.0555555555556,1314,0.387267904509,0.752721617418,23,17995,2,8442,open
-1.0,-1.0,0.472222222222,0.012543554007,-0.0555555555556,1314,0.388489208633,0.721139430285,23,14888,2,6015,open
-1.0,-1.0,0.0,0.012543554007,-1.0,1314,0.904255319149,0.980327868852,23,17995,2,675,open
-1.0,-1.0,0.416666666667,0.012543554007,-0.166666666667,1314,0.904255319149,0.519672131148,23,17995,3,56,open
0.0,-1.0,0.196428571429,0.00209059233449,-0.607142857143,1314,0.904255319149,0.829098360656,23,17995,2,675,open
0.0,-1.0,0.196428571429,0.00209059233449,-0.607142857143,1314,1.35443037975,0.737209302326,23,17995,3,14641,open
0.0,-1.0,0.196428571429,0.00209059233449,-0.607142857143,1314,1.35443037975,0.772093023256,23,17995,3,678,open
0.0,-1.0,0.196428571429,0.00209059233449,-0.607142857143,1314,1.35443037975,0.793023255814,23,17995,3,14641,open
0.0,-1.0,0.196428571429,0.00209059233449,-0.607142857143,1314,1.35443037975,0.86976744186,23,17995,3,14641,open
0.0,-1.0,0.196428571429,0.00209059233449,-0.607142857143,1314,1.35443037975,0.839534883721,23,17995,3,14641,open
-0.5,-1.0,0.310344827586,0.011149825784,-0.379310344828,1314,0.309523809524,2.02049180328,23,4029,3,14641,open
-0.5,-1.0,0.310344827586,0.011149825784,-0.379310344828,1314,0.309523809524,0.659836065574,23,4029,3,675,open
0.0,-1.0,0.148936170213,0.0599303135889,-0.702127659574,1314,0.148,0.616766467066,23,11836,3,8482,open
0.0,1.0,0.222222222222,0.00348432055749,-0.555555555556,1597,0.79600886918,0.223048327138,56,17995,2,6192,close
-1.0,-1.0,0.472222222222,0.012543554007,-0.0555555555556,1597,0.307174887892,0.665667166417,56,17995,3,14641,open
-1.0,-1.0,0.472222222222,0.012543554007,-0.0555555555556,1597,0.307174887892,0.640929535232,56,17995,3,48,open
-1.0,-1.0,0.472222222222,0.012543554007,-0.0555555555556,1597,0.307174887892,0.606446776612,56,17995,3,14641,open
-1.0,-1.0,0.0,0.011149825784,-1.0,1597,0.255813953488,0.926267281106,56,17995,2,14641,open
-1.0,-0.5,0.230769230769,0.000696864111498,-0.538461538462,1597,0.492618917441,0.822634621235,56,17995,1,7303,open
1.0,-0.5,0.85,0.0599303135889,0.7,1597,0.492618917441,0.965622147855,56,17995,3,1649,close
-1.0,-0.5,0.139240506329,0.00348432055749,-0.721518987342,1597,0.492618917441,0.597201095224,56,17995,2,14641,open
-1.0,-0.5,0.166666666667,0.012543554007,-0.666666666667,1597,0.492618917441,0.947672649833,56,17995,3,14641,open
-1.0,-0.5,0.472222222222,0.012543554007,-0.0555555555556,1597,0.492618917441,0.635533921509,56,17995,2,14641,open
-1.0,-0.5,0.472222222222,0.012543554007,-0.0555555555556,1597,0.492618917441,0.401277760876,56,17995,2,14641,open
-1.0,-0.5,0.472222222222,0.012543554007,-0.0555555555556,1597,0.492618917441,0.888956495284,56,17995,3,7409,open
1.0,-0.5,0.125,0.012543554007,-0.75,1597,0.492618917441,0.472771524186,56,17995,2,14641,close
1.0,1.0,0.472222222222,0.012543554007,-0.0555555555556,1597,0.592750533049,0.845140032949,56,17995,3,7409,close
1.0,1.0,0.75,0.012543554007,0.5,1597,0.592750533049,0.0466776496431,56,17995,2,14641,close
-1.0,-0.5,0.0,0.012543554007,-1.0,2118,0.130044843049,0.936525612472,76,17995,3,14641,open
-1.0,-0.5,0.0,0.012543554007,-1.0,2118,0.130044843049,0.906458797327,76,17995,3,14641,open
-1.0,-0.5,0.148148148148,0.012543554007,-0.703703703704,2118,0.130044843049,0.902004454343,76,17995,3,14641,open
0.0,-0.5,0.148936170213,0.0599303135889,-0.702127659574,2118,0.130044843049,0.958797327394,76,17995,3,14641,close
-1.0,-1.0,0.142857142857,0.012543554007,-0.714285714286,2118,0.333333333333,0.563143124415,76,17995,3,14641,open
-1.0,-1.0,0.142857142857,0.012543554007,-0.714285714286,2118,0.333333333333,0.294667913938,76,17995,3,14641,open
-1.0,-1.0,0.142857142857,0.012543554007,-0.714285714286,2118,0.333333333333,0.486435921422,76,17995,3,14641,open
-1.0,-0.666666666667,0.0,0.011149825784,-1.0,2118,0.494318181818,0.913183279743,76,17995,3,11348,open
-1.0,-0.666666666667,0.0,0.011149825784,-1.0,2118,0.494318181818,0.929260450161,76,17995,3,11348,open
-1.0,-0.666666666667,0.0,0.011149825784,-1.0,2118,0.494318181818,0.945337620579,76,17995,3,11348,open
-1.0,-0.666666666667,0.0,0.011149825784,-1.0,2118,0.494318181818,0.961414790997,76,17995,3,11348,open
-1.0,-0.666666666667,0.0,0.011149825784,-1.0,2118,0.494318181818,0.977491961415,76,17995,3,11346,open
1.0,-0.666666666667,0.2,0.00209059233449,-0.6,2118,0.494318181818,0.167202572347,76,17995,3,14641,close
1.0,1.0,1.0,0.0599303135889,1.0,2118,0.643171806167,0.921243523316,76,17995,2,14641,close
-0.5,-1.0,0.310344827586,0.011149825784,-0.379310344828,2118,0.0,4.68333333333,76,3354,3,14641,open
0.0,-1.0,0.12,0.00348432055749,-0.76,2118,0.234657039711,0.19395465995,76,17995,2,7264,open
0.0,-1.0,0.12,0.00348432055749,-0.76,2118,0.234657039711,0.191435768262,76,17995,2,14270,open
0.0,-1.0,0.12,0.00348432055749,-0.76,2118,0.234657039711,0.196473551637,76,17995,2,13301,open
0.0,-1.0,0.12,0.00348432055749,-0.76,2118,0.234657039711,0.2040302267,76,17995,2,12179,open
0.0,-1.0,0.12,0.00348432055749,-0.76,2118,0.234657039711,0.201511335013,76,17995,2,14155,open
0.0,-1.0,0.12,0.00348432055749,-0.76,2118,0.234657039711,0.206549118388,76,17995,2,7264,open
0.0,-1.0,0.12,0.00348432055749,-0.76,2118,0.234657039711,0.198992443325,76,17995,2,14270,open
-1.0,-1.0,0.0526315789474,0.012543554007,-0.894736842105,2118,0.234657039711,0.284634760705,76,17995,1,11008,open
-1.0,-1.0,0.0526315789474,0.012543554007,-0.894736842105,2118,0.234657039711,0.982367758186,76,17995,2,7264,open
-1.0,-1.0,0.0526315789474,0.012543554007,-0.894736842105,2118,0.234657039711,0.901763224181,76,17995,2,12543,open
-1.0,-1.0,0.0526315789474,0.012543554007,-0.894736842105,2118,0.234657039711,0.942065491184,76,17995,2,12543,open
-1.0,-1.0,0.142857142857,0.012543554007,-0.714285714286,2118,0.0765957446809,0.680357142857,76,15179,3,10090,open
-1.0,-1.0,0.142857142857,0.012543554007,-0.714285714286,2118,0.0765957446809,0.675,76,15179,3,10090,open
-1.0,-1.0,0.472222222222,0.012543554007,-0.0555555555556,2118,0.0765957446809,0.864285714286,76,15179,3,9790,open
-1.0,-1.0,0.125,0.012543554007,-0.75,2118,0.55149934811,0.865743944637,76,13234,3,6890,open
-1.0,-1.0,0.0,0.00348432055749,-1.0,2118,0.176859504132,0.742637644046,76,17066,3,13712,open
-1.0,-1.0,0.0,0.00348432055749,-1.0,2118,0.176859504132,0.796414852753,76,17066,3,13712,open
-1.0,-1.0,0.0,0.00348432055749,-1.0,2118,0.176859504132,0.262483994878,76,17066,3,13712,open
-1.0,-1.0,0.0,0.00348432055749,-1.0,2118,0.176859504132,0.314980793854,76,17066,3,13712,open
1.0,0.333333333333,1.0,0.0599303135889,1.0,2118,0.245614035088,0.884375,76,17995,3,12268,close
0.0,0.333333333333,0.148148148148,0.012543554007,-0.703703703704,2118,0.245614035088,0.7078125,76,17995,2,14641,open
0.0,0.333333333333,0.148148148148,0.012543554007,-0.703703703704,2118,0.245614035088,0.69296875,76,17995,3,14641,close
1.0,-0.375,0.230769230769,0.000696864111498,-0.538461538462,2118,0.445360276522,0.914099526066,76,17995,1,2381,close
-1.0,-0.375,0.139240506329,0.00348432055749,-0.721518987342,2118,0.445360276522,0.482523696682,76,17995,2,2010,open
-1.0,-0.375,0.139240506329,0.00348432055749,-0.721518987342,2118,0.445360276522,0.486078199052,76,17995,2,14641,open
1.0,-0.375,0.139240506329,0.00348432055749,-0.721518987342,2118,0.445360276522,0.170616113744,76,17995,2,14641,close
-1.0,-0.375,0.139240506329,0.00348432055749,-0.721518987342,2118,0.445360276522,0.174318720379,76,17995,2,14641,open
-1.0,-0.375,0.139240506329,0.00348432055749,-0.721518987342,2118,0.445360276522,0.951866113744,76,17995,2,14641,open
-1.0,-0.375,0.139240506329,0.00348432055749,-0.721518987342,2118,0.445360276522,0.935426540284,76,17995,2,14641,open
1.0,-0.375,0.145454545455,0.00348432055749,-0.709090909091,2118,0.445360276522,0.171504739336,76,17995,2,14641,close
-1.0,-0.375,0.145454545455,0.00348432055749,-0.709090909091,2118,0.445360276522,0.176244075829,76,17995,2,14641,open
-1.0,-0.375,0.145454545455,0.00348432055749,-0.709090909091,2118,0.445360276522,0.952458530806,76,17995,2,14641,open
0.0,-0.375,0.196428571429,0.00209059233449,-0.607142857143,2118,0.445360276522,0.850562796209,76,17995,3,14641,open
-0.5,-0.375,0.310344827586,0.011149825784,-0.379310344828,2118,0.445360276522,0.0732375592417,76,17995,3,9434,open
0.5,-0.375,0.310344827586,0.011149825784,-0.379310344828,2118,0.445360276522,0.121223341232,76,17995,3,14641,close
-1.0,-0.375,0.0555555555556,0.012543554007,-0.888888888889,2118,0.445360276522,0.89884478673,76,17995,3,9105,open
1.0,-0.375,1.0,0.0599303135889,1.0,2118,0.445360276522,0.681872037915,76,17995,2,13063,close
-1.0,-1.0,0.0,0.0599303135889,-1.0,2118,0.678657074341,0.820372398686,76,17995,1,10880,open
-1.0,-1.0,0.907407407407,0.0599303135889,0.814814814815,2118,0.524,0.723981900452,76,14888,3,9130,open
-1.0,-1.0,0.139240506329,0.00348432055749,-0.721518987342,2118,0.526530612245,0.596774193548,76,10746,2,6181,open
-1.0,-1.0,0.139240506329,0.00348432055749,-0.721518987342,2118,0.494444444444,0.423600605144,76,17995,2,6181,open
-1.0,-0.714285714286,0.139240506329,0.00348432055749,-0.721518987342,2118,0.461393596987,0.988150437919,76,17995,2,14641,open
-1.0,-0.714285714286,0.139240506329,0.00348432055749,-0.721518987342,2118,0.461393596987,0.308088614116,76,17995,2,14641,open
0.0,-0.714285714286,0.196428571429,0.00209059233449,-0.607142857143,2118,0.461393596987,0.70582174137,76,17995,2,11326,open
0.0,-0.714285714286,0.196428571429,0.00209059233449,-0.607142857143,2118,0.461393596987,0.447089129315,76,17995,2,14641,close
0.0,-0.714285714286,0.196428571429,0.00209059233449,-0.607142857143,2118,0.461393596987,0.57341576507,76,17995,2,14641,open
0.0,-0.714285714286,0.196428571429,0.00209059233449,-0.607142857143,2118,0.461393596987,0.47913446677,76,17995,2,14641,open
0.0,-0.714285714286,0.196428571429,0.00209059233449,-0.607142857143,2118,0.461393596987,0.707882534776,76,17995,3,14641,open
0.0,-0.714285714286,0.196428571429,0.00209059233449,-0.607142857143,2118,0.461393596987,0.710200927357,76,17995,3,14641,open
0.0,-0.714285714286,0.666666666667,0.00348432055749,0.333333333333,2118,0.461393596987,0.141679546625,76,17995,2,12543,open
0.0,-0.714285714286,0.12,0.00348432055749,-0.76,2118,0.461393596987,0.043791859866,76,17995,2,14574,open
-1.0,-0.714285714286,0.0,0.00209059233449,-1.0,2118,0.461393596987,0.471921689851,76,17995,3,14641,open
0.0,-0.714285714286,0.166666666667,0.012543554007,-0.666666666667,2118,0.461393596987,0.865533230294,76,17995,3,14641,open
0.0,-0.714285714286,0.472222222222,0.012543554007,-0.0555555555556,2118,0.461393596987,0.868624420402,76,17995,2,14641,close
-1.0,-0.714285714286,0.0,0.00209059233449,-1.0,2118,0.461393596987,0.72436888202,76,17995,2,14641,open
1.0,1.0,0.472222222222,0.012543554007,-0.0555555555556,0,0.449712643678,0.835605453087,2,7403,3,4049,close
-1.0,-1.0,0.166666666667,0.012543554007,-0.666666666667,422,0.73569023569,0.446717817562,45,7732,3,4378,open
-1.0,-1.0,0.166666666667,0.012543554007,-0.666666666667,422,0.73569023569,0.144075021313,45,7732,3,4378,open
-1.0,-1.0,0.0,0.000696864111498,-1.0,422,0.73569023569,0.345268542199,45,7732,2,4378,open
-1.0,-1.0,0.0,0.000696864111498,-1.0,422,0.73569023569,0.328218243819,45,7732,2,4378,open
-1.0,-1.0,0.0,0.000696864111498,-1.0,422,0.73569023569,0.235294117647,45,7732,2,4378,open
0.0,-1.0,0.222222222222,0.00348432055749,-0.555555555556,422,0.73569023569,0.926683716965,45,7732,2,4378,open
0.0,1.0,1.0,0.011149825784,1.0,422,0.342222222222,0.933333333333,45,13745,3,10391,close
-1.0,-1.0,0.139240506329,0.00348432055749,-0.721518987342,422,0.648,0.75292667899,45,13393,2,10039,open
-1.0,-1.0,0.145454545455,0.00348432055749,-0.709090909091,422,0.648,0.990757855823,45,13393,2,10039,open
1.0,1.0,0.214285714286,0.012543554007,-0.571428571429,422,0.789473684211,0.717948717949,45,10625,3,7271,close
-1.0,-1.0,0.446428571429,0.011149825784,-0.107142857143,422,1.25708061002,0.434325744308,45,14871,3,11517,open
1.0,1.0,1.0,0.0599303135889,1.0,422,0.242424242424,0.62703962704,45,15147,1,11793,close
0.0,-1.0,0.196428571429,0.00209059233449,-0.607142857143,7,0.52380952381,0.647469458988,3,17488,2,14134,open
-1.0,-1.0,0.0,0.001393728223,-1.0,283,0.571428571429,0.764150943396,6,15673,2,11672,open
-1.0,-1.0,0.148148148148,0.012543554007,-0.703703703704,283,0.392156862745,0.75,6,15661,3,12307,open
-1.0,-1.0,0.230769230769,0.000696864111498,-0.538461538462,283,0.192307692308,0.512077294686,6,15655,1,12301,open
-1.0,-1.0,0.230769230769,0.000696864111498,-0.538461538462,283,0.192307692308,0.51690821256,6,15655,1,12301,open
-1.0,-1.0,0.148148148148,0.012543554007,-0.703703703704,283,0.192307692308,0.521739130435,6,15655,3,12301,open
-1.0,-1.0,0.214285714286,0.012543554007,-0.571428571429,0,0.220125786164,0.55701754386,3,17784,3,14430,open
-1.0,-1.0,0.214285714286,0.012543554007,-0.571428571429,0,0.220125786164,0.289473684211,3,17784,3,14430,open
-1.0,-1.0,0.214285714286,0.012543554007,-0.571428571429,0,0.220125786164,0.377192982456,3,17784,3,555,open
-1.0,-1.0,0.145454545455,0.00348432055749,-0.709090909091,0,0.220125786164,0.890350877193,3,17784,2,13925,open
1.0,1.0,0.5,0.00209059233449,0.0,72,0.440082644628,0.954896907216,9,17784,2,14430,close
1.0,1.0,0.5,0.00209059233449,0.0,72,0.440082644628,0.956400343643,9,17784,2,14430,close
1.0,1.0,1.0,0.011149825784,1.0,72,0.440082644628,0.94587628866,9,17784,3,14430,close
1.0,1.0,1.0,0.011149825784,1.0,72,0.440082644628,0.947164948454,9,17784,3,14430,close
-1.0,-1.0,0.139240506329,0.00348432055749,-0.721518987342,72,0.375,0.693181818182,9,17784,2,14430,open
-1.0,-1.0,0.145454545455,0.00348432055749,-0.709090909091,72,0.375,0.727272727273,9,17784,2,14430,open
-0.5,-1.0,0.310344827586,0.011149825784,-0.379310344828,72,0.375,0.954545454545,9,17784,3,14430,open
-1.0,-1.0,0.446428571429,0.011149825784,-0.107142857143,72,0.783018867925,0.75421686747,9,17784,3,14430,open
-1.0,-1.0,0.0,0.011149825784,-1.0,72,0.783018867925,0.963855421687,9,17784,2,4362,open
-1.0,-0.8,0.446428571429,0.011149825784,-0.107142857143,254,0.492896174863,0.943143812709,13,17784,3,14430,open
-1.0,-0.8,0.446428571429,0.011149825784,-0.107142857143,254,0.492896174863,0.56856187291,13,17784,3,14430,open
0.0,-0.8,0.196428571429,0.00209059233449,-0.607142857143,254,0.492896174863,0.562987736901,13,17784,2,14430,open
0.0,-0.8,0.196428571429,0.00209059233449,-0.607142857143,254,0.492896174863,0.60602006689,13,17784,2,14430,open
0.0,-0.8,0.196428571429,0.00209059233449,-0.607142857143,254,0.492896174863,0.498104793757,13,17784,3,14430,open
0.0,-0.8,0.196428571429,0.00209059233449,-0.607142857143,254,0.492896174863,0.448606465998,13,17784,3,14430,open
0.0,-0.8,0.196428571429,0.00209059233449,-0.607142857143,254,0.492896174863,0.551505016722,13,17784,3,14430,open
0.0,-0.8,0.196428571429,0.00209059233449,-0.607142857143,254,0.492896174863,0.505239687848,13,17784,3,14430,open
0.0,-0.8,0.472222222222,0.012543554007,-0.0555555555556,254,0.492896174863,0.800668896321,13,17784,3,3762,close
0.0,-0.8,0.148148148148,0.012543554007,-0.703703703704,254,0.492896174863,0.827424749164,13,17784,3,14430,open
1.0,0.0,0.416666666667,0.012543554007,-0.166666666667,254,0.526022304833,0.241935483871,13,14889,3,6527,close
-1.0,0.0,0.166666666667,0.012543554007,-0.666666666667,254,0.526022304833,0.162365591398,13,14889,3,14430,open
