F72,F54,F55,F25,F26,F62,F65,F64,F67,F34,F66,F69,F68,F101,F102,F103,F104,F105,F107,F108,F16-float,F16-DocData,F16-char[],F16-long,F16-Iterator<Number>,F16-Object,F16-NA,F16-void,F16-int,F16-double,F16-Query,F16-Iterator<BytesRef>,F16-boolean,F16-Collection<ContentStream>,F16-String,F16-Iterator<String>,F16-NamedList,F16-Void,F16-byte,F16-BytesRef,F3-NA,F3-CharSequence,F3-int[],F3-Class,F3-StringBuilder,F3-Among[],F3-null,F3-boolean,F3-FileInputStream,F3-char,F3-String,F3-long,F3-CharStream,F3-int,F3-ValueSource,F3-char[],F3-getBoost(),F3-long[],F3-Path,F3-Comparable,F7-^,F7-++,F7-%,F7-&,F7-*,F7-+,F7-^=,F7--,F7-/,F7--=,F7-+=,F7-NA,F7-*=,F12-long,F12-int,F12-BytesRef,F12-NA,F12-FST,F12-boolean,F12-Logger,F12-NamedList,F12-String,F12-Scorer,F12-TermsEnum,F12-List<String>,F12-double,F12-Token,F12-Charset,F12-QParser,F12-Boolean,F12-IndexInput,F12-SolrParams,F12-List<AnalysisPhase>,F17-abstract,F17-static,F17-final,F17-static-final,F17-NA,F2-Path,F2-StringBuilder,F2-Class,F2-HungarianStemmer,F2-StandardSyntaxParser,F2-NA,F2-QueryParserTokenManager,F2-Integer,F2-List<String>,F2-Files,F2-QueryParser,F2-Object,F2-String,F2-PorterStemmer,F2-Long,F2-System,F2-Float,F2-Character,F2-File,F2-HTMLStripCharFilter,F6-NA,F6-java.lang.Long,F6-org.apache.lucene.queryparser.surround.parser.Token,F6-java.io.InputStreamReader,F6-java.io.FileInputStream,F6-java.util.Properties,F6-java.util.HashMap,F6-java.lang.UnsupportedOperationException,F6-java.io.DataInputStream,F6-org.apache.solr.parser.Token,F6-org.apache.lucene.codecs.simpletext.AlreadyClosedException,F6-java.lang.Character,F6-java.lang.Integer,F6-java.io.File,F6-java.lang.StringBuilder,F6-org.apache.solr.search.HashQParserPlugin.ZeroHash,F6-org.apache.solr.client.solrj.impl.ZkStateReader,F6-java.util.Date,F6-java.lang.Double,F6-org.apache.solr.client.solrj.impl.BasicHeader,F13-private,F13-NA,F13-protected,F13-public,F18-protected,F18-private,F18-NA,F18-public,F14-static-final,F14-static,F14-NA,F14-final,F1-size,F1-getLatestSchema,F1-NA,F1-add,F1-jj_ntk,F1-r_mark_regions,F1-getClass,F1-clone,F1-jj_consume_token,F1-iterator,F1-find_among_b,F1-get,F1-equals,F1-append,F1-compareTo,F1-slice_from,F1-charAt,F1-load,F1-getName,F1-toString,F5-java.util.AbstractMap,F5-java.util.zip.InflaterInputStream,F5-java.lang.Object,F5-SolrQueryRequestBase,F5-NA,F5-java.lang.Error,F5-java.lang.Thread,F5-java.io.FilterOutputStream,F5-java.util.Hashtable,F5-java.io.InputStream,F5-java.io.FilterInputStream,F5-FastInputStream,F5-java.lang.Number,F5-java.lang.Throwable,F5-java.lang.RuntimeException,F5-java.io.Reader,F5-java.util.AbstractList,F5-java.lang.AbstractStringBuilder,F5-java.io.OutputStream,F5-TermVectorsReader,F9-bits,F9-request,F9-name,F9-a,F9-field,F9-map,F9-indexedField,F9-numDeadServersToTry,F9-nvPairs,F9-expirationThresholdMilllis,F9-saveAs,F9-min,F9-source,F9-NA,F9-copy2Dir,F9-cached,F9-params,F9-servers,F9-sources,F9-length,F10-NA,F10-true,F19-NA,F19-abstract,F15-NA,F15-private,F15-protected,F15-public,F0-NA,F4-NA,F4-Integer,F4-boolean,F4-InputStream,F4-File[],F4-long,F4-QueryNode,F4-char,F4-Token,F4-Object,F4-SrndQuery,F4-Float,F4-void,F4-double,F4-StringBuilder,F4-Path,F4-int,F4-String,F4-Class,F4-Iterator,F8-DocumentsWriterFlushControl,F8-LocalFsFile,F8-TernaryTree,F8-BytesHash,F8-ReaderWrapper,F8-DirectoryFile,F8-Correction,F8-ToParentBlockJoinFieldComparator,F8-MockDirectoryWrapper,F8-HashCollector,F8-SolrCore,F8-TVTerms,F8-ExpiringCachedDocCollection,F8-NA,F8-ShardRequestAndParams,F8-ElevationObj,F8-Frame,F8-Block,F8-Req,F8-CompoundToken,F11-val,F11-term,F11-scorer,F11-NA,F11-collection,F11-log,F11-startOffset,F11-failedPings,F11-field,F11-EOF,F11-start,F11-token,F11-replica,F11-propertyName,F11-endOffset,F11-vs,F11-UTF_8,F11-fst,F11-query,F11-comp,F94,F95,F21,F109,F20,F23,F22,F79,F111,F112,F113,F116,F117,F118,F119,F120,F110,F121,F122,F123,F114,F115,F61,F77,F88,F70,F41,F40,F43,F42,F45,F44,F46,F126,F127,F128,F129,F36,F130,F35,F131,F38,F132,F37,F133,F134,F39,F135,F136,F137,F83,F71-ryan@apache.org,F71-chrism@apache.org,F71-anshum@apache.org,F71-shalin@apache.org,F71-rmuir@apache.org,F71-sarowe@apache.org,F71-simonw@apache.org,F71-hossman@apache.org,F71-jpountz@apache.org,F71-buschmi@apache.org,F71-markrmiller@apache.org,F71-noble@apache.org,F71-yonik@apache.org,F71-mikemccand@apache.org,F71-shaie@apache.org,F71-rjernst@apache.org,F71-romseygeek@apache.org,F71-erick@apache.org,F71-dweiss@apache.org,F71-uschindler@apache.org,F74,F73,F84,F146,category
4679,org/apache/lucene/analysis,org/apache/lucene/analysis/BaseTokenStreamTestCase.java,97,True,0,44,1209,4,0,237,1,58,0.504721930745,721,126,0.174757281553,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,2,STYLE,0.0446716899892,REC_CATCH_EXCEPTION,20,3,1,0.00803701899659,0.000487092060399,0.0002435460302,-1.0,0.253012048193,0.00429538526505,0.3889216264,0.591203304194,-0.277108433735,0.0182992465016,0.165231431647,0.591203304194,-0.878787878788,-1.0,91,14363,1840,18254,44,0.05,1,19,25,64,0.00963070246541,975,579,278,1832,1,396,1,0.1551290456,2,8457,0,2957,454,0,11868,5500,0.0899652084713,617,0,1,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,1,1,4508,25862,234,4125,1
4679,org/apache/lucene/analysis,org/apache/lucene/analysis/BaseTokenStreamTestCase.java,97,True,0,44,1209,4,0,237,1,58,0.112277019937,721,126,0.174757281553,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,2,STYLE,0.0279870828848,BC_UNCONFIRMED_CAST,20,3,1,0.00803701899659,0.000487092060399,0.0002435460302,-1.0,0.230769230769,0.00403442711135,0.3889216264,0.591203304194,-0.384615384615,0.0182992465016,0.165231431647,0.591203304194,-0.878787878788,-1.0,93,14606,1901,18497,44,0.05,1,19,25,64,0.00963070246541,975,579,278,1832,1,396,1,0.1551290456,2,8457,0,2957,454,0,11868,5500,0.0899652084713,617,0,1,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,1,1,4508,25862,234,4125,1
19865,org/apache/lucene/util,org/apache/lucene/util/AttributeSource.java,2075,True,30,23,5388,5,7,1090,10,259,0.713656387665,253,155,0.612648221344,0.577510040161,17,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,2,STYLE,0.045748116254,EQ_DOESNT_OVERRIDE_EQUALS,17,2,160,0.0214320506576,0.000487092060399,0.038967364832,1.0,0.952941176471,0.00101918842403,0.3889216264,0.591203304194,0.905882352941,0.0182992465016,0.165231431647,0.591203304194,2.97727272727,160.0,40,17035,2324,20926,285,0.0,96,495,-210,876,0.0283042202668,1461,195,64,1720,0,1266,0,0.142565725438,0,32613,0,13521,948,0,47082,19092,0.124256557267,967,1,0,0,0,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0,1,4858,25862,1,3892,0
19865,org/apache/lucene/util,org/apache/lucene/util/AttributeSource.java,2075,True,30,23,5388,5,7,1090,10,259,0.713656387665,253,155,0.612648221344,0.577510040161,17,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,2,STYLE,0.045748116254,EQ_DOESNT_OVERRIDE_EQUALS,17,2,160,0.0214320506576,0.000487092060399,0.038967364832,1.0,0.952941176471,0.00101918842403,0.3889216264,0.591203304194,0.905882352941,0.0182992465016,0.165231431647,0.591203304194,2.97727272727,160.0,40,17035,2324,20926,285,0.0,96,495,-210,876,0.0283042202668,1461,195,64,1720,0,1266,0,0.142565725438,0,32613,0,13521,948,0,47082,19092,0.124256557267,967,1,0,0,0,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0,1,4858,25862,1,3892,0
10892,org/apache/lucene/analysis,org/apache/lucene/analysis/CannedBinaryTokenStream.java,914,True,0,2,1209,4,0,237,1,58,0.773722627737,89,28,0.314606741573,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,4,STYLE,0.0279870828848,BC_UNCONFIRMED_CAST,20,3,1,0.00803701899659,0.000974184120799,0.0002435460302,1.0,0.230769230769,0.00403442711135,0.3889216264,0.591203304194,-0.384615384615,0.0182992465016,0.165231431647,0.591203304194,-0.878787878788,-0.5,3,7001,914,10892,44,0.0,1,19,25,64,0.00963070246541,4,3,0,7,0,1,0,0.000300733236513,0,8457,0,2957,454,0,11868,5500,0.0899652084713,1794,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,5685,25862,234,4125,0
10892,org/apache/lucene/analysis,org/apache/lucene/analysis/CannedBinaryTokenStream.java,914,True,0,2,1209,4,6,237,1,58,0.956204379562,89,28,0.314606741573,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,4,CORRECTNESS,0.0024219590958,UWF_UNWRITTEN_FIELD,15,3,0,0.00803701899659,0.000974184120799,0.0,0.0,0.0,0.0,0.25625,0.531659122639,-0.777777777778,0.0018837459634,0.00941872981701,0.531659122639,-0.878787878788,-0.5,3,7001,914,10892,44,0.0,1,19,25,64,0.00963070246541,4,3,0,7,0,1,0,0.000300733236513,0,8457,0,2957,454,0,11868,5500,0.0899652084713,1794,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,5685,25862,234,4125,1
10892,org/apache/lucene/analysis,org/apache/lucene/analysis/CannedBinaryTokenStream.java,914,True,0,2,1209,4,6,237,1,58,0.956204379562,89,28,0.314606741573,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,4,CORRECTNESS,0.0024219590958,UWF_UNWRITTEN_FIELD,15,3,0,0.00803701899659,0.000974184120799,0.0,0.0,0.0,0.0,0.25625,0.531659122639,-0.777777777778,0.0018837459634,0.00941872981701,0.531659122639,-0.878787878788,-0.5,3,7001,914,10892,44,0.0,1,19,25,64,0.00963070246541,4,3,0,7,0,1,0,0.000300733236513,0,8457,0,2957,454,0,11868,5500,0.0899652084713,1794,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,5685,25862,234,4125,1
19865,org/apache/lucene/util,org/apache/lucene/util/AttributeSource.java,2075,True,30,23,5388,5,7,1090,10,259,0.713656387665,253,155,0.612648221344,0.577510040161,17,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,2,STYLE,0.045748116254,EQ_DOESNT_OVERRIDE_EQUALS,17,2,160,0.0214320506576,0.000487092060399,0.038967364832,1.0,0.952941176471,0.00101918842403,0.3889216264,0.591203304194,0.905882352941,0.0182992465016,0.165231431647,0.591203304194,2.97727272727,160.0,40,17035,2324,20926,285,0.0,96,495,-210,876,0.0283042202668,1461,195,64,1720,0,1266,0,0.142565725438,0,32613,0,13521,948,0,47082,19092,0.124256557267,967,1,0,0,0,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0,1,4858,25862,1,3892,0
4172,org/apache/lucene/analysis,org/apache/lucene/analysis/CollationTestBase.java,35,True,13,5,1209,2,4,237,3,58,0.69696969697,167,39,0.233532934132,0.675213675214,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,6,PERFORMANCE,0.0212594187298,UPM_UNCALLED_PRIVATE_METHOD,20,3,1,0.00803701899659,0.0014612761812,0.0002435460302,-1.0,0.708860759494,0.0114653990635,0.326896551724,0.167185868354,0.46835443038,0.004036598493,0.0600107642626,0.167185868354,-0.878787878788,-1.0,30,11115,1322,15006,44,0.00282685512367,1,19,25,64,0.00963070246541,538,304,0,842,4,234,8,0.0621989862628,12,8457,0,2957,454,4,11868,5500,0.0899652084713,234,0,1,0,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,1,1,4125,25862,234,4125,1
4172,org/apache/lucene/analysis,org/apache/lucene/analysis/CollationTestBase.java,35,True,0,5,1209,2,2,237,1,58,0.242424242424,167,39,0.233532934132,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,6,STYLE,0.0250269106566,URF_UNREAD_PUBLIC_OR_PROTECTED_FIELD,18,2,0,0.00803701899659,0.0014612761812,0.0,0.0,0.225806451613,0.00397313404597,0.3889216264,0.591203304194,-0.322580645161,0.0182992465016,0.165231431647,0.591203304194,-0.878787878788,-1.0,30,11115,1322,15006,44,0.00282685512367,1,19,25,64,0.00963070246541,538,304,0,842,4,234,8,0.0621989862628,12,8457,0,2957,454,4,11868,5500,0.0899652084713,234,0,1,0,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,1,1,4125,25862,234,4125,1
