F72,F54,F55,F25,F26,F62,F65,F64,F67,F34,F66,F69,F68,F101,F102,F103,F104,F105,F107,F108,F16-float,F16-DocData,F16-char[],F16-long,F16-Iterator<Number>,F16-Object,F16-NA,F16-void,F16-int,F16-double,F16-Query,F16-Iterator<BytesRef>,F16-boolean,F16-Collection<ContentStream>,F16-String,F16-Iterator<String>,F16-NamedList,F16-Void,F16-byte,F16-BytesRef,F3-NA,F3-CharSequence,F3-int[],F3-Class,F3-StringBuilder,F3-Among[],F3-byte[],F3-boolean,F3-FileInputStream,F3-char,F3-Bits,F3-String,F3-long,F3-CharStream,F3-int,F3-ValueSource,F3-char[],F3-getBoost(),F3-long[],F3-Path,F7-|,F7-^,F7-++,F7-%,F7-&,F7-*,F7-+,F7-^=,F7--,F7-/,F7--=,F7-+=,F7-NA,F12-long,F12-int,F12-BytesRef,F12-NA,F12-boolean,F12-Logger,F12-String[],F12-BytesRefBuilder,F12-NamedList,F12-String,F12-Scorer,F12-TermsEnum,F12-List<String>,F12-Token,F12-float,F12-QParser,F12-Boolean,F12-IndexInput,F12-SolrParams,F12-List<AnalysisPhase>,F17-abstract,F17-static,F17-final,F17-static-final,F17-NA,F2-Path,F2-StringBuilder,F2-Class,F2-HungarianStemmer,F2-StandardSyntaxParser,F2-UAX29URLEmailTokenizerImpl,F2-NA,F2-QueryParserTokenManager,F2-Integer,F2-Files,F2-QueryParser,F2-Object,F2-String,F2-Map,F2-PorterStemmer,F2-Long,F2-System,F2-Float,F2-File,F2-HTMLStripCharFilter,F6-java.lang.Exception,F6-NA,F6-java.lang.Long,F6-org.apache.lucene.queryparser.surround.parser.Token,F6-java.io.FileInputStream,F6-java.lang.UnsupportedOperationException,F6-java.lang.IllegalStateException,F6-java.io.DataInputStream,F6-org.apache.solr.parser.Token,F6-org.apache.solr.search.IntFloatOpenHashMap,F6-org.apache.lucene.codecs.simpletext.AlreadyClosedException,F6-java.lang.Character,F6-java.lang.Integer,F6-java.io.File,F6-org.apache.solr.update.FSDataFastInputStream,F6-java.lang.StringBuilder,F6-org.apache.solr.uima.processor.JCasPool,F6-java.lang.Double,F6-org.apache.solr.client.solrj.impl.BasicHeader,F6-java.io.BufferedReader,F13-private,F13-NA,F13-protected,F13-public,F18-protected,F18-private,F18-NA,F18-public,F14-static-final,F14-static,F14-NA,F14-final,F1-size,F1-getLatestSchema,F1-NA,F1-add,F1-jj_ntk,F1-r_mark_regions,F1-getClass,F1-clone,F1-jj_consume_token,F1-iterator,F1-find_among_b,F1-get,F1-equals,F1-append,F1-compareTo,F1-slice_from,F1-charAt,F1-getName,F1-toString,F1-length,F5-java.util.zip.InflaterInputStream,F5-java.lang.Object,F5-SolrQueryRequestBase,F5-NA,F5-java.lang.Error,F5-MultiTermQueryWrapperFilter,F5-java.lang.Thread,F5-java.io.FilterOutputStream,F5-java.util.Hashtable,F5-java.io.InputStream,F5-java.io.FilterInputStream,F5-FastInputStream,F5-java.lang.Number,F5-java.lang.Throwable,F5-java.lang.RuntimeException,F5-java.io.Reader,F5-java.util.AbstractList,F5-java.lang.AbstractStringBuilder,F5-java.io.OutputStream,F5-java.util.AbstractSet,F9-bits,F9-request,F9-name,F9-shardName,F9-a,F9-boostedMap,F9-field,F9-map,F9-indexedField,F9-hi,F9-numDeadServersToTry,F9-expirationThresholdMilllis,F9-min,F9-source,F9-NA,F9-cached,F9-cachedAt,F9-servers,F9-sources,F9-length,F10-NA,F10-true,F19-NA,F19-abstract,F15-NA,F15-private,F15-protected,F15-public,F0-NA,F4-NA,F4-boolean,F4-InputStream,F4-File[],F4-long,F4-QueryNode,F4-char,F4-Token,F4-Object,F4-SrndQuery,F4-Float,F4-void,F4-List,F4-double,F4-StringBuilder,F4-Path,F4-int,F4-String,F4-Class,F4-Iterator,F8-DocumentsWriterFlushControl,F8-LocalReplicator,F8-TernaryTree,F8-CollectionShardAdminRequest,F8-InputWindowToken,F8-IntervalFacet,F8-Correction,F8-MockDirectoryWrapper,F8-SolrCore,F8-CombineSuggestionWrapper,F8-CurrentLevel,F8-TVTerms,F8-ExpiringCachedDocCollection,F8-NA,F8-ElevationObj,F8-Frame,F8-JavaUtilRegexMatcher,F8-Block,F8-Req,F8-CompoundToken,F11-term,F11-scorer,F11-propertyValue,F11-NA,F11-collection,F11-log,F11-node,F11-startOffset,F11-failedPings,F11-field,F11-start,F11-token,F11-replica,F11-propertyName,F11-endOffset,F11-vs,F11-_name,F11-clauses,F11-query,F11-state,F94,F95,F21,F109,F20,F23,F22,F79,F111,F112,F113,F116,F117,F118,F119,F120,F110,F121,F122,F123,F114,F115,F61,F77,F88,F70,F41,F40,F43,F42,F45,F44,F46,F126,F127,F128,F129,F36,F130,F35,F131,F38,F132,F37,F133,F134,F39,F135,F136,F137,F83,F71-ryan@apache.org,F71-chrism@apache.org,F71-anshum@apache.org,F71-shalin@apache.org,F71-rmuir@apache.org,F71-sarowe@apache.org,F71-simonw@apache.org,F71-gsingers@apache.org,F71-hossman@apache.org,F71-jpountz@apache.org,F71-markrmiller@apache.org,F71-noble@apache.org,F71-yonik@apache.org,F71-mikemccand@apache.org,F71-shaie@apache.org,F71-rjernst@apache.org,F71-erick@apache.org,F71-romseygeek@apache.org,F71-dweiss@apache.org,F71-uschindler@apache.org,F74,F73,F84,F146,category
4679,org/apache/lucene/analysis,org/apache/lucene/analysis/BaseTokenStreamTestCase.java,7,True,0,44,1184,4,0,237,1,57,0.504721930745,721,126,0.174757281553,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,2,STYLE,0.0470025330706,REC_CATCH_EXCEPTION,20,3,1,0.00892133008921,0.000540686672074,0.000270343336037,-1.0,0.335329341317,0.00518333893416,0.4166150031,0.605495812547,-0.0958083832335,0.0256121587391,0.171122994652,0.605495812547,-0.878787878788,-1.0,90,13630,1750,18254,36,0.0249292805541,11,34,2,81,0.0191504173194,891,593,55,1539,4,298,3,0.132582775306,12,7950,5,3603,180,-1,11733,4347,0.0912205148021,55,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,1,1,4679,25862,55,4679,open
4679,org/apache/lucene/analysis,org/apache/lucene/analysis/BaseTokenStreamTestCase.java,7,True,0,44,1184,4,0,237,1,57,0.112277019937,721,126,0.174757281553,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,2,STYLE,0.0281452293836,BC_UNCONFIRMED_CAST,20,3,1,0.00892133008921,0.000540686672074,0.000270343336037,-1.0,0.23,0.00411860465116,0.4166150031,0.605495812547,-0.35,0.0256121587391,0.171122994652,0.605495812547,-0.878787878788,-1.0,92,13873,1811,18497,36,0.0249292805541,11,34,2,81,0.0191504173194,891,593,55,1539,4,298,3,0.132582775306,12,7950,5,3603,180,-1,11733,4347,0.0912205148021,55,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,1,1,4679,25862,55,4679,open
19865,org/apache/lucene/util,org/apache/lucene/util/AttributeSource.java,1985,True,30,23,5733,5,7,1098,10,239,0.713656387665,253,155,0.612648221344,0.577510040161,17,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,2,STYLE,0.0430622009569,EQ_DOESNT_OVERRIDE_EQUALS,17,2,144,0.0227088402271,0.000540686672074,0.0389294403893,1.0,0.947712418301,0.00115240908138,0.4166150031,0.605495812547,0.901960784314,0.0256121587391,0.171122994652,0.605495812547,2.95238095238,144.0,40,16302,2234,20926,883,0.00701754385965,71,794,89,1748,0.0375445950506,1461,195,64,1720,2,1266,2,0.142565725438,4,27405,0,10239,901,0,38545,17166,0.111908402421,234,1,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,4858,25862,10,4634,close
19865,org/apache/lucene/util,org/apache/lucene/util/AttributeSource.java,1985,True,30,23,5733,5,7,1098,10,239,0.713656387665,253,155,0.612648221344,0.577510040161,17,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,2,STYLE,0.0430622009569,EQ_DOESNT_OVERRIDE_EQUALS,17,2,144,0.0227088402271,0.000540686672074,0.0389294403893,1.0,0.947712418301,0.00115240908138,0.4166150031,0.605495812547,0.901960784314,0.0256121587391,0.171122994652,0.605495812547,2.95238095238,144.0,40,16302,2234,20926,883,0.00701754385965,71,794,89,1748,0.0375445950506,1461,195,64,1720,2,1266,2,0.142565725438,4,27405,0,10239,901,0,38545,17166,0.111908402421,234,1,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,4858,25862,10,4634,close
10892,org/apache/lucene/analysis,org/apache/lucene/analysis/CannedBinaryTokenStream.java,824,True,0,2,1184,4,0,237,1,57,0.773722627737,89,28,0.314606741573,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,4,STYLE,0.0281452293836,BC_UNCONFIRMED_CAST,20,3,1,0.00892133008921,0.00108137334415,0.000270343336037,1.0,0.23,0.00411860465116,0.4166150031,0.605495812547,-0.35,0.0256121587391,0.171122994652,0.605495812547,-0.878787878788,-0.5,3,6268,824,10892,36,0.0,11,34,2,81,0.0191504173194,4,3,0,7,0,1,0,0.000300733236513,0,7950,0,3603,180,0,11733,4347,0.0912205148021,1061,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,5685,25862,55,4679,close
10892,org/apache/lucene/analysis,org/apache/lucene/analysis/CannedBinaryTokenStream.java,824,True,0,2,1184,4,6,237,1,57,0.956204379562,89,28,0.314606741573,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,4,CORRECTNESS,0.00140726146918,UWF_UNWRITTEN_FIELD,15,3,0,0.00892133008921,0.00108137334415,0.0,0.0,0.0,0.0,0.278911564626,0.427829150317,-0.6,0.00253307064453,0.00985083028427,0.427829150317,-0.878787878788,-0.5,3,6268,824,10892,36,0.0,11,34,2,81,0.0191504173194,4,3,0,7,0,1,0,0.000300733236513,0,7950,0,3603,180,0,11733,4347,0.0912205148021,1061,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,5685,25862,55,4679,open
10892,org/apache/lucene/analysis,org/apache/lucene/analysis/CannedBinaryTokenStream.java,824,True,0,2,1184,4,6,237,1,57,0.956204379562,89,28,0.314606741573,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,4,CORRECTNESS,0.00140726146918,UWF_UNWRITTEN_FIELD,15,3,0,0.00892133008921,0.00108137334415,0.0,0.0,0.0,0.0,0.278911564626,0.427829150317,-0.6,0.00253307064453,0.00985083028427,0.427829150317,-0.878787878788,-0.5,3,6268,824,10892,36,0.0,11,34,2,81,0.0191504173194,4,3,0,7,0,1,0,0.000300733236513,0,7950,0,3603,180,0,11733,4347,0.0912205148021,1061,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,5685,25862,55,4679,open
19865,org/apache/lucene/util,org/apache/lucene/util/AttributeSource.java,1985,True,30,23,5733,5,7,1098,10,239,0.713656387665,253,155,0.612648221344,0.577510040161,17,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,2,STYLE,0.0430622009569,EQ_DOESNT_OVERRIDE_EQUALS,17,2,144,0.0227088402271,0.000540686672074,0.0389294403893,1.0,0.947712418301,0.00115240908138,0.4166150031,0.605495812547,0.901960784314,0.0256121587391,0.171122994652,0.605495812547,2.95238095238,144.0,40,16302,2234,20926,883,0.00701754385965,71,794,89,1748,0.0375445950506,1461,195,64,1720,2,1266,2,0.142565725438,4,27405,0,10239,901,0,38545,17166,0.111908402421,234,1,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,4858,25862,10,4634,close
6742,org/apache/lucene/analysis,org/apache/lucene/analysis/CollationTestBase.java,294,True,13,5,1184,2,4,237,3,57,0.688888888889,161,39,0.242236024845,0.675213675214,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,6,PERFORMANCE,0.0213903743316,UPM_UNCALLED_PRIVATE_METHOD,20,3,1,0.00892133008921,0.00162206001622,0.000270343336037,-1.0,0.710526315789,0.0114265927978,0.339130434783,0.187020234719,0.486842105263,0.00591049817056,0.0607936954686,0.187020234719,-0.878787878788,-1.0,28,10382,1232,15006,36,0.0,11,34,2,81,0.0191504173194,530,300,0,830,0,230,0,0.0661571283387,0,7950,0,3603,180,0,11733,4347,0.0912205148021,1079,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,5703,25862,55,4679,open
6742,org/apache/lucene/analysis,org/apache/lucene/analysis/CollationTestBase.java,294,True,0,5,1184,2,2,237,1,57,0.24,161,39,0.242236024845,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,6,STYLE,0.0236419926822,URF_UNREAD_PUBLIC_OR_PROTECTED_FIELD,18,2,0,0.00892133008921,0.00162206001622,0.0,0.0,0.261904761905,0.00449559668829,0.4166150031,0.605495812547,-0.261904761905,0.0256121587391,0.171122994652,0.605495812547,-0.878787878788,-1.0,28,10382,1232,15006,36,0.0,11,34,2,81,0.0191504173194,530,300,0,830,0,230,0,0.0661571283387,0,7950,0,3603,180,0,11733,4347,0.0912205148021,1079,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,5703,25862,55,4679,open
