F116,F115,F117,F121,F110,F64,F104,F101,F68,F72,F22,F77,status
1.0,1.0,0.3,0.00325732899023,-0.4,520.0,0.413366336634,0.156891495601,7.0,11856.0,2.0,7377.0,close
1.0,1.0,0.105263157895,0.00325732899023,-0.789473684211,520.0,0.413366336634,0.33284457478,7.0,11856.0,2.0,7377.0,close
1.0,1.0,0.105263157895,0.00325732899023,-0.789473684211,520.0,0.413366336634,0.328445747801,7.0,11856.0,2.0,7377.0,close
1.0,1.0,0.4,0.198697068404,-0.2,67.0,0.300970873786,0.966666666667,1.0,8614.0,3.0,4135.0,close
1.0,0.5,0.857142857143,0.0358306188925,0.714285714286,1021.0,0.133051742344,0.341609589041,13.0,13761.0,2.0,2485.0,close
-1.0,0.5,0.3,0.00325732899023,-0.4,1021.0,0.133051742344,0.906678082192,13.0,13761.0,2.0,7145.0,open
0.0,0.5,0.709677419355,0.0390879478827,0.41935483871,1021.0,0.133051742344,0.261130136986,13.0,13761.0,3.0,9282.0,open
0.0,0.5,0.709677419355,0.0390879478827,0.41935483871,1021.0,0.133051742344,0.862157534247,13.0,13761.0,3.0,9282.0,open
1.0,1.0,0.857142857143,0.0358306188925,0.714285714286,1021.0,0.5,0.805418719212,13.0,7835.0,2.0,6979.0,close
1.0,1.0,0.3,0.00325732899023,-0.4,1021.0,0.5,0.399014778325,13.0,7835.0,2.0,6979.0,close
0.0,1.0,0.881355932203,0.198697068404,0.762711864407,1545.0,0.485714285714,0.508771929825,24.0,8608.0,3.0,4129.0,open
-0.5,-1.0,0.45,0.0358306188925,-0.1,1545.0,0.454545454545,0.890977443609,24.0,12838.0,3.0,7377.0,open
0.0,-0.333333333333,0.881355932203,0.198697068404,0.762711864407,1545.0,0.255033557047,0.198113207547,24.0,11455.0,3.0,3317.0,open
0.0,1.0,0.881355932203,0.198697068404,0.762711864407,1545.0,1.09677419355,0.452054794521,24.0,10273.0,3.0,9282.0,open
1.0,1.0,0.627450980392,0.0309446254072,0.274509803922,1545.0,0.63,0.393617021277,24.0,10273.0,1.0,7697.0,close
1.0,1.0,0.627450980392,0.0309446254072,0.274509803922,1545.0,0.63,0.531914893617,24.0,10273.0,1.0,7697.0,close
0.5,1.0,0.45,0.0358306188925,-0.1,1545.0,0.63,0.565159574468,24.0,10273.0,3.0,7697.0,close
