F72,F54,F55,F25,F26,F62,F65,F64,F67,F34,F66,F69,F68,F101,F102,F103,F104,F105,F107,F108,F16-InvocationHandler,F16-List<String>,F16-StringBuffer,F16-Boolean,F16-Object,F16-NA,F16-void,F16-int,F16-Character,F16-Double,F16-String,F16-Double[],F16-Integer,F16-StrBuilder,F16-Boolean[],F16-Short[],F16-Short,F16-Integer[],F16-Float[],F16-Character[],F3-NA,F3-ArrayUtils.isSameLength(nullArray nullArray),F3-new ToStringBuilder(base).append(array).toString(),F3-Integer,F3-int[],F3-ArrayUtils.toObject(b),F3-Throwable,F3-!new EqualsBuilder().append(obj1 obj2).isEquals(),F3-null,F3-byte[],F3-boolean,F3-new EqualsBuilder().append(obj1 obj2).isEquals(),F3-char,F3-String,F3-boolean[],F3-int,F3-ArrayUtils.isSorted(array),F3-ArrayUtils.nullToEmpty(original),F3-short[],F3-ArrayUtils.EMPTY_CHAR_ARRAY,F7--,F7--=,F7-+=,F7-&,F7-NA,F7-*,F7-+,F12-long,F12-Integer,F12-Random,F12-int,F12-Object,F12-NA,F12-String,F17-final,F17-static-final,F17-NA,F2-Class,F2-StringBuilder,F2-NA,F2-Integer,F2-ByteArrayOutputStream,F2-TimeZone,F2-Executors,F2-String,F2-TreeSet<Entry<String Integer>>,F2-DurationFormatUtils,F2-ExceptionUtilsTest,F2-List<VetoableChangeListener>,F2-AccessibleObject,F2-Reader,F2-Class<>,F2-ToStringBuilderTest,F2-BooleanUtils,F2-TestSubObject,F2-Locale,F2-Token,F6-java.io.ByteArrayOutputStream,F6-org.apache.commons.lang3.text.translate.NumericEntityUnescaper,F6-java.util.Random,F6-NA,F6-org.apache.commons.lang3.mutable.MutableInt,F6-java.io.PrintStream,F6-org.apache.commons.lang3.mutable.MutableShort,F6-java.lang.Character,F6-java.lang.Integer,F6-org.apache.commons.lang3.builder.HashCodeBuilder,F6-org.apache.commons.lang3.builder.EqualsBuilder,F6-org.apache.commons.lang3.builder.ToStringBuilderTest.SelfInstanceTwoVarsReflectionTestFixture,F6-java.lang.String,F6-org.apache.commons.lang3.mutable.MutableFloat,F6-org.apache.commons.lang3.mutable.MutableLong,F6-org.apache.commons.lang3.builder.ToStringBuilder,F6-java.lang.Thread,F6-java.util.TreeSet<java.util.Map.Entry<java.lang.String java.lang.Integer>>,F6-org.apache.commons.lang3.text.StrBuilder,F6-java.lang.CloneNotSupportedException,F13-private,F13-NA,F18-private,F18-NA,F18-public,F14-static-final,F14-NA,F14-final,F1-NA,F1-assertSame,F1-getDeclaredField,F1-assertEquals,F1-getFraction,F1-assertReflectionArray,F1-substring,F1-assertArrayEquals,F1-asReader,F1-constantFuture,F1-reverse,F1-compareTo,F1-charAt,F1-assertFalse,F1-valueOf,F1-toCharArray,F1-read,F1-toString,F1-toCharacterObject,F1-assertTrue,F5-java.lang.Object,F5-NA,F5-java.lang.Number,F5-java.lang.AbstractStringBuilder,F5-java.io.OutputStream,F5-java.io.FilterOutputStream,F5-java.lang.Exception,F5-java.util.AbstractSet,F9-testFixture,F9-NA,F9-length,F10-NA,F19-NA,F15-NA,F15-protected,F15-public,F0-NA,F4-NA,F4-ExecutorService,F4-Integer,F4-boolean,F4-Token[],F4-long,F4-Throwable,F4-char,F4-Boolean,F4-byte[],F4-void,F4-StringBuilder,F4-char[],F4-String,F4-int,F4-Field,F4-TimeZone,F4-Locale,F8-MutatingClient,F8-NA,F8-InspectingClient,F11-i,F11-secretField,F11-NA,F11-excludedField,F11-N,F11-object,F11-serialVersionUID,F11-random,F11-includedField,F11-showField,F94,F95,F21,F109,F20,F23,F22,F79,F111,F112,F113,F116,F117,F118,F119,F120,F110,F121,F122,F123,F114,F115,F61,F77,F88,F70,F41,F40,F43,F42,F45,F44,F46,F126,F127,F128,F129,F36,F130,F35,F131,F38,F132,F37,F133,F134,F39,F135,F136,F137,F83,F71-jcarman@apache.org,F71-pbenedict@apache.org,F71-britter@apache.org,F71-niallp@apache.org,F71-datalorax@gmail.com,F71-chas@apache.org,F71-oheger@apache.org,F71-felipeadsc@gmail.com,F71-brentworden@apache.org,F71-kinow@apache.org,F71-792626757@qq.com,F71-mcucchiara@apache.org,F71-beradrian@yahoo.com,F71-ggregory@apache.org,F71-bayard@apache.org,F71-djones@apache.org,F71-joehni@apache.org,F71-scolebourne@apache.org,F71-mbenson@apache.org,F71-sebb@apache.org,F74,F73,F84,F146,category,status
2238,org/apache/commons/lang3,org/apache/commons/lang3/AnnotationUtilsTest.java,1751,True,6,11,21104,5,7,2139,1,135,0.440828402367,461,19,0.0412147505423,0.666666666667,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,364,2,BAD_PRACTICE,0.00381679389313,NM_CONFUSING,19,3,0,0.453865336658,0.00249376558603,0.000623441396509,-0.5,0.0,0.0,0.0361445783133,0.18169158562,-1.0,0.00381679389313,0.0,0.18169158562,-0.912087912088,-1.0,18,1785,1751,2238,2237,0.000659195781147,7590,242,1995,10069,0.0411359117453,686,69,3,758,1,617,0,0.229146969423,1,52696,0,26851,8990,-1,88537,25845,0.136399878139,54,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,509,4805,2,454,open,open
2238,org/apache/commons/lang3,org/apache/commons/lang3/AnnotationUtilsTest.java,1751,True,0,11,21104,5,14,2139,1,135,0.889546351085,461,19,0.0412147505423,1.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,364,2,PERFORMANCE,0.103053435115,SIC_INNER_SHOULD_BE_STATIC_ANON,20,3,0,0.453865336658,0.00249376558603,0.0,0.0,0.111111111111,0.00897867564534,0.102702702703,0.013301322508,-0.777777777778,0.0101781170483,0.0165394402036,0.013301322508,-0.912087912088,-1.0,18,1785,1751,2238,2237,0.000659195781147,7590,242,1995,10069,0.0411359117453,686,69,3,758,1,617,0,0.229146969423,1,52696,0,26851,8990,-1,88537,25845,0.136399878139,54,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,509,4805,2,454,open,open
2562,org/apache/commons/lang3,org/apache/commons/lang3/ArrayUtils.java,2028,True,14,289,21104,2,12,2139,5,135,0.487393893323,2961,4561,1.54035798717,0.642857142857,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,364,46,STYLE,0.0101781170483,FE_FLOATING_POINT_EQUALITY,20,3,2,0.453865336658,0.0573566084788,0.00249376558603,-1.0,0.0,0.0,0.0421836228288,0.240251623123,-1.0,0.00254452926209,0.0216284987277,0.240251623123,-0.912087912088,-1.0,72,2109,2028,2562,2237,0.415216272408,7590,242,1995,10069,0.0411359117453,5952,4761,7643,18356,117,1191,790,0.320892054288,8487,52696,7580,26851,8990,673,88537,25845,0.136399878139,2,1,1,1,1,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,454,4805,2,454,open,open
2562,org/apache/commons/lang3,org/apache/commons/lang3/ArrayUtils.java,2028,True,14,289,21104,2,12,2139,5,135,0.513619662993,2961,4561,1.54035798717,0.642857142857,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,364,46,STYLE,0.0101781170483,FE_FLOATING_POINT_EQUALITY,20,3,2,0.453865336658,0.0573566084788,0.00249376558603,-1.0,0.0,0.0,0.0421836228288,0.240251623123,-1.0,0.00254452926209,0.0216284987277,0.240251623123,-0.912087912088,-1.0,72,2109,2028,2562,2237,0.415216272408,7590,242,1995,10069,0.0411359117453,5952,4761,7643,18356,117,1191,790,0.320892054288,8487,52696,7580,26851,8990,673,88537,25845,0.136399878139,2,1,1,1,1,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,454,4805,2,454,open,open
2562,org/apache/commons/lang3,org/apache/commons/lang3/ArrayUtils.java,2028,True,17,289,21104,2,12,2139,6,135,0.499556569112,2961,4561,1.54035798717,0.705882352941,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,364,46,STYLE,0.0101781170483,FE_FLOATING_POINT_EQUALITY,20,3,2,0.453865336658,0.0573566084788,0.00249376558603,-1.0,0.0,0.0,0.0421836228288,0.240251623123,-1.0,0.00254452926209,0.0216284987277,0.240251623123,-0.912087912088,-1.0,72,2109,2028,2562,2237,0.415216272408,7590,242,1995,10069,0.0411359117453,5952,4761,7643,18356,117,1191,790,0.320892054288,8487,52696,7580,26851,8990,673,88537,25845,0.136399878139,2,1,1,1,1,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,454,4805,2,454,open,open
2562,org/apache/commons/lang3,org/apache/commons/lang3/ArrayUtils.java,2028,True,17,289,21104,2,12,2139,6,135,0.519320917268,2961,4561,1.54035798717,0.705882352941,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,364,46,STYLE,0.0101781170483,FE_FLOATING_POINT_EQUALITY,20,3,2,0.453865336658,0.0573566084788,0.00249376558603,-1.0,0.0,0.0,0.0421836228288,0.240251623123,-1.0,0.00254452926209,0.0216284987277,0.240251623123,-0.912087912088,-1.0,72,2109,2028,2562,2237,0.415216272408,7590,242,1995,10069,0.0411359117453,5952,4761,7643,18356,117,1191,790,0.320892054288,8487,52696,7580,26851,8990,673,88537,25845,0.136399878139,2,1,1,1,1,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,454,4805,2,454,open,open
2562,org/apache/commons/lang3,org/apache/commons/lang3/ArrayUtils.java,2028,True,6,289,21104,2,12,2139,2,135,0.0513112884835,2961,4561,1.54035798717,0.5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,364,46,STYLE,0.0636132315522,PZLA_PREFER_ZERO_LENGTH_ARRAYS,20,3,9,0.453865336658,0.0573566084788,0.0112219451372,-1.0,0.1,0.00391304347826,0.0421836228288,0.240251623123,-0.8,0.00254452926209,0.0216284987277,0.240251623123,-0.912087912088,-1.0,72,2109,2028,2562,2237,0.415216272408,7590,242,1995,10069,0.0411359117453,5952,4761,7643,18356,117,1191,790,0.320892054288,8487,52696,7580,26851,8990,673,88537,25845,0.136399878139,2,1,1,1,1,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,454,4805,2,454,open,open
2562,org/apache/commons/lang3,org/apache/commons/lang3/ArrayUtils.java,2028,True,6,289,21104,2,12,2139,2,135,0.049284175852,2961,4561,1.54035798717,0.5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,364,46,STYLE,0.0636132315522,PZLA_PREFER_ZERO_LENGTH_ARRAYS,20,3,9,0.453865336658,0.0573566084788,0.0112219451372,-1.0,0.1,0.00391304347826,0.0421836228288,0.240251623123,-0.8,0.00254452926209,0.0216284987277,0.240251623123,-0.912087912088,-1.0,72,2109,2028,2562,2237,0.415216272408,7590,242,1995,10069,0.0411359117453,5952,4761,7643,18356,117,1191,790,0.320892054288,8487,52696,7580,26851,8990,673,88537,25845,0.136399878139,2,1,1,1,1,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,454,4805,2,454,open,open
2562,org/apache/commons/lang3,org/apache/commons/lang3/ArrayUtils.java,2028,True,6,289,21104,2,12,2139,2,135,0.0533384011149,2961,4561,1.54035798717,0.5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,364,46,STYLE,0.0636132315522,PZLA_PREFER_ZERO_LENGTH_ARRAYS,20,3,9,0.453865336658,0.0573566084788,0.0112219451372,-1.0,0.1,0.00391304347826,0.0421836228288,0.240251623123,-0.8,0.00254452926209,0.0216284987277,0.240251623123,-0.912087912088,-1.0,72,2109,2028,2562,2237,0.415216272408,7590,242,1995,10069,0.0411359117453,5952,4761,7643,18356,117,1191,790,0.320892054288,8487,52696,7580,26851,8990,673,88537,25845,0.136399878139,2,1,1,1,1,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,454,4805,2,454,open,open
2562,org/apache/commons/lang3,org/apache/commons/lang3/ArrayUtils.java,2028,True,6,289,21104,2,12,2139,2,135,0.0553655137464,2961,4561,1.54035798717,0.5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,364,46,STYLE,0.0636132315522,PZLA_PREFER_ZERO_LENGTH_ARRAYS,20,3,9,0.453865336658,0.0573566084788,0.0112219451372,-1.0,0.1,0.00391304347826,0.0421836228288,0.240251623123,-0.8,0.00254452926209,0.0216284987277,0.240251623123,-0.912087912088,-1.0,72,2109,2028,2562,2237,0.415216272408,7590,242,1995,10069,0.0411359117453,5952,4761,7643,18356,117,1191,790,0.320892054288,8487,52696,7580,26851,8990,673,88537,25845,0.136399878139,2,1,1,1,1,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,454,4805,2,454,open,open
