F72,F54,F55,F25,F26,F62,F65,F64,F67,F34,F66,F69,F68,F101,F102,F103,F104,F105,F107,F108,F16-Comparable<String>,F16-String[],F16-Comparable<Boolean>,F16-Map<String String>,F16-List<ObjectName>,F16-long,F16-Object,F16-PreparedStatement,F16-NA,F16-void,F16-SSLSupport,F16-int,F16-boolean,F16-Comparable<Date>,F16-ELContextImpl,F16-String,F16-Method,F16-JspApplicationContext,F16-Void,F16-WebResource,F3-NA,F3-Session,F3-Integer,F3-PooledConnectionAndInfo,F3-Class<?>[],F3-InputStream,F3-ELContext,F3-byte[],F3-MappedHost[],F3-boolean,F3-Object,F3-Object[],F3-key.getSql(),F3-String,F3-long,F3-Reader,F3-int,F3-String[],F3-ObjectName,F3-Level,F7--,F7-/,F7-&=,F7-++,F7-|=,F7-+=,F7-NA,F7-+,F12-long,F12-int,F12-HashMap<String Method>,F12-NA,F12-AtomicInteger,F12-TemplatePathMatchComparator,F12-boolean,F12-byte[],F12-String,F12-Comparator<Session>,F17-static,F17-final,F17-static-final,F17-NA,F2-StringBuilder,F2-InstanceKeyDataSource,F2-ELParser,F2-Thread,F2-NA,F2-ReentrantLock,F2-SimpleCharStream,F2-MBeanServer,F2-Buffer,F2-Properties,F2-Object,F2-Connection,F2-String,F2-JDBCStore,F2-AccessibleObject,F2-Class<>,F2-System,F2-Map<String LockRecord>,F2-Statement,F2-File,F6-java.io.ByteArrayOutputStream,F6-NA,F6-java.lang.Long,F6-org.apache.jasper.compiler.JspConfig.JspProperty,F6-java.io.InputStreamReader,F6-java.io.FileInputStream,F6-org.apache.el.parser.Token,F6-java.io.PrintStream,F6-java.net.URL,F6-java.lang.Float,F6-java.lang.Integer,F6-java.io.File,F6-java.lang.String,F6-java.lang.StringBuilder,F6-org.apache.tomcat.jni.Library,F6-java.util.Date,F6-java.lang.Double,F6-org.apache.catalina.ha.context.ReplicatedContext.ReplApplContext,F6-java.io.BufferedReader,F6-org.apache.el.parser.PropertyNotFoundException,F13-private,F13-NA,F13-protected,F18-private,F18-NA,F18-public,F14-static-final,F14-NA,F14-final,F1-invoke,F1-ReInit,F1-delete,F1-NA,F1-jj_ntk,F1-close,F1-prepareStatement,F1-jj_consume_token,F1-getString,F1-getBytes,F1-get,F1-execute,F1-append,F1-getConnection,F1-openNodeScope,F1-getProperty,F1-put,F1-currentTimeMillis,F1-toString,F1-list,F5-java.lang.Object,F5-NA,F5-java.io.Writer,F5-java.util.logging.Logger,F5-ApplicationContext,F5-java.lang.Thread,F5-java.io.FilterOutputStream,F5-java.util.Hashtable,F5-java.io.InputStream,F5-java.lang.Number,F5-java.io.Reader,F5-java.lang.AbstractStringBuilder,F5-javax.management.MBeanFeatureInfo,F5-java.io.OutputStream,F5-java.lang.Exception,F9-cluster,F9-encoding,F9-displayName,F9-accessed,F9-sessionIdCol,F9-sessionAppCol,F9-locks,F9-lastAccess,F9-size,F9-attributes,F9-servletClass,F9-jaasConfiguration,F9-view,F9-payload,F9-NA,F9-wrapper,F9-channel,F9-uniqueId,F9-membershipService,F9-message,F10-NA,F10-true,F19-NA,F19-interface,F15-NA,F15-private,F15-protected,F15-public,F0-NA,F4-NA,F4-String[],F4-Integer,F4-boolean,F4-Constructor,F4-InputStream,F4-long,F4-E,F4-PreparedStatement,F4-LockRecord,F4-Token,F4-Connection,F4-Object,F4-byte[],F4-File,F4-void,F4-StringBuilder,F4-String,F4-int,F4-Method,F8-AccessLogValve,F8-StandardContext,F8-LambdaExpressionComparator,F8-JarInputStreamWrapper,F8-StandardWrapper,F8-ResultSetProxy,F8-GatherState<A>,F8-McastService,F8-MapMessage,F8-JAASRealm,F8-HostManagerServlet,F8-ContextService,F8-ChannelData,F8-AbstractReplicatedMap<K V>,F8-CoordinationEvent,F8-JDBCStore,F8-NA,F8-FaultyMember,F8-ObjectReader,F8-ChannelCoordinator,F11-START_DATA,F11-INSTANCE,F11-type,F11-fnmap,F11-class_name,F11-NA,F11-serialVersionUID,F11-comparator,F11-submittedCount,F11-hasHashCode,F11-hashCode,F94,F95,F21,F109,F20,F23,F22,F79,F111,F112,F113,F116,F117,F118,F119,F120,F110,F121,F122,F123,F114,F115,F61,F77,F88,F70,F41,F40,F43,F42,F45,F44,F46,F126,F127,F128,F129,F36,F130,F35,F131,F38,F132,F37,F133,F134,F39,F135,F136,F137,F83,F71-mturk@apache.org,F71-jboynes@apache.org,F71-remm@apache.org,F71-fhanik@apache.org,F71-kfujino@apache.org,F71-funkman@apache.org,F71-costin@apache.org,F71-kkolinko@apache.org,F71-jhook@apache.org,F71-schultz@apache.org =  schultz = Christopher Schultz schultz@apache.org@apache.org,F71-markt@apache.org,F71-timw@apache.org,F71-billbarker@apache.org,F71-jfclere@apache.org,F71-rjung@apache.org,F71-pero@apache.org,F71-schultz@apache.org,F71-violetagg@apache.org,F71-markt@apache.org =  markt = Mark Emlyn David Thomas markt@apache.org@apache.org,F71-slaurent@apache.org,F74,F73,F84,F146,category,status
5214,javax/security/auth/message/callback,javax/security/auth/message/callback/PasswordValidationCallback.java,0,True,0,0,0,1,0,0,1,14,40.3,26,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,3,BAD_PRACTICE,0.0186666666667,NM_CONFUSING,19,3,0,0.00601421541826,0.00164024056862,0.000273373428103,-0.5,0.178571428571,0.0044449598021,0.260073260073,0.495061442194,-0.642857142857,0.0133333333333,0.034,0.495061442194,-1.0,-1.0,0,12781,0,17995,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,12603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17995,12603,0,open,open
17995,javax/servlet/http,javax/servlet/http/HttpServletRequestWrapper.java,0,True,3,34,719,1,0,197,1,30,0.691489361702,148,191,1.29054054054,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,1,BAD_PRACTICE,0.0186666666667,NM_CONFUSING,19,3,0,0.00273373428103,0.000546746856206,0.000273373428103,-0.5,0.178571428571,0.0044449598021,0.260073260073,0.495061442194,-0.642857142857,0.0133333333333,0.034,0.495061442194,-1.0,-1.0,23,12781,0,17995,2523,0.0769914371813,2409,1144,1379,6076,0.0755423085786,161,68,178,407,68,93,161,0.0769914371813,407,2523,178,1144,2409,93,6076,1379,0.0755423085786,2061,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,7449,17995,52,5439,open,open
17995,javax/servlet/http,javax/servlet/http/HttpServletResponseWrapper.java,0,True,6,23,719,1,0,197,1,30,2.18703703704,100,144,1.44,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,2,BAD_PRACTICE,0.0186666666667,NM_CONFUSING,19,3,0,0.00273373428103,0.00109349371241,0.000273373428103,-0.5,0.178571428571,0.0044449598021,0.260073260073,0.495061442194,-0.642857142857,0.0133333333333,0.034,0.495061442194,-1.0,-1.0,14,12781,0,17995,2523,0.0417142423168,2409,1144,1379,6076,0.0755423085786,201,10,0,211,10,191,201,0.0417142423168,211,2523,0,1144,2409,191,6076,1379,0.0755423085786,696,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,6083,17995,52,5439,open,open
17995,javax/servlet/http,javax/servlet/http/HttpServletResponseWrapper.java,0,True,6,23,719,1,0,197,1,30,2.25925925926,100,144,1.44,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,2,BAD_PRACTICE,0.0186666666667,NM_CONFUSING,19,3,0,0.00273373428103,0.00109349371241,0.000273373428103,-0.5,0.178571428571,0.0044449598021,0.260073260073,0.495061442194,-0.642857142857,0.0133333333333,0.034,0.495061442194,-1.0,-1.0,14,12781,0,17995,2523,0.0417142423168,2409,1144,1379,6076,0.0755423085786,201,10,0,211,10,191,201,0.0417142423168,211,2523,0,1144,2409,191,6076,1379,0.0755423085786,696,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,6083,17995,52,5439,open,open
17995,javax/servlet/jsp/tagext,javax/servlet/jsp/tagext/TagInfo.java,0,True,3,20,524,1,0,159,1,26,0.468271334792,158,238,1.50632911392,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18,9,BAD_PRACTICE,0.0186666666667,NM_CONFUSING,19,3,0,0.0098414434117,0.00492072170585,0.000273373428103,-0.5,0.178571428571,0.0044449598021,0.260073260073,0.495061442194,-0.642857142857,0.0133333333333,0.034,0.495061442194,-1.0,-1.0,6,12623,0,17837,1846,0.0947986889153,1763,349,1497,3958,0.0137735332677,78,15,312,405,15,63,78,0.0947986889153,405,1846,312,349,1763,63,3958,1497,0.0137735332677,4166,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9555,17995,4166,9555,open,open
17995,javax/servlet/jsp/tagext,javax/servlet/jsp/tagext/TagLibraryInfo.java,0,True,3,14,524,1,0,159,1,26,0.365384615385,80,170,2.125,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18,4,BAD_PRACTICE,0.0186666666667,NM_CONFUSING,19,3,0,0.0098414434117,0.00218698742482,0.000273373428103,-0.5,0.178571428571,0.0044449598021,0.260073260073,0.495061442194,-0.642857142857,0.0133333333333,0.034,0.495061442194,-1.0,-1.0,11,12781,0,17995,1846,0.0226099674707,1763,349,1497,3958,0.0137735332677,79,62,231,372,62,17,79,0.0226099674707,372,1846,231,349,1763,17,3958,1497,0.0137735332677,4166,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9555,17995,4166,9555,open,open
8944,javax/websocket,javax/websocket/SendResult.java,0,True,3,4,365,1,0,96,1,45,2.4358974359,17,17,1.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,BAD_PRACTICE,0.0186666666667,NM_CONFUSING,19,3,0,0.00164024056862,0.000546746856206,0.000273373428103,-0.5,0.178571428571,0.0044449598021,0.260073260073,0.495061442194,-0.642857142857,0.0133333333333,0.034,0.495061442194,-1.0,-1.0,1,3730,0,8944,570,0.0,99,129,441,798,0.177169132713,0,0,0,0,0,0,0,0.0,0,570,0,129,99,0,798,441,0.177169132713,2892,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8280,17995,1763,7151,open,open
17995,org/apache/catalina/ant,org/apache/catalina/ant/AbstractCatalinaTask.java,0,True,3,13,695,1,8,115,1,21,0.451923076923,164,94,0.573170731707,0.666666666667,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,3,BAD_PRACTICE,0.0186666666667,NM_CONFUSING,19,3,0,0.00328048113723,0.00164024056862,0.000273373428103,-0.5,0.178571428571,0.0044449598021,0.260073260073,0.495061442194,-0.642857142857,0.0133333333333,0.034,0.495061442194,-1.0,-1.0,26,12781,0,17995,1494,0.117066513832,489,221,1273,2204,0.0842845219462,251,22,3,276,22,229,251,0.117066513832,276,1494,3,221,489,229,2204,1273,0.0842845219462,388,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,5775,17995,388,5775,open,open
17995,org/apache/catalina/ant,org/apache/catalina/ant/AbstractCatalinaTask.java,0,True,3,13,695,1,8,115,1,21,1.25320512821,164,94,0.573170731707,0.666666666667,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,3,BAD_PRACTICE,0.0186666666667,NM_CONFUSING,19,3,0,0.00328048113723,0.00164024056862,0.000273373428103,-0.5,0.178571428571,0.0044449598021,0.260073260073,0.495061442194,-0.642857142857,0.0133333333333,0.034,0.495061442194,-1.0,-1.0,26,12781,0,17995,1494,0.117066513832,489,221,1273,2204,0.0842845219462,251,22,3,276,22,229,251,0.117066513832,276,1494,3,221,489,229,2204,1273,0.0842845219462,388,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,5775,17995,388,5775,open,open
17995,org/apache/catalina/ant,org/apache/catalina/ant/AbstractCatalinaTask.java,0,True,105,13,695,1,0,115,21,21,0.919871794872,164,94,0.573170731707,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,3,STYLE,0.054,REC_CATCH_EXCEPTION,17,2,1,0.00328048113723,0.00164024056862,0.000546746856206,-1.0,0.185185185185,0.00486747201204,0.318359375,0.338486486508,-0.62962962963,0.0146666666667,0.0946666666667,0.338486486508,-1.0,-1.0,26,12781,0,17995,1494,0.117066513832,489,221,1273,2204,0.0842845219462,251,22,3,276,22,229,251,0.117066513832,276,1494,3,221,489,229,2204,1273,0.0842845219462,388,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,5775,17995,388,5775,open,open
