F55,F116,F117,F118,F119,F120,F110,F121,F122,F123,F114,F115,F61,F77,F88,F70,category
org/apache/cassandra/AbstractSerializationsTester.java,0.0,0.0,0.0,0.0824742268041,0.0352035967052,-1.0,0.000375234521576,0.00262664165103,0.0352035967052,-1.0,-1.0,18,8979,1696,10711,1.0
org/apache/cassandra/AbstractSerializationsTester.java,-1.0,0.179487179487,0.00525969756739,0.250859106529,0.278234513136,-0.615384615385,0.00900562851782,0.0514071294559,0.278234513136,-1.0,-1.0,20,9082,1710,10814,1.0
org/apache/cassandra/EmbeddedServer.java,0.0,0.1,0.00818181818182,0.0824742268041,0.0352035967052,-0.8,0.000375234521576,0.00262664165103,0.0352035967052,-1.0,-1.0,8,10320,1932,12052,1.0
org/apache/cassandra/EmbeddedServer.java,-1.0,0.0322580645161,0.0010764648893,0.0485519591141,0.0544112663023,-0.935483870968,0.00487804878049,0.0183864915572,0.0544112663023,-1.0,-1.0,2,5870,1182,7602,1.0
org/apache/cassandra/MethodComparator.java,-1.0,0.106796116505,0.0476953530022,0.0909090909091,9.02697459302e-05,-0.757281553398,0.00112570356473,0.00562851782364,9.02697459302e-05,-1.0,-1.0,5,4801,938,6533,1.0
org/apache/cassandra/MethodComparator.java,0.0,0.36170212766,0.00824548923236,0.250859106529,0.278234513136,-0.234042553191,0.00900562851782,0.0514071294559,0.278234513136,-1.0,-1.0,5,4801,938,6533,1.0
org/apache/cassandra/MethodComparator.java,-1.0,0.0833333333333,0.00272817460317,0.250859106529,0.278234513136,-0.833333333333,0.00900562851782,0.0514071294559,0.278234513136,-1.0,-1.0,5,4801,938,6533,1.0
org/apache/cassandra/OffsetAwareConfigurationLoader.java,-1.0,0.2,0.0106666666667,0.205479452055,0.0653943199931,-0.4,0.00863039399625,0.0367729831144,0.0653943199931,-1.0,-1.0,1,2279,462,4011,1.0
org/apache/cassandra/SchemaLoader.java,-1.0,0.0,0.0,0.205479452055,0.0653943199931,-1.0,0.00863039399625,0.0367729831144,0.0653943199931,-1.0,-1.0,24,1312,245,3044,1.0
org/apache/cassandra/SchemaLoader.java,-1.0,0.210526315789,0.00573120641895,0.0485519591141,0.0544112663023,-0.578947368421,0.00487804878049,0.0183864915572,0.0544112663023,-1.0,-1.0,73,6371,1293,8103,1.0
org/apache/cassandra/Util.java,-1.0,0.0384615384615,0.00127524994899,0.0485519591141,0.0544112663023,-0.923076923077,0.00487804878049,0.0183864915572,0.0544112663023,-1.0,-1.0,91,10603,2003,12335,1.0
org/apache/cassandra/auth/AllowAllAuthenticator.java,-0.5,0.15,0.00455357142857,0.250859106529,0.278234513136,-0.7,0.00900562851782,0.0514071294559,0.278234513136,-1.0,-1.0,17,10932,2081,12664,1.0
org/apache/cassandra/auth/AllowAllAuthenticator.java,-1.0,0.0,0.0,0.0485519591141,0.0544112663023,-0.857142857143,0.00487804878049,0.0183864915572,0.0544112663023,-1.0,-1.0,2,5171,1036,6903,1.0
org/apache/cassandra/auth/Auth.java,-1.0,0.0983606557377,0.00305813231519,0.0485519591141,0.0544112663023,-0.786885245902,0.00487804878049,0.0183864915572,0.0544112663023,-1.0,-1.0,29,4884,959,6616,1.0
