F55,F116,F117,F118,F119,F120,F110,F121,F122,F123,F114,F115,F61,F77,F88,F70,category
org/apache/cassandra/AbstractSerializationsTester.java,0.0,0.357142857143,0.0208719851577,0.252747252747,0.201630101588,-0.285714285714,0.000386847195358,0.00851063829787,0.201630101588,-0.75,-1.0,14,7561,1423,10711,1.0
org/apache/cassandra/AbstractSerializationsTester.java,-1.0,0.448275862069,0.00916017087242,0.404634581105,0.330751671836,-0.0689655172414,0.00425531914894,0.0847195357834,0.330751671836,-0.75,-1.0,16,7664,1437,10814,1.0
org/apache/cassandra/EmbeddedServer.java,0.0,0.222222222222,0.0157126823793,0.252747252747,0.201630101588,-0.555555555556,0.000386847195358,0.00851063829787,0.201630101588,-0.75,1.0,7,8902,1659,12052,0.0
org/apache/cassandra/EmbeddedServer.java,1.0,0.0549450549451,0.00179055503042,0.166089965398,0.765813119486,-0.879120879121,0.00773694390716,0.0676982591876,0.765813119486,-0.75,1.0,1,4452,909,7602,0.0
org/apache/cassandra/MethodComparator.java,-1.0,0.529411764706,0.124567474048,0.377049180328,0.00857516425007,0.137254901961,0.0027079303675,0.0251450676983,0.00857516425007,-0.75,-1.0,5,3383,665,6533,1.0
org/apache/cassandra/MethodComparator.java,0.0,0.255319148936,0.00704189930084,0.404634581105,0.330751671836,-0.446808510638,0.00425531914894,0.0847195357834,0.330751671836,-0.75,-1.0,5,3383,665,6533,1.0
org/apache/cassandra/MethodComparator.java,-1.0,0.416666666667,0.00900205761317,0.404634581105,0.330751671836,-0.166666666667,0.00425531914894,0.0847195357834,0.330751671836,-0.75,-1.0,5,3383,665,6533,1.0
org/apache/cassandra/OffsetAwareConfigurationLoader.java,-1.0,0.142857142857,0.0094191522763,0.519269776876,0.194770274263,-0.571428571429,0.0116054158607,0.094003868472,0.194770274263,-0.75,-1.0,0,861,189,4011,1.0
org/apache/cassandra/SchemaLoader.java,-1.0,0.277777777778,0.00691783737761,0.166089965398,0.765813119486,-0.333333333333,0.00773694390716,0.0676982591876,0.765813119486,-0.75,-1.0,46,4953,1020,8103,1.0
org/apache/cassandra/Util.java,-1.0,0.115384615385,0.00351968985921,0.166089965398,0.765813119486,-0.769230769231,0.00773694390716,0.0676982591876,0.765813119486,-0.75,-1.0,71,9185,1730,12335,1.0
org/apache/cassandra/auth/AllowAllAuthenticator.java,-0.5,0.15,0.00472222222222,0.404634581105,0.330751671836,-0.7,0.00425531914894,0.0847195357834,0.330751671836,-0.5,-1.0,16,9514,1808,12664,1.0
org/apache/cassandra/auth/AllowAllAuthenticator.java,-1.0,0.428571428571,0.00844475721323,0.166089965398,0.765813119486,0.0,0.00773694390716,0.0676982591876,0.765813119486,-0.5,-1.0,1,3753,763,6903,1.0
org/apache/cassandra/auth/Auth.java,1.0,0.381818181818,0.00813907096039,0.166089965398,0.765813119486,-0.2,0.00773694390716,0.0676982591876,0.765813119486,-0.5,1.0,26,3466,686,6616,0.0
org/apache/cassandra/auth/Auth.java,1.0,0.0549450549451,0.00179055503042,0.166089965398,0.765813119486,-0.879120879121,0.00773694390716,0.0676982591876,0.765813119486,-0.5,1.0,5,361,104,3511,0.0
org/apache/cassandra/auth/Auth.java,1.0,0.0549450549451,0.00179055503042,0.166089965398,0.765813119486,-0.879120879121,0.00773694390716,0.0676982591876,0.765813119486,-0.5,1.0,6,367,105,3517,0.0
org/apache/cassandra/auth/DataResource.java,-0.5,0.15,0.00472222222222,0.404634581105,0.330751671836,-0.7,0.00425531914894,0.0847195357834,0.330751671836,-0.5,-1.0,5,3753,763,6903,1.0
org/apache/cassandra/auth/PasswordAuthenticator.java,-1.0,0.428571428571,0.00844475721323,0.166089965398,0.765813119486,0.0,0.00773694390716,0.0676982591876,0.765813119486,-0.5,-1.0,13,2916,580,6066,1.0
org/apache/cassandra/batchlog/BatchlogManager.java,-0.5,0.15,0.00472222222222,0.404634581105,0.330751671836,-0.7,0.00425531914894,0.0847195357834,0.330751671836,-1.0,-1.0,0,10625,2130,13775,1.0
org/apache/cassandra/cache/AutoSavingCache.java,-1.0,0.448275862069,0.00916017087242,0.404634581105,0.330751671836,-0.0689655172414,0.00425531914894,0.0847195357834,0.330751671836,-0.230769230769,-1.0,41,5354,1105,8504,1.0
org/apache/cassandra/cache/CacheProviderTest.java,0.0,0.108695652174,0.00745237749018,0.519269776876,0.194770274263,-0.760869565217,0.0116054158607,0.094003868472,0.194770274263,-0.230769230769,-1.0,28,7073,1366,10223,1.0
org/apache/cassandra/cache/CachingOptions.java,1.0,0.185185185185,0.0754458161866,0.377049180328,0.00857516425007,-0.62962962963,0.0027079303675,0.0251450676983,0.00857516425007,-0.230769230769,0.5,2,1476,294,4626,0.0
org/apache/cassandra/cache/CachingOptions.java,-1.0,0.185185185185,0.0754458161866,0.377049180328,0.00857516425007,-0.62962962963,0.0027079303675,0.0251450676983,0.00857516425007,-0.230769230769,0.5,2,1476,294,4626,1.0
org/apache/cassandra/cache/CachingOptions.java,1.0,0.185185185185,0.0754458161866,0.377049180328,0.00857516425007,-0.62962962963,0.0027079303675,0.0251450676983,0.00857516425007,-0.230769230769,0.5,2,1476,294,4626,0.0
org/apache/cassandra/cache/CachingOptions.java,1.0,0.185185185185,0.0754458161866,0.377049180328,0.00857516425007,-0.62962962963,0.0027079303675,0.0251450676983,0.00857516425007,-0.230769230769,0.5,2,1476,294,4626,0.0
org/apache/cassandra/io/util/Memory.java,-1.0,0.0,0.0,0.166089965398,0.765813119486,-1.0,0.00773694390716,0.0676982591876,0.765813119486,-0.678571428571,-1.0,12,3900,791,7050,1.0
org/apache/cassandra/cache/SerializingCacheProvider.java,1.0,0.333333333333,0.00766283524904,0.166089965398,0.765813119486,-0.305555555556,0.00773694390716,0.0676982591876,0.765813119486,-0.230769230769,1.0,2,4356,887,7506,0.0
org/apache/cassandra/cache/SerializingCacheProvider.java,1.0,0.333333333333,0.00766283524904,0.166089965398,0.765813119486,-0.305555555556,0.00773694390716,0.0676982591876,0.765813119486,-0.230769230769,1.0,2,4356,887,7506,0.0
org/apache/cassandra/cli/CliClient.java,-1.0,0.142857142857,0.0094191522763,0.519269776876,0.194770274263,-0.571428571429,0.0116054158607,0.094003868472,0.194770274263,-1.0,-1.0,211,7969,1489,11119,1.0
org/apache/cassandra/cli/CliClient.java,-1.0,0.185185185185,0.0754458161866,0.377049180328,0.00857516425007,-0.62962962963,0.0027079303675,0.0251450676983,0.00857516425007,-1.0,-1.0,226,8102,1511,11252,1.0
