F55,F116,F117,F118,F119,F120,F110,F121,F122,F123,F114,F115,F61,F77,F88,F70,category
org/apache/cassandra/AbstractSerializationsTester.java,0.0,0.384615384615,0.0215169445939,0.223529411765,0.211735125681,-0.230769230769,0.000421052631579,0.00757894736842,0.211735125681,-0.75,-1.0,15,7969,1513,10711,1.0
org/apache/cassandra/AbstractSerializationsTester.java,-1.0,0.222222222222,0.00617283950617,0.715789473684,1.04075450828,-0.518518518519,0.00505263157895,0.142315789474,1.04075450828,-0.75,-1.0,17,8072,1527,10814,1.0
org/apache/cassandra/EmbeddedServer.java,0.0,0.222222222222,0.0157126823793,0.223529411765,0.211735125681,-0.555555555556,0.000421052631579,0.00757894736842,0.211735125681,-0.75,1.0,7,9310,1749,12052,0.0
org/apache/cassandra/EmbeddedServer.java,1.0,0.0267379679144,0.000897346516767,0.0985533453888,0.479462435416,-0.930481283422,0.00631578947368,0.0421052631579,0.479462435416,-0.75,1.0,1,4860,999,7602,0.0
org/apache/cassandra/MethodComparator.java,-1.0,0.27,0.09855,0.215189873418,0.00170492017491,-0.4,0.00126315789474,0.0138947368421,0.00170492017491,-0.75,-1.0,5,3791,755,6533,1.0
org/apache/cassandra/MethodComparator.java,0.0,0.864864864865,0.00417405822811,0.715789473684,1.04075450828,0.72972972973,0.00505263157895,0.142315789474,1.04075450828,-0.75,-1.0,5,3791,755,6533,1.0
org/apache/cassandra/MethodComparator.java,-1.0,0.166666666667,0.00496031746032,0.715789473684,1.04075450828,-0.666666666667,0.00505263157895,0.142315789474,1.04075450828,-0.75,-1.0,5,3791,755,6533,1.0
org/apache/cassandra/SchemaLoader.java,-1.0,0.333333333333,0.00766283524904,0.0985533453888,0.479462435416,-0.266666666667,0.00631578947368,0.0421052631579,0.479462435416,-0.75,-1.0,53,5361,1110,8103,1.0
org/apache/cassandra/Util.java,-1.0,0.0392156862745,0.00129923504223,0.0985533453888,0.479462435416,-0.921568627451,0.00631578947368,0.0421052631579,0.479462435416,-0.75,-1.0,74,9593,1820,12335,1.0
org/apache/cassandra/auth/AllowAllAuthenticator.java,-0.5,0.2,0.00571428571429,0.715789473684,1.04075450828,-0.6,0.00505263157895,0.142315789474,1.04075450828,-1.0,-1.0,17,9922,1898,12664,1.0
org/apache/cassandra/auth/AllowAllAuthenticator.java,-1.0,0.2,0.00551724137931,0.0985533453888,0.479462435416,-0.6,0.00631578947368,0.0421052631579,0.479462435416,-1.0,-1.0,2,4161,853,6903,1.0
org/apache/cassandra/auth/DataResource.java,-0.5,0.2,0.00571428571429,0.715789473684,1.04075450828,-0.6,0.00505263157895,0.142315789474,1.04075450828,-1.0,-1.0,7,4161,853,6903,1.0
org/apache/cassandra/auth/PasswordAuthenticator.java,-1.0,0.2,0.00551724137931,0.0985533453888,0.479462435416,-0.6,0.00631578947368,0.0421052631579,0.479462435416,-1.0,-1.0,17,3324,670,6066,1.0
org/apache/cassandra/batchlog/BatchlogManager.java,-0.5,0.2,0.00571428571429,0.715789473684,1.04075450828,-0.6,0.00505263157895,0.142315789474,1.04075450828,-1.0,-1.0,0,11033,2220,13775,1.0
org/apache/cassandra/cache/AutoSavingCache.java,1.0,0.224137931034,0.00599655582435,0.0985533453888,0.479462435416,-0.5,0.00631578947368,0.0421052631579,0.479462435416,-0.4,0.0,67,7611,1476,10353,0.0
org/apache/cassandra/cache/AutoSavingCache.java,-1.0,0.222222222222,0.00617283950617,0.715789473684,1.04075450828,-0.518518518519,0.00505263157895,0.142315789474,1.04075450828,-0.4,0.0,44,5762,1195,8504,1.0
org/apache/cassandra/cache/CacheProviderTest.java,0.0,0.15625,0.0087890625,0.475268817204,0.324297194273,-0.6875,0.00926315789474,0.0917894736842,0.324297194273,-0.4,-1.0,28,7481,1456,10223,1.0
org/apache/cassandra/io/util/Memory.java,-1.0,0.0,0.0,0.0985533453888,0.479462435416,-1.0,0.00631578947368,0.0421052631579,0.479462435416,-0.769911504425,-1.0,21,4308,881,7050,1.0
org/apache/cassandra/cache/SerializingCacheProvider.java,1.0,0.196078431373,0.00543557517666,0.0985533453888,0.479462435416,-0.56862745098,0.00631578947368,0.0421052631579,0.479462435416,-0.4,1.0,3,4764,977,7506,0.0
org/apache/cassandra/cache/SerializingCacheProvider.java,1.0,0.196078431373,0.00543557517666,0.0985533453888,0.479462435416,-0.56862745098,0.00631578947368,0.0421052631579,0.479462435416,-0.4,1.0,3,4764,977,7506,0.0
org/apache/cassandra/cli/CliClient.java,-1.0,0.166666666667,0.00925925925926,0.475268817204,0.324297194273,-0.5,0.00926315789474,0.0917894736842,0.324297194273,-1.0,-1.0,211,8377,1579,11119,1.0
org/apache/cassandra/cli/CliClient.java,-1.0,0.120689655172,0.0530618311534,0.215189873418,0.00170492017491,-0.758620689655,0.00126315789474,0.0138947368421,0.00170492017491,-1.0,-1.0,226,8510,1601,11252,1.0
org/apache/cassandra/cli/CliClient.java,-1.0,0.120689655172,0.0530618311534,0.215189873418,0.00170492017491,-0.758620689655,0.00126315789474,0.0138947368421,0.00170492017491,-1.0,-1.0,226,8510,1601,11252,1.0
org/apache/cassandra/cli/CliClient.java,-1.0,0.120689655172,0.0530618311534,0.215189873418,0.00170492017491,-0.758620689655,0.00126315789474,0.0138947368421,0.00170492017491,-1.0,-1.0,181,7576,1471,10318,1.0
org/apache/cassandra/cli/CliClient.java,-1.0,0.120689655172,0.0530618311534,0.215189873418,0.00170492017491,-0.758620689655,0.00126315789474,0.0138947368421,0.00170492017491,-1.0,-1.0,251,8653,1628,11395,1.0
