F116,F115,F117,F121,F110,F64,F104,F101,F68,F72,F22,F77,status
0.333333333333,-0.428571428571,0.454545454545,0.00244100895037,-0.0909090909091,8034,0.975642760487,0.377237851662,150,10851,3,8916,close
-1.0,-0.428571428571,0.0,0.0,-1.0,8034,0.975642760487,0.998081841432,150,10851,2,1203,open
-0.5,-0.428571428571,0.0491803278689,0.00244100895037,-0.901639344262,8034,0.975642760487,0.493606138107,150,10851,3,12680,open
-0.5,-0.428571428571,0.0491803278689,0.00244100895037,-0.901639344262,8034,0.975642760487,0.137468030691,150,10851,3,12680,open
-1.0,-0.428571428571,0.0,0.00162733930024,-1.0,8034,0.975642760487,0.76726342711,150,10851,3,12680,open
0.333333333333,-0.428571428571,0.222222222222,0.00162733930024,-0.555555555556,8034,0.975642760487,0.372762148338,150,10851,3,9948,open
0.333333333333,-0.428571428571,0.489361702128,0.00162733930024,-0.0212765957447,8034,0.975642760487,0.377237851662,150,10851,3,8916,close
-1.0,0.333333333333,0.180722891566,0.0,-0.638554216867,8034,0.225352112676,0.869109947644,150,6363,1,1191,open
1.0,0.333333333333,0.761904761905,0.0,0.52380952381,8034,0.225352112676,0.272251308901,150,6363,2,8068,close
1.0,0.333333333333,0.0412371134021,0.00162733930024,-0.917525773196,8034,0.225352112676,0.397905759162,150,6363,3,1199,close
-0.5,-1.0,0.0491803278689,0.00244100895037,-0.901639344262,8034,0.782178217822,0.780927835052,150,6363,3,6759,open
-0.5,-1.0,0.0491803278689,0.00244100895037,-0.901639344262,8034,0.782178217822,0.329896907216,150,6363,3,6759,open
-1.0,-1.0,0.222222222222,0.00162733930024,-0.555555555556,8034,0.782178217822,0.592783505155,150,6363,2,6759,open
-1.0,-1.0,0.222222222222,0.00162733930024,-0.555555555556,8034,0.782178217822,0.567010309278,150,6363,3,6759,open
-1.0,-1.0,0.180722891566,0.0,-0.638554216867,8034,0.286956521739,0.89880952381,150,718,1,145,open
-1.0,-1.0,0.0,0.0,-1.0,8034,0.286956521739,0.901785714286,150,718,2,145,open
0.0,-0.428571428571,0.0,0.00244100895037,-1.0,8034,1.40585774059,0.0522267206478,150,8618,2,12921,open
0.0,0.0,0.0,0.00244100895037,-1.0,8034,0.971074380165,0.0845864661654,150,13494,2,12921,open
0.0,0.0,0.0,0.00244100895037,-1.0,8034,1.54022988506,0.176715176715,150,13494,2,12921,open
-1.0,-1.0,0.180722891566,0.0,-0.638554216867,8034,1.02734375,0.551215277778,150,6363,1,7377,open
-1.0,-1.0,0.0,0.00244100895037,-1.0,8034,1.02734375,0.8125,150,6363,1,9595,open
-1.0,-1.0,0.0,0.0,-1.0,8034,0.647435897436,0.457765667575,150,8127,2,6759,open
-1.0,-1.0,0.0,0.0,-1.0,8034,0.647435897436,0.402361489555,150,8127,2,6754,open
