F55,F116,F117,F118,F119,F120,F110,F121,F122,F123,F114,F115,F61,F77,F88,F70,category
javax/security/auth/message/callback/PasswordValidationCallback.java,-0.5,0.107142857143,0.0027332361516,0.2156133829,0.523015664066,-0.785714285714,0.00971547536433,0.030534351145,0.523015664066,-1.0,-1.0,7,241,22,2967,1
javax/servlet/http/HttpServletRequestWrapper.java,-0.5,0.107142857143,0.0027332361516,0.2156133829,0.523015664066,-0.785714285714,0.00971547536433,0.030534351145,0.523015664066,-1.0,-1.0,24,15269,3382,17995,1
javax/servlet/http/HttpServletResponseWrapper.java,-0.5,0.107142857143,0.0027332361516,0.2156133829,0.523015664066,-0.785714285714,0.00971547536433,0.030534351145,0.523015664066,-1.0,-1.0,15,15269,3382,17995,1
javax/servlet/http/HttpServletResponseWrapper.java,-0.5,0.107142857143,0.0027332361516,0.2156133829,0.523015664066,-0.785714285714,0.00971547536433,0.030534351145,0.523015664066,-1.0,-1.0,15,15269,3382,17995,1
javax/servlet/jsp/tagext/TagInfo.java,-0.5,0.107142857143,0.0027332361516,0.2156133829,0.523015664066,-0.785714285714,0.00971547536433,0.030534351145,0.523015664066,-1.0,-1.0,6,15111,3268,17837,1
javax/servlet/jsp/tagext/TagLibraryInfo.java,-0.5,0.107142857143,0.0027332361516,0.2156133829,0.523015664066,-0.785714285714,0.00971547536433,0.030534351145,0.523015664066,-1.0,-1.0,11,15269,3382,17995,1
javax/websocket/SendResult.java,-0.5,0.107142857143,0.0027332361516,0.2156133829,0.523015664066,-0.785714285714,0.00971547536433,0.030534351145,0.523015664066,-1.0,-1.0,2,6218,951,8944,1
org/apache/catalina/ant/AbstractCatalinaTask.java,-0.5,0.107142857143,0.0027332361516,0.2156133829,0.523015664066,-0.785714285714,0.00971547536433,0.030534351145,0.523015664066,-1.0,-1.0,26,15269,3382,17995,1
org/apache/catalina/ant/AbstractCatalinaTask.java,-0.5,0.107142857143,0.0027332361516,0.2156133829,0.523015664066,-0.785714285714,0.00971547536433,0.030534351145,0.523015664066,-1.0,-1.0,26,15269,3382,17995,1
org/apache/catalina/ant/AbstractCatalinaTask.java,-0.5,0.107142857143,0.0027332361516,0.2156133829,0.523015664066,-0.785714285714,0.00971547536433,0.030534351145,0.523015664066,-1.0,-1.0,26,15269,3382,17995,1
org/apache/catalina/ant/AbstractCatalinaTask.java,-1.0,0.148148148148,0.00407097659188,0.207818930041,0.219113214619,-0.703703703704,0.0117973629424,0.0603747397641,0.219113214619,-1.0,-1.0,26,15269,3382,17995,1
