F55,F116,F117,F118,F119,F120,F110,F121,F122,F123,F114,F115,F61,F77,F88,F70,category
javax/security/auth/message/callback/PasswordValidationCallback.java,-0.5,0.2,0.005,0.233716475096,0.36972554116,-0.6,0.00897790055249,0.0331491712707,0.36972554116,-1.0,-1.0,0,14008,3201,17995,1
javax/servlet/http/HttpServletRequestWrapper.java,-0.5,0.2,0.005,0.233716475096,0.36972554116,-0.6,0.00897790055249,0.0331491712707,0.36972554116,-1.0,-1.0,24,14008,3201,17995,1
javax/servlet/http/HttpServletResponseWrapper.java,-0.5,0.2,0.005,0.233716475096,0.36972554116,-0.6,0.00897790055249,0.0331491712707,0.36972554116,-1.0,-1.0,15,14008,3201,17995,1
javax/servlet/http/HttpServletResponseWrapper.java,-0.5,0.2,0.005,0.233716475096,0.36972554116,-0.6,0.00897790055249,0.0331491712707,0.36972554116,-1.0,-1.0,15,14008,3201,17995,1
javax/servlet/jsp/tagext/TagInfo.java,-0.5,0.2,0.005,0.233716475096,0.36972554116,-0.6,0.00897790055249,0.0331491712707,0.36972554116,-1.0,-1.0,6,13850,3087,17837,1
javax/servlet/jsp/tagext/TagLibraryInfo.java,-0.5,0.2,0.005,0.233716475096,0.36972554116,-0.6,0.00897790055249,0.0331491712707,0.36972554116,-1.0,-1.0,11,14008,3201,17995,1
javax/websocket/SendResult.java,-0.5,0.2,0.005,0.233716475096,0.36972554116,-0.6,0.00897790055249,0.0331491712707,0.36972554116,-1.0,-1.0,1,4957,770,8944,1
org/apache/catalina/ant/AbstractCatalinaTask.java,-0.5,0.2,0.005,0.233716475096,0.36972554116,-0.6,0.00897790055249,0.0331491712707,0.36972554116,-1.0,-1.0,26,14008,3201,17995,1
org/apache/catalina/ant/AbstractCatalinaTask.java,-0.5,0.2,0.005,0.233716475096,0.36972554116,-0.6,0.00897790055249,0.0331491712707,0.36972554116,-1.0,-1.0,26,14008,3201,17995,1
org/apache/catalina/ant/AbstractCatalinaTask.java,-0.5,0.2,0.005,0.233716475096,0.36972554116,-0.6,0.00897790055249,0.0331491712707,0.36972554116,-1.0,-1.0,26,14008,3201,17995,1
org/apache/catalina/ant/AbstractCatalinaTask.java,-1.0,0.148148148148,0.00407097659188,0.259713701431,0.300892035952,-0.703703703704,0.0110497237569,0.0766574585635,0.300892035952,-1.0,-1.0,26,14008,3201,17995,1
org/apache/catalina/ant/BaseRedirectorHelperTask.java,-1.0,0.230769230769,0.0887573964497,0.322033898305,0.0584959093235,-0.538461538462,0.00138121546961,0.0117403314917,0.0584959093235,-1.0,-1.0,13,14008,3201,17995,1
org/apache/catalina/ant/BaseRedirectorHelperTask.java,-0.5,0.2,0.005,0.233716475096,0.36972554116,-0.6,0.00897790055249,0.0331491712707,0.36972554116,-1.0,-1.0,13,14008,3201,17995,1
org/apache/catalina/ant/ValidatorTask.java,-1.0,0.148148148148,0.00407097659188,0.259713701431,0.300892035952,-0.703703703704,0.0110497237569,0.0766574585635,0.300892035952,-1.0,-1.0,11,14008,3201,17995,1
org/apache/catalina/ant/jmx/JMXAccessorConditionBase.java,-1.0,0.148148148148,0.00407097659188,0.259713701431,0.300892035952,-0.703703703704,0.0110497237569,0.0766574585635,0.300892035952,0.428571428571,-1.0,0,892,114,4879,1
org/apache/catalina/ant/jmx/JMXAccessorQueryTask.java,-1.0,0.148148148148,0.00407097659188,0.259713701431,0.300892035952,-0.703703703704,0.0110497237569,0.0766574585635,0.300892035952,0.428571428571,-1.0,14,14008,3201,17995,1
org/apache/catalina/ant/jmx/JMXAccessorSetTask.java,1.0,0.485714285714,0.00805793285056,0.259713701431,0.300892035952,-0.0285714285714,0.0110497237569,0.0766574585635,0.300892035952,0.428571428571,1.0,12,14008,3201,17995,0
