F116,F115,F117,F121,F110,F64,F104,F101,F68,F72,F22,F77,status
0.0,-1.0,0.384615384615,0.000421052631579,-0.230769230769,1302.0,0.404255319149,0.527027027027,44.0,10814.0,2.0,7969.0,open
-1.0,-1.0,0.222222222222,0.00505263157895,-0.518518518519,1302.0,0.404255319149,0.959459459459,44.0,10814.0,2.0,8072.0,open
0.0,1.0,0.222222222222,0.000421052631579,-0.555555555556,1302.0,0.321428571429,0.380952380952,44.0,10896.0,2.0,9310.0,close
1.0,1.0,0.0267379679144,0.00631578947368,-0.930481283422,1302.0,0.321428571429,0.690476190476,44.0,10896.0,3.0,4860.0,close
-1.0,-1.0,0.27,0.00126315789474,-0.4,1302.0,0.162790697674,0.634730538922,44.0,6533.0,1.0,3791.0,open
0.0,-1.0,0.864864864865,0.00505263157895,0.72972972973,1302.0,0.162790697674,0.215568862275,44.0,6533.0,2.0,3791.0,open
-1.0,-1.0,0.166666666667,0.00505263157895,-0.666666666667,1302.0,0.162790697674,0.892215568862,44.0,6533.0,2.0,3791.0,open
-1.0,-1.0,0.333333333333,0.00631578947368,-0.266666666667,1302.0,0.107769423559,0.99595959596,44.0,4653.0,2.0,5361.0,open
-1.0,-1.0,0.0392156862745,0.00631578947368,-0.921568627451,1302.0,0.146226415094,0.630281690141,44.0,5999.0,2.0,9593.0,open
-0.5,-1.0,0.2,0.00505263157895,-0.6,3417.0,0.354166666667,1.11688311688,69.0,12664.0,3.0,9922.0,open
-1.0,-1.0,0.2,0.00631578947368,-0.6,3417.0,0.354166666667,0.844155844156,69.0,12664.0,3.0,4161.0,open
-0.5,-1.0,0.2,0.00505263157895,-0.6,3417.0,0.424836601307,4.3810483871,69.0,3003.0,3.0,4161.0,open
-1.0,-1.0,0.2,0.00631578947368,-0.6,3417.0,0.169172932331,0.838983050847,69.0,6607.0,3.0,3324.0,open
-0.5,-1.0,0.2,0.00505263157895,-0.6,1128.0,0.302325581395,0.260479041916,13.0,2742.0,3.0,11033.0,open
1.0,0.0,0.224137931034,0.00631578947368,-0.5,1671.0,0.0897435897436,0.458904109589,44.0,3072.0,3.0,7611.0,close
-1.0,0.0,0.222222222222,0.00505263157895,-0.518518518519,1671.0,0.0897435897436,0.842465753425,44.0,3072.0,2.0,5762.0,open
0.0,-1.0,0.15625,0.00926315789474,-0.6875,1671.0,0.205607476636,0.94,44.0,4033.0,2.0,7481.0,open
-1.0,-1.0,0.0,0.00631578947368,-1.0,9543.0,0.172727272727,0.965397923875,158.0,2909.0,2.0,4308.0,open
1.0,1.0,0.196078431373,0.00631578947368,-0.56862745098,1671.0,0.409090909091,0.691176470588,44.0,6110.0,3.0,4764.0,close
1.0,1.0,0.196078431373,0.00631578947368,-0.56862745098,1671.0,0.409090909091,0.941176470588,44.0,6110.0,3.0,4764.0,close
-1.0,-1.0,0.166666666667,0.00926315789474,-0.5,9235.0,0.147046674928,0.779084158416,99.0,6009.0,1.0,8377.0,open
-1.0,-1.0,0.120689655172,0.00126315789474,-0.758620689655,9235.0,0.147046674928,0.511757425743,99.0,6009.0,3.0,8510.0,open
-1.0,-1.0,0.120689655172,0.00126315789474,-0.758620689655,9235.0,0.147046674928,0.500309405941,99.0,6009.0,3.0,8510.0,open
-1.0,-1.0,0.120689655172,0.00126315789474,-0.758620689655,9235.0,0.147046674928,0.491336633663,99.0,6009.0,3.0,7576.0,open
-1.0,-1.0,0.120689655172,0.00126315789474,-0.758620689655,9235.0,0.147046674928,0.192141089109,99.0,6009.0,3.0,8653.0,open
-1.0,-1.0,0.120689655172,0.00126315789474,-0.758620689655,9235.0,0.147046674928,0.875309405941,99.0,6009.0,3.0,8653.0,open
-1.0,-1.0,0.120689655172,0.00126315789474,-0.758620689655,9235.0,0.147046674928,0.391707920792,99.0,6009.0,3.0,8669.0,open
